transaction_id,sales_module_transaction_id,transaction_source,tender_type,store_no,customer_id,sales_associate_no,transaction_type,transaction_date,pos_transaction_no,register_no,segmentation_flag_a,segmentation_flag_b,segmentation_flag_c,segmentation_flag_d,segmentation_flag_e,segmentation_flag_f,segmentation_flag_g,segmentation_flag_h,customer_no_flag,total_net_retail,no_transaction_lines,reward_points_flag,total_net_retail_central,exchange_rate,currency_code,posted_date,transaction_time,tender_amount_total,tender_amount_total_central,no_tender_lines
58480657,0,1,DISC,9330,2702,85569,S,20-09-2016 00:00,83542,1,0,0,0,0,0,0,0,0,1,484.49,1,1,484.49,1,USD,21-09-2016 00:00,20-09-2016 00:00,484.49,484.49,1
58480658,0,1,VISA,9851,3634,56597,R,10-09-2021 00:00,50957,4,0,0,0,0,0,0,0,0,1,151.86,2,1,151.86,1,USD,11-09-2021 00:00,10-09-2021 00:00,151.86,151.86,1
58480659,0,1,GIFT,5011,2112,71525,S,07-07-2025 00:00,68687,3,0,0,0,0,0,0,0,0,1,305.89,1,1,305.89,1,USD,08-07-2025 00:00,07-07-2025 00:00,305.89,305.89,1
58480660,0,1,CHECK,5011,4647,16137,R,09-07-2024 00:00,85746,9,0,0,0,0,0,0,0,0,1,209.6,1,1,209.6,1,USD,10-07-2024 00:00,09-07-2024 00:00,209.6,209.6,1
58480661,0,1,DISC,9422,933,39019,S,31-12-2015 00:00,20172,6,0,0,0,0,0,0,0,0,1,204.88,2,1,204.88,1,USD,01-01-2016 00:00,31-12-2015 00:00,204.88,204.88,1
58480662,0,1,DISC,9330,4153,19748,S,20-12-2015 00:00,50745,4,0,0,0,0,0,0,0,0,1,71.85,5,1,71.85,1,USD,21-12-2015 00:00,20-12-2015 00:00,71.85,71.85,1
58480663,0,1,VISA,9451,4751,48956,R,15-02-2018 00:00,68458,1,0,0,0,0,0,0,0,0,1,456.71,4,1,456.71,1,USD,16-02-2018 00:00,15-02-2018 00:00,456.71,456.71,1
58480664,0,1,VISA,5011,914,93394,S,29-03-2022 00:00,89037,1,0,0,0,0,0,0,0,0,1,53.95,1,1,53.95,1,USD,30-03-2022 00:00,29-03-2022 00:00,53.95,53.95,1
58480665,0,1,MAST,1,4309,37225,R,20-01-2017 00:00,81696,10,0,0,0,0,0,0,0,0,1,388.09,1,1,388.09,1,USD,21-01-2017 00:00,20-01-2017 00:00,388.09,388.09,1
58480666,0,1,DISC,9451,69,63663,S,30-01-2015 00:00,96838,8,0,0,0,0,0,0,0,0,1,383.94,1,1,383.94,1,USD,31-01-2015 00:00,30-01-2015 00:00,383.94,383.94,1
58480667,0,1,DISC,9330,2128,51832,S,22-07-2019 00:00,43668,1,0,0,0,0,0,0,0,0,1,222.29,4,1,222.29,1,USD,23-07-2019 00:00,22-07-2019 00:00,222.29,222.29,1
58480668,0,1,MAST,9422,1223,56255,S,07-05-2019 00:00,75995,1,0,0,0,0,0,0,0,0,1,250.92,2,1,250.92,1,USD,08-05-2019 00:00,07-05-2019 00:00,250.92,250.92,1
58480669,0,1,DISC,1,3731,83782,S,16-03-2023 00:00,67904,1,0,0,0,0,0,0,0,0,1,330.22,4,1,330.22,1,USD,17-03-2023 00:00,16-03-2023 00:00,330.22,330.22,1
58480670,0,1,CASH,5011,4084,35548,S,22-09-2013 00:00,76912,10,0,0,0,0,0,0,0,0,1,259.51,4,1,259.51,1,USD,23-09-2013 00:00,22-09-2013 00:00,259.51,259.51,1
58480671,0,1,DISC,9851,3632,94893,S,27-01-2021 00:00,49160,3,0,0,0,0,0,0,0,0,1,443.03,1,1,443.03,1,USD,28-01-2021 00:00,27-01-2021 00:00,443.03,443.03,1
58480672,0,1,DISC,9330,3834,93493,S,28-06-2024 00:00,49544,5,0,0,0,0,0,0,0,0,1,393.6,1,1,393.6,1,USD,29-06-2024 00:00,28-06-2024 00:00,393.6,393.6,1
58480673,0,1,VISA,9451,4641,78174,S,28-02-2024 00:00,16427,2,0,0,0,0,0,0,0,0,1,382.6,1,1,382.6,1,USD,29-02-2024 00:00,28-02-2024 00:00,382.6,382.6,1
58480674,0,1,MAST,5011,3606,84859,R,10-12-2013 00:00,44571,8,0,0,0,0,0,0,0,0,1,435.83,2,1,435.83,1,USD,11-12-2013 00:00,10-12-2013 00:00,435.83,435.83,1
58480675,0,1,VISA,9422,3069,42513,S,16-04-2021 00:00,25307,5,0,0,0,0,0,0,0,0,1,156.86,4,1,156.86,1,USD,17-04-2021 00:00,16-04-2021 00:00,156.86,156.86,1
58480676,0,1,GIFT,9851,4901,70164,S,28-04-2021 00:00,35008,10,0,0,0,0,0,0,0,0,1,258.87,5,1,258.87,1,USD,29-04-2021 00:00,28-04-2021 00:00,258.87,258.87,1
58480677,0,1,AMEX,5011,2289,81082,S,19-12-2020 00:00,64988,4,0,0,0,0,0,0,0,0,1,141.76,1,1,141.76,1,USD,20-12-2020 00:00,19-12-2020 00:00,141.76,141.76,1
58480678,0,1,CASH,5011,3419,65326,S,01-06-2013 00:00,15770,6,0,0,0,0,0,0,0,0,1,67.46,2,1,67.46,1,USD,02-06-2013 00:00,01-06-2013 00:00,67.46,67.46,1
58480679,0,1,AMEX,9851,3355,46084,S,17-05-2022 00:00,44382,8,0,0,0,0,0,0,0,0,1,434.6,1,1,434.6,1,USD,18-05-2022 00:00,17-05-2022 00:00,434.6,434.6,1
58480680,0,1,MAST,9451,187,93564,S,20-04-2017 00:00,86623,8,0,0,0,0,0,0,0,0,1,346.77,4,1,346.77,1,USD,21-04-2017 00:00,20-04-2017 00:00,346.77,346.77,1
58480681,0,1,VISA,9851,2371,79949,R,13-05-2014 00:00,54693,1,0,0,0,0,0,0,0,0,1,346.1,3,1,346.1,1,USD,14-05-2014 00:00,13-05-2014 00:00,346.1,346.1,1
58480682,0,1,AMEX,9451,3477,14127,S,08-12-2014 00:00,53514,1,0,0,0,0,0,0,0,0,1,372.81,1,1,372.81,1,USD,09-12-2014 00:00,08-12-2014 00:00,372.81,372.81,1
58480683,0,1,MAST,9588,1478,49482,S,30-11-2014 00:00,71338,6,0,0,0,0,0,0,0,0,1,233.18,1,1,233.18,1,USD,01-12-2014 00:00,30-11-2014 00:00,233.18,233.18,1
58480684,0,1,VISA,9422,4293,19593,S,07-06-2023 00:00,27368,1,0,0,0,0,0,0,0,0,1,382.5,4,1,382.5,1,USD,08-06-2023 00:00,07-06-2023 00:00,382.5,382.5,1
58480685,0,1,MAST,9851,2441,54518,S,18-03-2021 00:00,49582,9,0,0,0,0,0,0,0,0,1,277.42,1,1,277.42,1,USD,19-03-2021 00:00,18-03-2021 00:00,277.42,277.42,1
58480686,0,1,GIFT,9588,4747,11737,S,09-11-2012 00:00,91917,9,0,0,0,0,0,0,0,0,1,351.78,1,1,351.78,1,USD,10-11-2012 00:00,09-11-2012 00:00,351.78,351.78,1
58480687,0,1,GIFT,9422,3774,56775,S,03-12-2012 00:00,90565,1,0,0,0,0,0,0,0,0,1,160.4,4,1,160.4,1,USD,04-12-2012 00:00,03-12-2012 00:00,160.4,160.4,1
58480688,0,1,AMEX,5011,4559,96352,S,06-11-2025 00:00,97418,2,0,0,0,0,0,0,0,0,1,165.08,1,1,165.08,1,USD,07-11-2025 00:00,06-11-2025 00:00,165.08,165.08,1
58480689,0,1,MAST,2,3602,26559,R,22-10-2024 00:00,23625,9,0,0,0,0,0,0,0,0,1,324.76,4,1,324.76,1,USD,23-10-2024 00:00,22-10-2024 00:00,324.76,324.76,1
58480690,0,1,GIFT,1,3283,79512,R,13-08-2018 00:00,17686,8,0,0,0,0,0,0,0,0,1,344.49,4,1,344.49,1,USD,14-08-2018 00:00,13-08-2018 00:00,344.49,344.49,1
58480691,0,1,DISC,9851,830,18347,R,08-07-2022 00:00,25071,7,0,0,0,0,0,0,0,0,1,294.61,5,1,294.61,1,USD,09-07-2022 00:00,08-07-2022 00:00,294.61,294.61,1
58480692,0,1,VISA,9851,1921,16696,S,05-11-2024 00:00,73317,10,0,0,0,0,0,0,0,0,1,224.49,1,1,224.49,1,USD,06-11-2024 00:00,05-11-2024 00:00,224.49,224.49,1
58480693,0,1,DISC,1,1948,20752,S,02-08-2016 00:00,69943,2,0,0,0,0,0,0,0,0,1,316.06,1,1,316.06,1,USD,03-08-2016 00:00,02-08-2016 00:00,316.06,316.06,1
58480694,0,1,CHECK,9422,2001,52019,R,30-04-2015 00:00,36781,6,0,0,0,0,0,0,0,0,1,369.66,4,1,369.66,1,USD,01-05-2015 00:00,30-04-2015 00:00,369.66,369.66,1
58480695,0,1,MAST,9588,3657,24279,R,30-10-2022 00:00,78266,8,0,0,0,0,0,0,0,0,1,148.07,3,1,148.07,1,USD,31-10-2022 00:00,30-10-2022 00:00,148.07,148.07,1
58480696,0,1,MAST,1,3898,25001,S,15-03-2013 00:00,62578,7,0,0,0,0,0,0,0,0,1,448.58,2,1,448.58,1,USD,16-03-2013 00:00,15-03-2013 00:00,448.58,448.58,1
58480697,0,1,MAST,2,3411,70598,S,27-04-2012 00:00,88903,2,0,0,0,0,0,0,0,0,1,240.36,5,1,240.36,1,USD,28-04-2012 00:00,27-04-2012 00:00,240.36,240.36,1
58480698,0,1,CHECK,9422,3092,42636,S,31-03-2022 00:00,24146,7,0,0,0,0,0,0,0,0,1,426.44,2,1,426.44,1,USD,01-04-2022 00:00,31-03-2022 00:00,426.44,426.44,1
58480699,0,1,VISA,9422,4568,63686,R,04-04-2013 00:00,80662,1,0,0,0,0,0,0,0,0,1,351.77,2,1,351.77,1,USD,05-04-2013 00:00,04-04-2013 00:00,351.77,351.77,1
58480700,0,1,DISC,2,1190,65686,S,04-11-2020 00:00,12297,3,0,0,0,0,0,0,0,0,1,278.73,3,1,278.73,1,USD,05-11-2020 00:00,04-11-2020 00:00,278.73,278.73,1
58480701,0,1,CHECK,1,1843,77306,S,22-12-2013 00:00,86071,1,0,0,0,0,0,0,0,0,1,378.68,3,1,378.68,1,USD,23-12-2013 00:00,22-12-2013 00:00,378.68,378.68,1
58480702,0,1,VISA,9422,3172,26708,S,31-10-2023 00:00,35185,8,0,0,0,0,0,0,0,0,1,91.38,3,1,91.38,1,USD,01-11-2023 00:00,31-10-2023 00:00,91.38,91.38,1
58480703,0,1,VISA,2,329,93293,S,09-06-2023 00:00,16510,4,0,0,0,0,0,0,0,0,1,327.3,3,1,327.3,1,USD,10-06-2023 00:00,09-06-2023 00:00,327.3,327.3,1
58480704,0,1,CASH,9422,565,61075,R,20-08-2017 00:00,38745,8,0,0,0,0,0,0,0,0,1,406.68,3,1,406.68,1,USD,21-08-2017 00:00,20-08-2017 00:00,406.68,406.68,1
58480705,0,1,CASH,9588,562,16804,S,01-08-2018 00:00,56806,7,0,0,0,0,0,0,0,0,1,474.35,2,1,474.35,1,USD,02-08-2018 00:00,01-08-2018 00:00,474.35,474.35,1
58480706,0,1,CASH,9422,368,58892,R,05-06-2013 00:00,41981,7,0,0,0,0,0,0,0,0,1,219.97,4,1,219.97,1,USD,06-06-2013 00:00,05-06-2013 00:00,219.97,219.97,1
58480707,0,1,MAST,5011,2905,66334,R,13-02-2018 00:00,97273,10,0,0,0,0,0,0,0,0,1,469.72,4,1,469.72,1,USD,14-02-2018 00:00,13-02-2018 00:00,469.72,469.72,1
58480708,0,1,VISA,1,313,31801,S,22-08-2023 00:00,80492,3,0,0,0,0,0,0,0,0,1,474.36,4,1,474.36,1,USD,23-08-2023 00:00,22-08-2023 00:00,474.36,474.36,1
58480709,0,1,MAST,2,4777,14999,R,19-03-2017 00:00,85040,1,0,0,0,0,0,0,0,0,1,214.13,4,1,214.13,1,USD,20-03-2017 00:00,19-03-2017 00:00,214.13,214.13,1
58480710,0,1,CHECK,5011,4360,68675,S,10-12-2017 00:00,50291,9,0,0,0,0,0,0,0,0,1,384.53,1,1,384.53,1,USD,11-12-2017 00:00,10-12-2017 00:00,384.53,384.53,1
58480711,0,1,VISA,9851,3752,34779,S,09-05-2016 00:00,17577,3,0,0,0,0,0,0,0,0,1,93.84,4,1,93.84,1,USD,10-05-2016 00:00,09-05-2016 00:00,93.84,93.84,1
58480712,0,1,GIFT,9588,734,70351,S,07-07-2022 00:00,40898,4,0,0,0,0,0,0,0,0,1,416.96,1,1,416.96,1,USD,08-07-2022 00:00,07-07-2022 00:00,416.96,416.96,1
58480713,0,1,VISA,9588,2447,75801,R,24-04-2017 00:00,38478,7,0,0,0,0,0,0,0,0,1,150.67,3,1,150.67,1,USD,25-04-2017 00:00,24-04-2017 00:00,150.67,150.67,1
58480714,0,1,DISC,9851,2429,22820,S,01-01-2019 00:00,46646,1,0,0,0,0,0,0,0,0,1,217.73,4,1,217.73,1,USD,02-01-2019 00:00,01-01-2019 00:00,217.73,217.73,1
58480715,0,1,GIFT,9422,4133,86738,S,22-03-2021 00:00,34979,4,0,0,0,0,0,0,0,0,1,287.18,1,1,287.18,1,USD,23-03-2021 00:00,22-03-2021 00:00,287.18,287.18,1
58480716,0,1,AMEX,9422,1142,77430,S,06-11-2018 00:00,24652,6,0,0,0,0,0,0,0,0,1,295.16,5,1,295.16,1,USD,07-11-2018 00:00,06-11-2018 00:00,295.16,295.16,1
58480717,0,1,MAST,5011,3161,17755,S,05-10-2016 00:00,24760,6,0,0,0,0,0,0,0,0,1,141.94,4,1,141.94,1,USD,06-10-2016 00:00,05-10-2016 00:00,141.94,141.94,1
58480718,0,1,GIFT,9330,2669,52915,S,23-12-2024 00:00,17488,1,0,0,0,0,0,0,0,0,1,440.85,5,1,440.85,1,USD,24-12-2024 00:00,23-12-2024 00:00,440.85,440.85,1
58480719,0,1,CHECK,9588,4131,12385,S,19-05-2014 00:00,45942,3,0,0,0,0,0,0,0,0,1,401.61,3,1,401.61,1,USD,20-05-2014 00:00,19-05-2014 00:00,401.61,401.61,1
58480720,0,1,MAST,2,827,85108,S,25-02-2023 00:00,35948,9,0,0,0,0,0,0,0,0,1,192.12,4,1,192.12,1,USD,26-02-2023 00:00,25-02-2023 00:00,192.12,192.12,1
58480721,0,1,AMEX,5011,3643,91506,S,11-10-2019 00:00,84023,4,0,0,0,0,0,0,0,0,1,334.85,3,1,334.85,1,USD,12-10-2019 00:00,11-10-2019 00:00,334.85,334.85,1
58480722,0,1,VISA,2,3814,28096,S,01-11-2023 00:00,70385,10,0,0,0,0,0,0,0,0,1,388.26,2,1,388.26,1,USD,02-11-2023 00:00,01-11-2023 00:00,388.26,388.26,1
58480723,0,1,CHECK,9851,1679,29463,S,29-11-2018 00:00,14359,1,0,0,0,0,0,0,0,0,1,273.01,2,1,273.01,1,USD,30-11-2018 00:00,29-11-2018 00:00,273.01,273.01,1
58480724,0,1,GIFT,9451,3791,53465,S,31-01-2014 00:00,14796,1,0,0,0,0,0,0,0,0,1,237.73,1,1,237.73,1,USD,01-02-2014 00:00,31-01-2014 00:00,237.73,237.73,1
58480725,0,1,VISA,2,819,11214,R,06-07-2020 00:00,20978,5,0,0,0,0,0,0,0,0,1,178.09,5,1,178.09,1,USD,07-07-2020 00:00,06-07-2020 00:00,178.09,178.09,1
58480726,0,1,GIFT,9588,3779,48085,S,15-12-2015 00:00,28448,9,0,0,0,0,0,0,0,0,1,371.6,1,1,371.6,1,USD,16-12-2015 00:00,15-12-2015 00:00,371.6,371.6,1
58480727,0,1,AMEX,5011,2040,66293,S,04-12-2023 00:00,27826,9,0,0,0,0,0,0,0,0,1,242.83,2,1,242.83,1,USD,05-12-2023 00:00,04-12-2023 00:00,242.83,242.83,1
58480728,0,1,CASH,5011,4220,74860,S,24-04-2024 00:00,50320,3,0,0,0,0,0,0,0,0,1,216.41,3,1,216.41,1,USD,25-04-2024 00:00,24-04-2024 00:00,216.41,216.41,1
58480729,0,1,MAST,9422,3147,29432,S,08-02-2017 00:00,17841,1,0,0,0,0,0,0,0,0,1,483.99,2,1,483.99,1,USD,09-02-2017 00:00,08-02-2017 00:00,483.99,483.99,1
58480730,0,1,AMEX,1,2950,79231,S,07-01-2021 00:00,30449,4,0,0,0,0,0,0,0,0,1,382.37,3,1,382.37,1,USD,08-01-2021 00:00,07-01-2021 00:00,382.37,382.37,1
58480731,0,1,GIFT,9422,4355,61493,R,02-01-2012 00:00,61023,9,0,0,0,0,0,0,0,0,1,183.72,5,1,183.72,1,USD,03-01-2012 00:00,02-01-2012 00:00,183.72,183.72,1
58480732,0,1,DISC,9451,368,17436,S,08-01-2018 00:00,15331,2,0,0,0,0,0,0,0,0,1,132.43,2,1,132.43,1,USD,09-01-2018 00:00,08-01-2018 00:00,132.43,132.43,1
58480733,0,1,CHECK,5011,4283,88165,R,23-10-2024 00:00,80003,9,0,0,0,0,0,0,0,0,1,195.62,2,1,195.62,1,USD,24-10-2024 00:00,23-10-2024 00:00,195.62,195.62,1
58480734,0,1,MAST,2,1114,26732,S,04-06-2013 00:00,19789,8,0,0,0,0,0,0,0,0,1,166.36,1,1,166.36,1,USD,05-06-2013 00:00,04-06-2013 00:00,166.36,166.36,1
58480735,0,1,AMEX,9588,4543,78980,S,11-08-2017 00:00,68012,5,0,0,0,0,0,0,0,0,1,252.52,4,1,252.52,1,USD,12-08-2017 00:00,11-08-2017 00:00,252.52,252.52,1
58480736,0,1,MAST,9588,1321,63838,S,06-11-2013 00:00,18272,6,0,0,0,0,0,0,0,0,1,84.19,1,1,84.19,1,USD,07-11-2013 00:00,06-11-2013 00:00,84.19,84.19,1
58480737,0,1,CHECK,9851,2931,64047,S,14-08-2021 00:00,14178,7,0,0,0,0,0,0,0,0,1,274.72,4,1,274.72,1,USD,15-08-2021 00:00,14-08-2021 00:00,274.72,274.72,1
58480738,0,1,DISC,9588,2836,91310,S,29-12-2018 00:00,52967,10,0,0,0,0,0,0,0,0,1,109.96,1,1,109.96,1,USD,30-12-2018 00:00,29-12-2018 00:00,109.96,109.96,1
58480739,0,1,CHECK,9422,2279,41928,R,13-08-2012 00:00,31889,6,0,0,0,0,0,0,0,0,1,134.44,5,1,134.44,1,USD,14-08-2012 00:00,13-08-2012 00:00,134.44,134.44,1
58480740,0,1,AMEX,5011,1404,79317,S,29-10-2022 00:00,50756,2,0,0,0,0,0,0,0,0,1,99.32,2,1,99.32,1,USD,30-10-2022 00:00,29-10-2022 00:00,99.32,99.32,1
58480741,0,1,DISC,1,834,96416,S,18-08-2016 00:00,42324,9,0,0,0,0,0,0,0,0,1,258.87,5,1,258.87,1,USD,19-08-2016 00:00,18-08-2016 00:00,258.87,258.87,1
58480742,0,1,DISC,1,3311,57399,S,12-05-2018 00:00,12757,10,0,0,0,0,0,0,0,0,1,220.95,2,1,220.95,1,USD,13-05-2018 00:00,12-05-2018 00:00,220.95,220.95,1
58480743,0,1,DISC,5011,285,55479,R,30-04-2024 00:00,15679,2,0,0,0,0,0,0,0,0,1,253.01,1,1,253.01,1,USD,01-05-2024 00:00,30-04-2024 00:00,253.01,253.01,1
58480744,0,1,VISA,9588,657,77699,R,14-09-2022 00:00,34177,2,0,0,0,0,0,0,0,0,1,223.71,5,1,223.71,1,USD,15-09-2022 00:00,14-09-2022 00:00,223.71,223.71,1
58480745,0,1,AMEX,9588,547,56928,S,26-12-2019 00:00,33893,1,0,0,0,0,0,0,0,0,1,465.78,1,1,465.78,1,USD,27-12-2019 00:00,26-12-2019 00:00,465.78,465.78,1
58480746,0,1,CASH,1,1667,71000,S,07-04-2014 00:00,27989,2,0,0,0,0,0,0,0,0,1,394.33,2,1,394.33,1,USD,08-04-2014 00:00,07-04-2014 00:00,394.33,394.33,1
58480747,0,1,VISA,5011,2241,11720,S,05-09-2017 00:00,37530,8,0,0,0,0,0,0,0,0,1,225.39,5,1,225.39,1,USD,06-09-2017 00:00,05-09-2017 00:00,225.39,225.39,1
58480748,0,1,MAST,1,3059,75316,S,25-11-2020 00:00,47735,7,0,0,0,0,0,0,0,0,1,370.79,5,1,370.79,1,USD,26-11-2020 00:00,25-11-2020 00:00,370.79,370.79,1
58480749,0,1,CASH,2,3457,98597,S,07-11-2015 00:00,15966,8,0,0,0,0,0,0,0,0,1,167.57,2,1,167.57,1,USD,08-11-2015 00:00,07-11-2015 00:00,167.57,167.57,1
58480750,0,1,CASH,9330,4713,13531,S,16-10-2018 00:00,36482,1,0,0,0,0,0,0,0,0,1,88.53,2,1,88.53,1,USD,17-10-2018 00:00,16-10-2018 00:00,88.53,88.53,1
58480751,0,1,CHECK,5011,4899,35035,S,17-12-2018 00:00,13858,5,0,0,0,0,0,0,0,0,1,205.78,4,1,205.78,1,USD,18-12-2018 00:00,17-12-2018 00:00,205.78,205.78,1
58480752,0,1,MAST,9422,630,98726,R,19-03-2014 00:00,13333,1,0,0,0,0,0,0,0,0,1,341.27,3,1,341.27,1,USD,20-03-2014 00:00,19-03-2014 00:00,341.27,341.27,1
58480753,0,1,CHECK,9588,2203,90634,R,08-08-2021 00:00,58791,4,0,0,0,0,0,0,0,0,1,323.37,2,1,323.37,1,USD,09-08-2021 00:00,08-08-2021 00:00,323.37,323.37,1
58480754,0,1,AMEX,9422,2151,88344,R,14-10-2022 00:00,11185,8,0,0,0,0,0,0,0,0,1,71.1,3,1,71.1,1,USD,15-10-2022 00:00,14-10-2022 00:00,71.1,71.1,1
58480755,0,1,GIFT,9588,4929,78891,S,08-01-2012 00:00,83410,10,0,0,0,0,0,0,0,0,1,198.27,3,1,198.27,1,USD,09-01-2012 00:00,08-01-2012 00:00,198.27,198.27,1
58480756,0,1,CHECK,9422,160,18448,R,07-12-2016 00:00,98751,3,0,0,0,0,0,0,0,0,1,486.25,1,1,486.25,1,USD,08-12-2016 00:00,07-12-2016 00:00,486.25,486.25,1
58480757,0,1,CASH,2,3303,25367,S,21-05-2013 00:00,33055,3,0,0,0,0,0,0,0,0,1,61.81,3,1,61.81,1,USD,22-05-2013 00:00,21-05-2013 00:00,61.81,61.81,1
58480758,0,1,DISC,9451,3755,12385,S,29-02-2012 00:00,75306,3,0,0,0,0,0,0,0,0,1,371.5,2,1,371.5,1,USD,01-03-2012 00:00,29-02-2012 00:00,371.5,371.5,1
58480759,0,1,VISA,9422,4637,13389,S,22-01-2015 00:00,76350,9,0,0,0,0,0,0,0,0,1,127.44,2,1,127.44,1,USD,23-01-2015 00:00,22-01-2015 00:00,127.44,127.44,1
58480760,0,1,MAST,9422,2054,23288,S,30-11-2018 00:00,19862,4,0,0,0,0,0,0,0,0,1,328.84,1,1,328.84,1,USD,01-12-2018 00:00,30-11-2018 00:00,328.84,328.84,1
58480761,0,1,DISC,9451,4728,68630,S,26-05-2017 00:00,55240,9,0,0,0,0,0,0,0,0,1,368.82,3,1,368.82,1,USD,27-05-2017 00:00,26-05-2017 00:00,368.82,368.82,1
58480762,0,1,AMEX,9851,501,36373,R,01-10-2012 00:00,98922,3,0,0,0,0,0,0,0,0,1,67.55,2,1,67.55,1,USD,02-10-2012 00:00,01-10-2012 00:00,67.55,67.55,1
58480763,0,1,CASH,9588,3923,66227,S,12-07-2017 00:00,84492,2,0,0,0,0,0,0,0,0,1,397.83,4,1,397.83,1,USD,13-07-2017 00:00,12-07-2017 00:00,397.83,397.83,1
58480764,0,1,MAST,9422,1477,34093,R,29-03-2022 00:00,72061,6,0,0,0,0,0,0,0,0,1,130.43,5,1,130.43,1,USD,30-03-2022 00:00,29-03-2022 00:00,130.43,130.43,1
58480765,0,1,CASH,2,2628,19745,R,07-10-2014 00:00,22416,9,0,0,0,0,0,0,0,0,1,172.34,5,1,172.34,1,USD,08-10-2014 00:00,07-10-2014 00:00,172.34,172.34,1
58480766,0,1,CASH,9330,4311,19197,S,02-11-2023 00:00,31446,3,0,0,0,0,0,0,0,0,1,259.97,5,1,259.97,1,USD,03-11-2023 00:00,02-11-2023 00:00,259.97,259.97,1
58480767,0,1,DISC,5011,2381,77861,S,29-04-2023 00:00,40671,8,0,0,0,0,0,0,0,0,1,303.81,5,1,303.81,1,USD,30-04-2023 00:00,29-04-2023 00:00,303.81,303.81,1
58480768,0,1,GIFT,5011,1144,49776,R,08-02-2016 00:00,24614,8,0,0,0,0,0,0,0,0,1,216.89,5,1,216.89,1,USD,09-02-2016 00:00,08-02-2016 00:00,216.89,216.89,1
58480769,0,1,DISC,5011,4823,39385,R,30-03-2017 00:00,29504,8,0,0,0,0,0,0,0,0,1,450.55,1,1,450.55,1,USD,31-03-2017 00:00,30-03-2017 00:00,450.55,450.55,1
58480770,0,1,CASH,9451,3445,43564,R,27-08-2019 00:00,34222,7,0,0,0,0,0,0,0,0,1,265.7,2,1,265.7,1,USD,28-08-2019 00:00,27-08-2019 00:00,265.7,265.7,1
58480771,0,1,DISC,9422,991,39825,S,23-07-2013 00:00,38062,7,0,0,0,0,0,0,0,0,1,283.27,5,1,283.27,1,USD,24-07-2013 00:00,23-07-2013 00:00,283.27,283.27,1
58480772,0,1,AMEX,9330,2093,80766,S,19-04-2023 00:00,66461,9,0,0,0,0,0,0,0,0,1,110.69,1,1,110.69,1,USD,20-04-2023 00:00,19-04-2023 00:00,110.69,110.69,1
58480773,0,1,VISA,2,469,67566,S,26-03-2018 00:00,12986,6,0,0,0,0,0,0,0,0,1,321.4,4,1,321.4,1,USD,27-03-2018 00:00,26-03-2018 00:00,321.4,321.4,1
58480774,0,1,AMEX,9851,2285,32473,S,15-03-2024 00:00,83415,8,0,0,0,0,0,0,0,0,1,77.14,1,1,77.14,1,USD,16-03-2024 00:00,15-03-2024 00:00,77.14,77.14,1
58480775,0,1,GIFT,9451,2136,38951,S,16-12-2014 00:00,85601,8,0,0,0,0,0,0,0,0,1,324.84,5,1,324.84,1,USD,17-12-2014 00:00,16-12-2014 00:00,324.84,324.84,1
58480776,0,1,MAST,1,2276,16391,S,27-10-2017 00:00,30005,7,0,0,0,0,0,0,0,0,1,285.15,1,1,285.15,1,USD,28-10-2017 00:00,27-10-2017 00:00,285.15,285.15,1
58480777,0,1,CASH,9422,39,10935,R,16-01-2015 00:00,49305,9,0,0,0,0,0,0,0,0,1,121.7,1,1,121.7,1,USD,17-01-2015 00:00,16-01-2015 00:00,121.7,121.7,1
58480778,0,1,CASH,9330,2237,98757,S,14-02-2021 00:00,88061,6,0,0,0,0,0,0,0,0,1,499.44,5,1,499.44,1,USD,15-02-2021 00:00,14-02-2021 00:00,499.44,499.44,1
58480779,0,1,MAST,1,464,28763,S,20-01-2022 00:00,50488,9,0,0,0,0,0,0,0,0,1,336.11,1,1,336.11,1,USD,21-01-2022 00:00,20-01-2022 00:00,336.11,336.11,1
58480780,0,1,DISC,2,612,47327,R,24-07-2013 00:00,93502,10,0,0,0,0,0,0,0,0,1,440.26,4,1,440.26,1,USD,25-07-2013 00:00,24-07-2013 00:00,440.26,440.26,1
58480781,0,1,GIFT,1,4823,59393,R,27-06-2024 00:00,76398,6,0,0,0,0,0,0,0,0,1,404.62,4,1,404.62,1,USD,28-06-2024 00:00,27-06-2024 00:00,404.62,404.62,1
58480782,0,1,AMEX,1,1357,68137,S,22-11-2013 00:00,85015,4,0,0,0,0,0,0,0,0,1,65.39,1,1,65.39,1,USD,23-11-2013 00:00,22-11-2013 00:00,65.39,65.39,1
58480783,0,1,VISA,2,3853,79224,S,18-03-2021 00:00,70869,4,0,0,0,0,0,0,0,0,1,250.05,1,1,250.05,1,USD,19-03-2021 00:00,18-03-2021 00:00,250.05,250.05,1
58480784,0,1,AMEX,9588,1546,44890,S,26-12-2022 00:00,98962,4,0,0,0,0,0,0,0,0,1,343.86,5,1,343.86,1,USD,27-12-2022 00:00,26-12-2022 00:00,343.86,343.86,1
58480785,0,1,AMEX,9851,540,31044,S,02-10-2023 00:00,96632,1,0,0,0,0,0,0,0,0,1,409.31,5,1,409.31,1,USD,03-10-2023 00:00,02-10-2023 00:00,409.31,409.31,1
