orderid,taxcode,chargetotal,istaxincluded,isoverridden,originalchargeamount,isinformational,isprorated,fulfillmentgroupid,isorderdiscount,isreturncharge,isproratedatsamelevel,chargetypeid,chargedisplayname
122000561,Shipping,12.99,False,False,12.99,False,True,FG7210,False,False,False,Shipping,Shipping
122000562,Shipping,5.99,False,False,5.99,False,True,FG9397,False,False,False,Shipping,Shipping
122000563,Shipping,0.0,False,False,0.0,False,True,FG3973,False,False,False,Shipping,Shipping
122000564,Shipping,10.0,False,False,10.0,False,True,FG1436,False,False,False,Shipping,Shipping
122000565,Shipping,0.0,False,False,0.0,False,True,FG4536,False,False,False,Shipping,Shipping
122000566,Shipping,12.99,False,False,12.99,False,True,FG3164,False,False,False,Shipping,Shipping
122000567,Shipping,7.99,False,False,7.99,False,True,FG9735,False,False,False,Shipping,Shipping
122000568,Shipping,12.99,False,False,12.99,False,True,FG6801,False,False,False,Shipping,Shipping
122000569,Shipping,7.99,False,False,7.99,False,True,FG7122,False,False,False,Shipping,Shipping
122000570,Shipping,10.0,False,False,10.0,False,True,FG5468,False,False,False,Shipping,Shipping
122000571,Shipping,10.0,False,False,10.0,False,True,FG8290,False,False,False,Shipping,Shipping
122000572,Shipping,0.0,False,False,0.0,False,True,FG5450,False,False,False,Shipping,Shipping
122000573,Shipping,5.99,False,False,5.99,False,True,FG5396,False,False,False,Shipping,Shipping
122000574,Shipping,0.0,False,False,0.0,False,True,FG5007,False,False,False,Shipping,Shipping
122000575,Shipping,5.99,False,False,5.99,False,True,FG3998,False,False,False,Shipping,Shipping
122000576,Shipping,10.0,False,False,10.0,False,True,FG6186,False,False,False,Shipping,Shipping
122000577,Shipping,10.0,False,False,10.0,False,True,FG8390,False,False,False,Shipping,Shipping
122000578,Shipping,7.99,False,False,7.99,False,True,FG5383,False,False,False,Shipping,Shipping
122000579,Shipping,12.99,False,False,12.99,False,True,FG6491,False,False,False,Shipping,Shipping
122000580,Shipping,7.99,False,False,7.99,False,True,FG1403,False,False,False,Shipping,Shipping
122000581,Shipping,10.0,False,False,10.0,False,True,FG7026,False,False,False,Shipping,Shipping
122000582,Shipping,0.0,False,False,0.0,False,True,FG4075,False,False,False,Shipping,Shipping
122000583,Shipping,0.0,False,False,0.0,False,True,FG2921,False,False,False,Shipping,Shipping
122000584,Shipping,10.0,False,False,10.0,False,True,FG3636,False,False,False,Shipping,Shipping
122000585,Shipping,10.0,False,False,10.0,False,True,FG6927,False,False,False,Shipping,Shipping
122000586,Shipping,12.99,False,False,12.99,False,True,FG6211,False,False,False,Shipping,Shipping
122000587,Shipping,10.0,False,False,10.0,False,True,FG7713,False,False,False,Shipping,Shipping
122000588,Shipping,10.0,False,False,10.0,False,True,FG7139,False,False,False,Shipping,Shipping
122000589,Shipping,10.0,False,False,10.0,False,True,FG9357,False,False,False,Shipping,Shipping
122000590,Shipping,5.99,False,False,5.99,False,True,FG8979,False,False,False,Shipping,Shipping
122000591,Shipping,0.0,False,False,0.0,False,True,FG4448,False,False,False,Shipping,Shipping
122000592,Shipping,0.0,False,False,0.0,False,True,FG1080,False,False,False,Shipping,Shipping
122000593,Shipping,10.0,False,False,10.0,False,True,FG7304,False,False,False,Shipping,Shipping
122000594,Shipping,12.99,False,False,12.99,False,True,FG8933,False,False,False,Shipping,Shipping
122000595,Shipping,12.99,False,False,12.99,False,True,FG7746,False,False,False,Shipping,Shipping
122000596,Shipping,10.0,False,False,10.0,False,True,FG7780,False,False,False,Shipping,Shipping
122000597,Shipping,10.0,False,False,10.0,False,True,FG2986,False,False,False,Shipping,Shipping
122000598,Shipping,0.0,False,False,0.0,False,True,FG3505,False,False,False,Shipping,Shipping
122000599,Shipping,7.99,False,False,7.99,False,True,FG5539,False,False,False,Shipping,Shipping
122000600,Shipping,5.99,False,False,5.99,False,True,FG1270,False,False,False,Shipping,Shipping
122000601,Shipping,7.99,False,False,7.99,False,True,FG6860,False,False,False,Shipping,Shipping
122000602,Shipping,0.0,False,False,0.0,False,True,FG4573,False,False,False,Shipping,Shipping
122000603,Shipping,0.0,False,False,0.0,False,True,FG4283,False,False,False,Shipping,Shipping
122000604,Shipping,7.99,False,False,7.99,False,True,FG6658,False,False,False,Shipping,Shipping
122000605,Shipping,0.0,False,False,0.0,False,True,FG5646,False,False,False,Shipping,Shipping
122000606,Shipping,5.99,False,False,5.99,False,True,FG4269,False,False,False,Shipping,Shipping
122000607,Shipping,12.99,False,False,12.99,False,True,FG2497,False,False,False,Shipping,Shipping
122000608,Shipping,0.0,False,False,0.0,False,True,FG8842,False,False,False,Shipping,Shipping
122000609,Shipping,0.0,False,False,0.0,False,True,FG6011,False,False,False,Shipping,Shipping
122000610,Shipping,5.99,False,False,5.99,False,True,FG4064,False,False,False,Shipping,Shipping
122000611,Shipping,7.99,False,False,7.99,False,True,FG9587,False,False,False,Shipping,Shipping
122000612,Shipping,5.99,False,False,5.99,False,True,FG1092,False,False,False,Shipping,Shipping
122000613,Shipping,0.0,False,False,0.0,False,True,FG8594,False,False,False,Shipping,Shipping
122000614,Shipping,10.0,False,False,10.0,False,True,FG7693,False,False,False,Shipping,Shipping
122000615,Shipping,10.0,False,False,10.0,False,True,FG2316,False,False,False,Shipping,Shipping
122000616,Shipping,0.0,False,False,0.0,False,True,FG7379,False,False,False,Shipping,Shipping
122000617,Shipping,5.99,False,False,5.99,False,True,FG1270,False,False,False,Shipping,Shipping
122000618,Shipping,7.99,False,False,7.99,False,True,FG7736,False,False,False,Shipping,Shipping
122000619,Shipping,0.0,False,False,0.0,False,True,FG5011,False,False,False,Shipping,Shipping
122000620,Shipping,0.0,False,False,0.0,False,True,FG9090,False,False,False,Shipping,Shipping
122000621,Shipping,5.99,False,False,5.99,False,True,FG3263,False,False,False,Shipping,Shipping
122000622,Shipping,0.0,False,False,0.0,False,True,FG5649,False,False,False,Shipping,Shipping
122000623,Shipping,0.0,False,False,0.0,False,True,FG8681,False,False,False,Shipping,Shipping
122000624,Shipping,7.99,False,False,7.99,False,True,FG8519,False,False,False,Shipping,Shipping
122000625,Shipping,12.99,False,False,12.99,False,True,FG4934,False,False,False,Shipping,Shipping
122000626,Shipping,0.0,False,False,0.0,False,True,FG8817,False,False,False,Shipping,Shipping
122000627,Shipping,10.0,False,False,10.0,False,True,FG3352,False,False,False,Shipping,Shipping
122000628,Shipping,0.0,False,False,0.0,False,True,FG5063,False,False,False,Shipping,Shipping
122000629,Shipping,0.0,False,False,0.0,False,True,FG6349,False,False,False,Shipping,Shipping
122000630,Shipping,0.0,False,False,0.0,False,True,FG3689,False,False,False,Shipping,Shipping
122000631,Shipping,10.0,False,False,10.0,False,True,FG6998,False,False,False,Shipping,Shipping
122000632,Shipping,5.99,False,False,5.99,False,True,FG7078,False,False,False,Shipping,Shipping
122000633,Shipping,10.0,False,False,10.0,False,True,FG6727,False,False,False,Shipping,Shipping
122000634,Shipping,0.0,False,False,0.0,False,True,FG2193,False,False,False,Shipping,Shipping
122000635,Shipping,10.0,False,False,10.0,False,True,FG3306,False,False,False,Shipping,Shipping
122000636,Shipping,12.99,False,False,12.99,False,True,FG8600,False,False,False,Shipping,Shipping
122000637,Shipping,0.0,False,False,0.0,False,True,FG2555,False,False,False,Shipping,Shipping
122000638,Shipping,12.99,False,False,12.99,False,True,FG1980,False,False,False,Shipping,Shipping
122000639,Shipping,7.99,False,False,7.99,False,True,FG3074,False,False,False,Shipping,Shipping
122000640,Shipping,0.0,False,False,0.0,False,True,FG2549,False,False,False,Shipping,Shipping
122000641,Shipping,10.0,False,False,10.0,False,True,FG6335,False,False,False,Shipping,Shipping
122000642,Shipping,10.0,False,False,10.0,False,True,FG5780,False,False,False,Shipping,Shipping
122000643,Shipping,10.0,False,False,10.0,False,True,FG8062,False,False,False,Shipping,Shipping
122000644,Shipping,10.0,False,False,10.0,False,True,FG1015,False,False,False,Shipping,Shipping
122000645,Shipping,10.0,False,False,10.0,False,True,FG4883,False,False,False,Shipping,Shipping
122000646,Shipping,0.0,False,False,0.0,False,True,FG1204,False,False,False,Shipping,Shipping
122000647,Shipping,12.99,False,False,12.99,False,True,FG4049,False,False,False,Shipping,Shipping
122000648,Shipping,0.0,False,False,0.0,False,True,FG1771,False,False,False,Shipping,Shipping
122000649,Shipping,12.99,False,False,12.99,False,True,FG8995,False,False,False,Shipping,Shipping
122000650,Shipping,10.0,False,False,10.0,False,True,FG5324,False,False,False,Shipping,Shipping
122000651,Shipping,10.0,False,False,10.0,False,True,FG1647,False,False,False,Shipping,Shipping
122000652,Shipping,0.0,False,False,0.0,False,True,FG1345,False,False,False,Shipping,Shipping
122000653,Shipping,7.99,False,False,7.99,False,True,FG5535,False,False,False,Shipping,Shipping
122000654,Shipping,10.0,False,False,10.0,False,True,FG4297,False,False,False,Shipping,Shipping
122000655,Shipping,12.99,False,False,12.99,False,True,FG1139,False,False,False,Shipping,Shipping
122000656,Shipping,10.0,False,False,10.0,False,True,FG4901,False,False,False,Shipping,Shipping
122000657,Shipping,5.99,False,False,5.99,False,True,FG5824,False,False,False,Shipping,Shipping
122000658,Shipping,0.0,False,False,0.0,False,True,FG4999,False,False,False,Shipping,Shipping
122000659,Shipping,7.99,False,False,7.99,False,True,FG4179,False,False,False,Shipping,Shipping
122000660,Shipping,0.0,False,False,0.0,False,True,FG4929,False,False,False,Shipping,Shipping
122000661,Shipping,5.99,False,False,5.99,False,True,FG6352,False,False,False,Shipping,Shipping
122000662,Shipping,12.99,False,False,12.99,False,True,FG9411,False,False,False,Shipping,Shipping
122000663,Shipping,0.0,False,False,0.0,False,True,FG2961,False,False,False,Shipping,Shipping
122000664,Shipping,7.99,False,False,7.99,False,True,FG1522,False,False,False,Shipping,Shipping
122000665,Shipping,10.0,False,False,10.0,False,True,FG2450,False,False,False,Shipping,Shipping
122000666,Shipping,0.0,False,False,0.0,False,True,FG3559,False,False,False,Shipping,Shipping
122000667,Shipping,10.0,False,False,10.0,False,True,FG2747,False,False,False,Shipping,Shipping
122000668,Shipping,5.99,False,False,5.99,False,True,FG8340,False,False,False,Shipping,Shipping
122000669,Shipping,0.0,False,False,0.0,False,True,FG9857,False,False,False,Shipping,Shipping
122000670,Shipping,7.99,False,False,7.99,False,True,FG2830,False,False,False,Shipping,Shipping
122000671,Shipping,0.0,False,False,0.0,False,True,FG7616,False,False,False,Shipping,Shipping
122000672,Shipping,12.99,False,False,12.99,False,True,FG4187,False,False,False,Shipping,Shipping
122000673,Shipping,5.99,False,False,5.99,False,True,FG3847,False,False,False,Shipping,Shipping
122000674,Shipping,12.99,False,False,12.99,False,True,FG9643,False,False,False,Shipping,Shipping
122000675,Shipping,5.99,False,False,5.99,False,True,FG2501,False,False,False,Shipping,Shipping
122000676,Shipping,7.99,False,False,7.99,False,True,FG2417,False,False,False,Shipping,Shipping
122000677,Shipping,0.0,False,False,0.0,False,True,FG7334,False,False,False,Shipping,Shipping
122000678,Shipping,10.0,False,False,10.0,False,True,FG8795,False,False,False,Shipping,Shipping
122000679,Shipping,0.0,False,False,0.0,False,True,FG3978,False,False,False,Shipping,Shipping
122000680,Shipping,7.99,False,False,7.99,False,True,FG8483,False,False,False,Shipping,Shipping
122000681,Shipping,7.99,False,False,7.99,False,True,FG7592,False,False,False,Shipping,Shipping
122000682,Shipping,12.99,False,False,12.99,False,True,FG4595,False,False,False,Shipping,Shipping
122000683,Shipping,0.0,False,False,0.0,False,True,FG8279,False,False,False,Shipping,Shipping
122000684,Shipping,10.0,False,False,10.0,False,True,FG6584,False,False,False,Shipping,Shipping
122000685,Shipping,12.99,False,False,12.99,False,True,FG4157,False,False,False,Shipping,Shipping
122000686,Shipping,5.99,False,False,5.99,False,True,FG1659,False,False,False,Shipping,Shipping
122000687,Shipping,7.99,False,False,7.99,False,True,FG7363,False,False,False,Shipping,Shipping
122000688,Shipping,10.0,False,False,10.0,False,True,FG2985,False,False,False,Shipping,Shipping
122000689,Shipping,7.99,False,False,7.99,False,True,FG5171,False,False,False,Shipping,Shipping
122000690,Shipping,10.0,False,False,10.0,False,True,FG5628,False,False,False,Shipping,Shipping
122000691,Shipping,10.0,False,False,10.0,False,True,FG2934,False,False,False,Shipping,Shipping
122000692,Shipping,7.99,False,False,7.99,False,True,FG4895,False,False,False,Shipping,Shipping
122000693,Shipping,0.0,False,False,0.0,False,True,FG7022,False,False,False,Shipping,Shipping
122000694,Shipping,10.0,False,False,10.0,False,True,FG6211,False,False,False,Shipping,Shipping
122000695,Shipping,0.0,False,False,0.0,False,True,FG6484,False,False,False,Shipping,Shipping
122000696,Shipping,0.0,False,False,0.0,False,True,FG1575,False,False,False,Shipping,Shipping
122000697,Shipping,10.0,False,False,10.0,False,True,FG8865,False,False,False,Shipping,Shipping
122000698,Shipping,12.99,False,False,12.99,False,True,FG6952,False,False,False,Shipping,Shipping
122000699,Shipping,12.99,False,False,12.99,False,True,FG4100,False,False,False,Shipping,Shipping
122000700,Shipping,12.99,False,False,12.99,False,True,FG2541,False,False,False,Shipping,Shipping
122000701,Shipping,0.0,False,False,0.0,False,True,FG3375,False,False,False,Shipping,Shipping
122000702,Shipping,12.99,False,False,12.99,False,True,FG2049,False,False,False,Shipping,Shipping
122000703,Shipping,0.0,False,False,0.0,False,True,FG2622,False,False,False,Shipping,Shipping
122000704,Shipping,0.0,False,False,0.0,False,True,FG8750,False,False,False,Shipping,Shipping
122000705,Shipping,10.0,False,False,10.0,False,True,FG6994,False,False,False,Shipping,Shipping
122000706,Shipping,0.0,False,False,0.0,False,True,FG5823,False,False,False,Shipping,Shipping
122000707,Shipping,7.99,False,False,7.99,False,True,FG9107,False,False,False,Shipping,Shipping
122000708,Shipping,0.0,False,False,0.0,False,True,FG2151,False,False,False,Shipping,Shipping
122000709,Shipping,0.0,False,False,0.0,False,True,FG7080,False,False,False,Shipping,Shipping
122000710,Shipping,10.0,False,False,10.0,False,True,FG7925,False,False,False,Shipping,Shipping
122000711,Shipping,5.99,False,False,5.99,False,True,FG7931,False,False,False,Shipping,Shipping
122000712,Shipping,7.99,False,False,7.99,False,True,FG1598,False,False,False,Shipping,Shipping
122000713,Shipping,0.0,False,False,0.0,False,True,FG4296,False,False,False,Shipping,Shipping
122000714,Shipping,12.99,False,False,12.99,False,True,FG6833,False,False,False,Shipping,Shipping
122000715,Shipping,7.99,False,False,7.99,False,True,FG6676,False,False,False,Shipping,Shipping
122000716,Shipping,5.99,False,False,5.99,False,True,FG7504,False,False,False,Shipping,Shipping
122000717,Shipping,0.0,False,False,0.0,False,True,FG2779,False,False,False,Shipping,Shipping
122000718,Shipping,12.99,False,False,12.99,False,True,FG7585,False,False,False,Shipping,Shipping
122000719,Shipping,0.0,False,False,0.0,False,True,FG5719,False,False,False,Shipping,Shipping
122000720,Shipping,5.99,False,False,5.99,False,True,FG9748,False,False,False,Shipping,Shipping
122000721,Shipping,0.0,False,False,0.0,False,True,FG6335,False,False,False,Shipping,Shipping
122000722,Shipping,10.0,False,False,10.0,False,True,FG1394,False,False,False,Shipping,Shipping
122000723,Shipping,12.99,False,False,12.99,False,True,FG5879,False,False,False,Shipping,Shipping
122000724,Shipping,12.99,False,False,12.99,False,True,FG1761,False,False,False,Shipping,Shipping
122000725,Shipping,12.99,False,False,12.99,False,True,FG5520,False,False,False,Shipping,Shipping
122000726,Shipping,5.99,False,False,5.99,False,True,FG6034,False,False,False,Shipping,Shipping
122000727,Shipping,10.0,False,False,10.0,False,True,FG1858,False,False,False,Shipping,Shipping
122000728,Shipping,0.0,False,False,0.0,False,True,FG4453,False,False,False,Shipping,Shipping
122000729,Shipping,0.0,False,False,0.0,False,True,FG7216,False,False,False,Shipping,Shipping
122000730,Shipping,10.0,False,False,10.0,False,True,FG5482,False,False,False,Shipping,Shipping
122000731,Shipping,0.0,False,False,0.0,False,True,FG4263,False,False,False,Shipping,Shipping
122000732,Shipping,0.0,False,False,0.0,False,True,FG1129,False,False,False,Shipping,Shipping
122000733,Shipping,5.99,False,False,5.99,False,True,FG8194,False,False,False,Shipping,Shipping
122000734,Shipping,10.0,False,False,10.0,False,True,FG9136,False,False,False,Shipping,Shipping
122000735,Shipping,7.99,False,False,7.99,False,True,FG8388,False,False,False,Shipping,Shipping
122000736,Shipping,7.99,False,False,7.99,False,True,FG2329,False,False,False,Shipping,Shipping
122000737,Shipping,12.99,False,False,12.99,False,True,FG5902,False,False,False,Shipping,Shipping
122000738,Shipping,10.0,False,False,10.0,False,True,FG8414,False,False,False,Shipping,Shipping
122000739,Shipping,0.0,False,False,0.0,False,True,FG7204,False,False,False,Shipping,Shipping
122000740,Shipping,5.99,False,False,5.99,False,True,FG2210,False,False,False,Shipping,Shipping
122000741,Shipping,7.99,False,False,7.99,False,True,FG4195,False,False,False,Shipping,Shipping
122000742,Shipping,0.0,False,False,0.0,False,True,FG2153,False,False,False,Shipping,Shipping
122000743,Shipping,5.99,False,False,5.99,False,True,FG6229,False,False,False,Shipping,Shipping
122000744,Shipping,5.99,False,False,5.99,False,True,FG4869,False,False,False,Shipping,Shipping
122000745,Shipping,0.0,False,False,0.0,False,True,FG5967,False,False,False,Shipping,Shipping
122000746,Shipping,7.99,False,False,7.99,False,True,FG2015,False,False,False,Shipping,Shipping
122000747,Shipping,0.0,False,False,0.0,False,True,FG5714,False,False,False,Shipping,Shipping
122000748,Shipping,0.0,False,False,0.0,False,True,FG1830,False,False,False,Shipping,Shipping
122000749,Shipping,5.99,False,False,5.99,False,True,FG3224,False,False,False,Shipping,Shipping
122000750,Shipping,5.99,False,False,5.99,False,True,FG9992,False,False,False,Shipping,Shipping
122000751,Shipping,12.99,False,False,12.99,False,True,FG2731,False,False,False,Shipping,Shipping
122000752,Shipping,12.99,False,False,12.99,False,True,FG3512,False,False,False,Shipping,Shipping
122000753,Shipping,0.0,False,False,0.0,False,True,FG1331,False,False,False,Shipping,Shipping
122000754,Shipping,7.99,False,False,7.99,False,True,FG9623,False,False,False,Shipping,Shipping
122000755,Shipping,7.99,False,False,7.99,False,True,FG6776,False,False,False,Shipping,Shipping
122000756,Shipping,5.99,False,False,5.99,False,True,FG1574,False,False,False,Shipping,Shipping
122000757,Shipping,0.0,False,False,0.0,False,True,FG5865,False,False,False,Shipping,Shipping
122000758,Shipping,5.99,False,False,5.99,False,True,FG6330,False,False,False,Shipping,Shipping
122000759,Shipping,0.0,False,False,0.0,False,True,FG7576,False,False,False,Shipping,Shipping
122000760,Shipping,5.99,False,False,5.99,False,True,FG6762,False,False,False,Shipping,Shipping
122000761,Shipping,12.99,False,False,12.99,False,True,FG2341,False,False,False,Shipping,Shipping
122000762,Shipping,7.99,False,False,7.99,False,True,FG7685,False,False,False,Shipping,Shipping
122000763,Shipping,5.99,False,False,5.99,False,True,FG6501,False,False,False,Shipping,Shipping
122000764,Shipping,7.99,False,False,7.99,False,True,FG3401,False,False,False,Shipping,Shipping
122000765,Shipping,5.99,False,False,5.99,False,True,FG2595,False,False,False,Shipping,Shipping
122000766,Shipping,5.99,False,False,5.99,False,True,FG6752,False,False,False,Shipping,Shipping
122000767,Shipping,12.99,False,False,12.99,False,True,FG8296,False,False,False,Shipping,Shipping
122000768,Shipping,7.99,False,False,7.99,False,True,FG8344,False,False,False,Shipping,Shipping
122000769,Shipping,7.99,False,False,7.99,False,True,FG3574,False,False,False,Shipping,Shipping
122000770,Shipping,7.99,False,False,7.99,False,True,FG9351,False,False,False,Shipping,Shipping
122000771,Shipping,5.99,False,False,5.99,False,True,FG5296,False,False,False,Shipping,Shipping
122000772,Shipping,0.0,False,False,0.0,False,True,FG6453,False,False,False,Shipping,Shipping
122000773,Shipping,10.0,False,False,10.0,False,True,FG5240,False,False,False,Shipping,Shipping
122000774,Shipping,10.0,False,False,10.0,False,True,FG2040,False,False,False,Shipping,Shipping
122000775,Shipping,5.99,False,False,5.99,False,True,FG3733,False,False,False,Shipping,Shipping
122000776,Shipping,12.99,False,False,12.99,False,True,FG1763,False,False,False,Shipping,Shipping
122000777,Shipping,5.99,False,False,5.99,False,True,FG7966,False,False,False,Shipping,Shipping
122000778,Shipping,12.99,False,False,12.99,False,True,FG6190,False,False,False,Shipping,Shipping
122000779,Shipping,0.0,False,False,0.0,False,True,FG2852,False,False,False,Shipping,Shipping
122000780,Shipping,12.99,False,False,12.99,False,True,FG1609,False,False,False,Shipping,Shipping
122000781,Shipping,12.99,False,False,12.99,False,True,FG8966,False,False,False,Shipping,Shipping
122000782,Shipping,7.99,False,False,7.99,False,True,FG3162,False,False,False,Shipping,Shipping
122000783,Shipping,5.99,False,False,5.99,False,True,FG1898,False,False,False,Shipping,Shipping
122000784,Shipping,12.99,False,False,12.99,False,True,FG5975,False,False,False,Shipping,Shipping
122000785,Shipping,5.99,False,False,5.99,False,True,FG9885,False,False,False,Shipping,Shipping
122000786,Shipping,7.99,False,False,7.99,False,True,FG5047,False,False,False,Shipping,Shipping
122000787,Shipping,5.99,False,False,5.99,False,True,FG2109,False,False,False,Shipping,Shipping
122000788,Shipping,0.0,False,False,0.0,False,True,FG5341,False,False,False,Shipping,Shipping
122000789,Shipping,12.99,False,False,12.99,False,True,FG7464,False,False,False,Shipping,Shipping
122000790,Shipping,0.0,False,False,0.0,False,True,FG1267,False,False,False,Shipping,Shipping
122000791,Shipping,0.0,False,False,0.0,False,True,FG4164,False,False,False,Shipping,Shipping
122000792,Shipping,7.99,False,False,7.99,False,True,FG3951,False,False,False,Shipping,Shipping
122000793,Shipping,7.99,False,False,7.99,False,True,FG2977,False,False,False,Shipping,Shipping
122000794,Shipping,0.0,False,False,0.0,False,True,FG1341,False,False,False,Shipping,Shipping
122000795,Shipping,10.0,False,False,10.0,False,True,FG4623,False,False,False,Shipping,Shipping
122000796,Shipping,12.99,False,False,12.99,False,True,FG8738,False,False,False,Shipping,Shipping
122000797,Shipping,5.99,False,False,5.99,False,True,FG2205,False,False,False,Shipping,Shipping
122000798,Shipping,5.99,False,False,5.99,False,True,FG1955,False,False,False,Shipping,Shipping
122000799,Shipping,12.99,False,False,12.99,False,True,FG7568,False,False,False,Shipping,Shipping
122000800,Shipping,12.99,False,False,12.99,False,True,FG3918,False,False,False,Shipping,Shipping
122000801,Shipping,0.0,False,False,0.0,False,True,FG2378,False,False,False,Shipping,Shipping
122000802,Shipping,0.0,False,False,0.0,False,True,FG8083,False,False,False,Shipping,Shipping
122000803,Shipping,5.99,False,False,5.99,False,True,FG1910,False,False,False,Shipping,Shipping
122000804,Shipping,10.0,False,False,10.0,False,True,FG1373,False,False,False,Shipping,Shipping
122000805,Shipping,5.99,False,False,5.99,False,True,FG8622,False,False,False,Shipping,Shipping
122000806,Shipping,5.99,False,False,5.99,False,True,FG7172,False,False,False,Shipping,Shipping
122000807,Shipping,0.0,False,False,0.0,False,True,FG8412,False,False,False,Shipping,Shipping
122000808,Shipping,0.0,False,False,0.0,False,True,FG2428,False,False,False,Shipping,Shipping
122000809,Shipping,7.99,False,False,7.99,False,True,FG3629,False,False,False,Shipping,Shipping
122000810,Shipping,7.99,False,False,7.99,False,True,FG9004,False,False,False,Shipping,Shipping
122000811,Shipping,0.0,False,False,0.0,False,True,FG9178,False,False,False,Shipping,Shipping
122000812,Shipping,0.0,False,False,0.0,False,True,FG6012,False,False,False,Shipping,Shipping
122000813,Shipping,0.0,False,False,0.0,False,True,FG2383,False,False,False,Shipping,Shipping
122000814,Shipping,10.0,False,False,10.0,False,True,FG3550,False,False,False,Shipping,Shipping
122000815,Shipping,12.99,False,False,12.99,False,True,FG6610,False,False,False,Shipping,Shipping
122000816,Shipping,7.99,False,False,7.99,False,True,FG5190,False,False,False,Shipping,Shipping
122000817,Shipping,12.99,False,False,12.99,False,True,FG1226,False,False,False,Shipping,Shipping
122000818,Shipping,7.99,False,False,7.99,False,True,FG1248,False,False,False,Shipping,Shipping
122000819,Shipping,10.0,False,False,10.0,False,True,FG2556,False,False,False,Shipping,Shipping
122000820,Shipping,0.0,False,False,0.0,False,True,FG2997,False,False,False,Shipping,Shipping
122000821,Shipping,10.0,False,False,10.0,False,True,FG5036,False,False,False,Shipping,Shipping
122000822,Shipping,7.99,False,False,7.99,False,True,FG4309,False,False,False,Shipping,Shipping
122000823,Shipping,5.99,False,False,5.99,False,True,FG2832,False,False,False,Shipping,Shipping
122000824,Shipping,12.99,False,False,12.99,False,True,FG4161,False,False,False,Shipping,Shipping
122000825,Shipping,12.99,False,False,12.99,False,True,FG3982,False,False,False,Shipping,Shipping
122000826,Shipping,7.99,False,False,7.99,False,True,FG9611,False,False,False,Shipping,Shipping
122000827,Shipping,5.99,False,False,5.99,False,True,FG3084,False,False,False,Shipping,Shipping
122000828,Shipping,0.0,False,False,0.0,False,True,FG8579,False,False,False,Shipping,Shipping
122000829,Shipping,12.99,False,False,12.99,False,True,FG1436,False,False,False,Shipping,Shipping
122000830,Shipping,0.0,False,False,0.0,False,True,FG7693,False,False,False,Shipping,Shipping
122000831,Shipping,12.99,False,False,12.99,False,True,FG4691,False,False,False,Shipping,Shipping
122000832,Shipping,10.0,False,False,10.0,False,True,FG8664,False,False,False,Shipping,Shipping
122000833,Shipping,5.99,False,False,5.99,False,True,FG6806,False,False,False,Shipping,Shipping
122000834,Shipping,7.99,False,False,7.99,False,True,FG2172,False,False,False,Shipping,Shipping
122000835,Shipping,12.99,False,False,12.99,False,True,FG1885,False,False,False,Shipping,Shipping
122000836,Shipping,7.99,False,False,7.99,False,True,FG5223,False,False,False,Shipping,Shipping
122000837,Shipping,7.99,False,False,7.99,False,True,FG5938,False,False,False,Shipping,Shipping
122000838,Shipping,0.0,False,False,0.0,False,True,FG4693,False,False,False,Shipping,Shipping
122000839,Shipping,7.99,False,False,7.99,False,True,FG8935,False,False,False,Shipping,Shipping
122000840,Shipping,10.0,False,False,10.0,False,True,FG7637,False,False,False,Shipping,Shipping
122000841,Shipping,7.99,False,False,7.99,False,True,FG7871,False,False,False,Shipping,Shipping
122000842,Shipping,7.99,False,False,7.99,False,True,FG8820,False,False,False,Shipping,Shipping
122000843,Shipping,0.0,False,False,0.0,False,True,FG8951,False,False,False,Shipping,Shipping
122000844,Shipping,0.0,False,False,0.0,False,True,FG4006,False,False,False,Shipping,Shipping
122000845,Shipping,7.99,False,False,7.99,False,True,FG7223,False,False,False,Shipping,Shipping
122000846,Shipping,0.0,False,False,0.0,False,True,FG3213,False,False,False,Shipping,Shipping
122000847,Shipping,0.0,False,False,0.0,False,True,FG3773,False,False,False,Shipping,Shipping
122000848,Shipping,7.99,False,False,7.99,False,True,FG9027,False,False,False,Shipping,Shipping
122000849,Shipping,0.0,False,False,0.0,False,True,FG5671,False,False,False,Shipping,Shipping
122000850,Shipping,7.99,False,False,7.99,False,True,FG7029,False,False,False,Shipping,Shipping
122000851,Shipping,10.0,False,False,10.0,False,True,FG5361,False,False,False,Shipping,Shipping
122000852,Shipping,0.0,False,False,0.0,False,True,FG3744,False,False,False,Shipping,Shipping
122000853,Shipping,7.99,False,False,7.99,False,True,FG4019,False,False,False,Shipping,Shipping
122000854,Shipping,0.0,False,False,0.0,False,True,FG9061,False,False,False,Shipping,Shipping
122000855,Shipping,7.99,False,False,7.99,False,True,FG2457,False,False,False,Shipping,Shipping
122000856,Shipping,7.99,False,False,7.99,False,True,FG2360,False,False,False,Shipping,Shipping
122000857,Shipping,0.0,False,False,0.0,False,True,FG7424,False,False,False,Shipping,Shipping
122000858,Shipping,5.99,False,False,5.99,False,True,FG7201,False,False,False,Shipping,Shipping
122000859,Shipping,7.99,False,False,7.99,False,True,FG5954,False,False,False,Shipping,Shipping
122000860,Shipping,10.0,False,False,10.0,False,True,FG5369,False,False,False,Shipping,Shipping
122000861,Shipping,5.99,False,False,5.99,False,True,FG1397,False,False,False,Shipping,Shipping
122000862,Shipping,0.0,False,False,0.0,False,True,FG8260,False,False,False,Shipping,Shipping
