inc_id,scan_id,producttype,details,chest,height,inseamleft,inseamright,neck,outseamleft,outseamright,overarmcircumference,seatmeasurement,shirtwaist,sleeveleft,sleeveright,trouserwaist,load_filename,process_date,load_timestamp,version,brand,year,month,thighleft,wristleft,shoulderwidth,wristright,thighright,overarm,chestcb,bicepleft,hipscb,bicepright,waist,stomach
199,cd4f53cc-bccf-4963-9403-9dfe46fe2808,Shorts,"Waist: 50 , Inseam: 28",50.38,75.22,27.76,27.53,19.31,39.15,42.7,57.61,55.93,56.02,35.53,36.67,49.06,scanId-cd4f53cc-bccf-4963-9403-9dfe46fe2808-dxl-custom-measures-version-1.5.2_02_04_2024.json,03-04-2024,53:21.1,1.5.2,7 for All Man Kind,2024,4,26.74,6.97,20.0,8.12,29.63,52.4,42.69,16.97,48.84,16.24,49.32,57.68
200,8ade1f9b-6c3b-43df-8fb2-2fd3894cc632,Denim,"Waist: 48 , Inseam: 34",52.85,74.7,33.56,34.28,16.14,39.04,38.94,59.27,50.25,57.17,33.98,33.61,48.61,scanId-8ade1f9b-6c3b-43df-8fb2-2fd3894cc632-dxl-custom-measures-version-1.5.2_21_03_2024.json,22-03-2024,16:42.5,1.5.2,Tommy Hilfiger,2024,3,27.02,7.07,19.93,7.94,26.61,57.19,43.98,14.22,50.72,15.11,48.1,54.1
201,926fc841-f1cc-4421-a6d9-25a6824f44fa,Denim,"Waist: 56 , Inseam: 30",49.75,77.48,30.34,29.66,19.6,42.82,40.51,58.97,47.96,52.12,35.94,36.36,56.53,scanId-926fc841-f1cc-4421-a6d9-25a6824f44fa-dxl-custom-measures-version-1.5.2_04_11_2024.json,05-11-2024,49:37.7,1.5.2,7 for All Man Kind,2024,11,25.77,6.53,20.4,6.72,26.92,50.42,48.96,13.75,44.57,13.75,55.77,57.95
202,926fc841-f1cc-4421-a6d9-25a6824f44fa,Casual Pants,"Waist: 54 , Inseam: 30",49.25,71.65,29.55,30.3,16.08,41.43,41.54,56.94,51.75,56.68,35.89,35.26,54.41,scanId-926fc841-f1cc-4421-a6d9-25a6824f44fa-dxl-custom-measures-version-1.5.2_04_11_2024.json,05-11-2024,49:37.7,1.5.2,Brooks Brothers,2024,11,29.65,8.01,21.04,7.13,24.46,51.85,44.89,14.23,47.05,14.03,54.8,53.52
203,eb5e11b9-ef2e-4890-89b6-28d10ce69936,Casual Pants,"Waist: 50 , Inseam: 28",59.57,69.48,27.82,28.19,19.47,40.47,40.16,54.6,53.56,55.63,35.25,33.36,49.99,scanId-eb5e11b9-ef2e-4890-89b6-28d10ce69936-dxl-custom-measures-version-1.5.2_07_01_2025.json,08-01-2025,48:11.7,1.5.2,Tommy Hilfiger,2025,1,25.23,6.94,18.08,6.85,28.02,51.43,48.53,14.02,53.98,13.73,49.02,56.97
204,1fa9e12f-4bd7-41cd-b0c9-a6c8e7f67042,Dress Pants,"Waist: 46 , Inseam: 33",51.12,72.76,32.52,33.02,16.01,41.28,38.75,56.0,48.21,55.7,35.08,34.01,45.56,scanId-1fa9e12f-4bd7-41cd-b0c9-a6c8e7f67042-dxl-custom-measures-version-1.5.2_23_10_2024.json,24-10-2024,20:21.2,1.5.2,7 for All Man Kind,2024,10,28.72,6.98,18.1,6.62,24.18,52.5,47.98,15.76,44.55,13.88,46.36,51.16
205,1fa9e12f-4bd7-41cd-b0c9-a6c8e7f67042,Shorts,"Waist: 44 , Inseam: 28",49.26,78.08,27.87,28.43,16.51,39.17,44.55,61.12,49.73,51.17,34.13,34.78,43.75,scanId-1fa9e12f-4bd7-41cd-b0c9-a6c8e7f67042-dxl-custom-measures-version-1.5.2_23_10_2024.json,24-10-2024,20:21.2,1.5.2,7 for All Man Kind,2024,10,29.96,8.33,19.78,7.76,27.21,55.62,42.67,16.5,48.43,13.22,44.63,48.02
206,1fa9e12f-4bd7-41cd-b0c9-a6c8e7f67042,Denim,"Waist: 40 , Inseam: 32",56.06,69.37,31.71,31.64,17.72,40.0,45.83,54.67,52.24,55.45,34.81,33.73,40.67,scanId-1fa9e12f-4bd7-41cd-b0c9-a6c8e7f67042-dxl-custom-measures-version-1.5.2_23_10_2024.json,24-10-2024,20:21.2,1.5.2,7 for All Man Kind,2024,10,24.91,8.2,18.87,7.7,25.0,55.98,50.95,13.53,46.53,16.0,39.14,52.24
207,dd4aeacb-37d6-4c24-9a25-7dba3bf4f389,Shorts,"Waist: 42 , Inseam: 36",58.26,72.19,36.31,35.53,17.65,40.22,44.45,60.44,53.47,53.45,34.09,33.02,42.14,scanId-dd4aeacb-37d6-4c24-9a25-7dba3bf4f389-dxl-custom-measures-version-1.5.2_19_11_2024.json,20-11-2024,42:26.9,1.5.2,Tommy Hilfiger,2024,11,24.86,7.83,21.8,8.33,25.68,51.69,42.01,13.52,52.35,14.46,42.19,56.76
208,dd4aeacb-37d6-4c24-9a25-7dba3bf4f389,Casual Pants,"Waist: 56 , Inseam: 36",53.05,77.89,36.37,36.27,18.53,40.09,40.4,59.76,53.16,57.19,34.45,35.59,55.66,scanId-dd4aeacb-37d6-4c24-9a25-7dba3bf4f389-dxl-custom-measures-version-1.5.2_19_11_2024.json,20-11-2024,42:26.9,1.5.2,Polo Ralph Lauren,2024,11,27.44,8.09,20.35,7.33,26.83,58.06,44.27,14.07,46.36,15.44,55.81,53.15
209,dd4aeacb-37d6-4c24-9a25-7dba3bf4f389,Shorts,"Waist: 40 , Inseam: 30",53.88,72.02,29.65,29.58,17.44,39.04,44.4,61.17,50.2,53.52,36.21,35.15,40.14,scanId-dd4aeacb-37d6-4c24-9a25-7dba3bf4f389-dxl-custom-measures-version-1.5.2_19_11_2024.json,20-11-2024,42:26.9,1.5.2,Tommy Hilfiger,2024,11,26.15,7.39,18.65,6.68,27.17,56.86,51.21,13.36,44.28,16.18,40.46,50.8
210,29003012-4f7b-4e39-8df6-9812143b49a7,Denim,"Waist: 40 , Inseam: 28",52.33,72.37,27.91,28.41,19.07,42.35,45.51,52.39,53.94,56.28,36.29,33.03,40.2,scanId-29003012-4f7b-4e39-8df6-9812143b49a7-dxl-custom-measures-version-1.5.2_07_05_2025.json,08-05-2025,18:55.7,1.5.2,Brooks Brothers,2025,5,26.96,7.21,18.84,8.33,26.99,59.51,46.0,13.66,48.77,14.01,39.67,52.45
211,29003012-4f7b-4e39-8df6-9812143b49a7,Casual Pants,"Waist: 44 , Inseam: 28",49.8,68.77,27.96,28.16,19.78,43.13,42.73,59.71,54.22,51.9,34.98,33.33,44.56,scanId-29003012-4f7b-4e39-8df6-9812143b49a7-dxl-custom-measures-version-1.5.2_07_05_2025.json,08-05-2025,18:55.7,1.5.2,Brooks Brothers,2025,5,29.83,8.03,20.46,7.77,29.28,50.03,42.08,16.8,48.56,16.9,44.92,52.36
212,4241d264-bd28-40ab-8d88-52ac197e3357,Denim,"Waist: 48 , Inseam: 33",57.12,78.44,32.51,33.45,17.85,38.27,42.8,58.57,55.91,48.54,35.26,34.54,48.19,scanId-4241d264-bd28-40ab-8d88-52ac197e3357-dxl-custom-measures-version-1.5.2_22_08_2024.json,23-08-2024,32:50.3,1.5.2,Polo Ralph Lauren,2024,8,25.67,6.5,18.45,6.76,28.23,59.16,51.67,13.69,47.71,15.51,47.51,47.91
213,9753ebd7-0678-45d5-a923-82b6d448bd30,Dress Pants,"Waist: 44 , Inseam: 36",57.55,78.62,36.0,36.31,17.64,41.69,41.01,61.25,48.77,49.54,33.41,36.08,44.01,scanId-9753ebd7-0678-45d5-a923-82b6d448bd30-dxl-custom-measures-version-1.5.2_05_01_2025.json,06-01-2025,22:14.2,1.5.2,Polo Ralph Lauren,2025,1,27.94,7.04,21.06,8.12,26.8,57.73,44.51,14.46,48.34,14.46,44.42,46.44
214,9753ebd7-0678-45d5-a923-82b6d448bd30,Casual Pants,"Waist: 46 , Inseam: 36",55.01,77.56,36.41,35.67,16.48,38.36,45.11,58.49,47.44,54.74,36.38,35.28,45.53,scanId-9753ebd7-0678-45d5-a923-82b6d448bd30-dxl-custom-measures-version-1.5.2_05_01_2025.json,06-01-2025,22:14.2,1.5.2,Calvin Klein,2025,1,29.59,7.27,19.98,8.06,24.98,56.32,47.83,16.47,49.25,14.69,46.19,57.85
215,2b59b608-c9c8-4eb5-825c-bf03bf7a9bb8,Dress Pants,"Waist: 50 , Inseam: 34",57.54,71.58,34.2,34.41,19.29,43.94,40.8,56.43,48.29,53.04,35.58,36.89,50.85,scanId-2b59b608-c9c8-4eb5-825c-bf03bf7a9bb8-dxl-custom-measures-version-1.5.2_06_04_2025.json,07-04-2025,45:44.7,1.5.2,Brooks Brothers,2025,4,26.13,7.66,19.24,8.14,27.36,56.25,42.18,14.13,44.29,13.19,50.5,49.23
216,2b59b608-c9c8-4eb5-825c-bf03bf7a9bb8,Denim,"Waist: 38 , Inseam: 28",59.59,73.01,27.68,27.88,17.27,41.93,38.09,55.57,49.0,50.41,35.86,36.65,38.61,scanId-2b59b608-c9c8-4eb5-825c-bf03bf7a9bb8-dxl-custom-measures-version-1.5.2_06_04_2025.json,07-04-2025,45:44.7,1.5.2,Calvin Klein,2025,4,24.1,7.11,19.2,8.4,26.06,50.45,42.63,13.76,51.67,15.53,38.39,53.16
217,1fe5201a-4099-4a45-bf82-bd2be4c1def7,Denim,"Waist: 40 , Inseam: 32",51.78,74.99,32.31,32.29,16.14,43.37,44.76,59.37,47.98,50.57,34.03,35.55,40.88,scanId-1fe5201a-4099-4a45-bf82-bd2be4c1def7-dxl-custom-measures-version-1.5.2_09_09_2024.json,10-09-2024,27:49.4,1.5.2,Brooks Brothers,2024,9,24.97,8.11,20.11,7.38,26.55,52.68,46.9,15.15,47.73,16.71,40.83,56.32
218,959b2536-04ce-4828-84bf-360712c6a57a,Dress Pants,"Waist: 44 , Inseam: 36",58.15,71.68,35.69,36.16,17.32,43.67,43.64,52.83,48.81,48.63,36.29,34.58,44.08,scanId-959b2536-04ce-4828-84bf-360712c6a57a-dxl-custom-measures-version-1.5.2_09_02_2025.json,10-02-2025,26:26.7,1.5.2,Calvin Klein,2025,2,28.43,7.57,20.4,8.14,29.96,52.4,50.01,13.8,47.46,16.05,44.69,48.03
219,959b2536-04ce-4828-84bf-360712c6a57a,Denim,"Waist: 50 , Inseam: 33",57.38,73.63,32.51,33.46,17.67,44.99,38.32,56.55,48.78,57.47,36.04,33.27,50.55,scanId-959b2536-04ce-4828-84bf-360712c6a57a-dxl-custom-measures-version-1.5.2_09_02_2025.json,10-02-2025,26:26.7,1.5.2,Calvin Klein,2025,2,26.9,8.43,20.2,7.65,26.42,57.44,50.77,14.59,50.7,14.42,50.33,48.8
220,959b2536-04ce-4828-84bf-360712c6a57a,Denim,"Waist: 38 , Inseam: 36",55.84,77.1,36.35,36.18,17.71,43.9,39.69,53.89,54.9,53.24,35.04,36.02,38.42,scanId-959b2536-04ce-4828-84bf-360712c6a57a-dxl-custom-measures-version-1.5.2_09_02_2025.json,10-02-2025,26:26.7,1.5.2,Calvin Klein,2025,2,28.42,7.47,19.54,6.99,29.23,54.57,46.15,14.09,46.39,15.44,38.2,52.91
221,d35c275f-3865-4d17-b2a6-e6d5ac2b699c,Dress Pants,"Waist: 52 , Inseam: 34",49.03,76.3,33.78,34.1,16.48,38.12,45.47,58.14,46.04,57.13,34.1,36.72,52.74,scanId-d35c275f-3865-4d17-b2a6-e6d5ac2b699c-dxl-custom-measures-version-1.5.2_19_07_2025.json,20-07-2025,42:52.5,1.5.2,7 for All Man Kind,2025,7,27.94,6.97,19.91,7.65,26.94,59.65,51.37,13.54,53.54,13.65,52.07,48.05
222,d35c275f-3865-4d17-b2a6-e6d5ac2b699c,Casual Pants,"Waist: 56 , Inseam: 28",58.16,70.01,27.77,28.31,18.2,39.97,38.36,54.49,53.84,52.26,36.92,36.61,56.06,scanId-d35c275f-3865-4d17-b2a6-e6d5ac2b699c-dxl-custom-measures-version-1.5.2_19_07_2025.json,20-07-2025,42:52.5,1.5.2,Brooks Brothers,2025,7,28.89,6.66,20.98,7.24,24.33,52.11,51.19,15.96,48.76,15.77,55.45,57.71
223,d35c275f-3865-4d17-b2a6-e6d5ac2b699c,Shorts,"Waist: 44 , Inseam: 30",51.54,75.46,29.88,30.05,18.47,41.58,38.24,56.32,53.7,48.73,34.87,33.59,44.08,scanId-d35c275f-3865-4d17-b2a6-e6d5ac2b699c-dxl-custom-measures-version-1.5.2_19_07_2025.json,20-07-2025,42:52.5,1.5.2,7 for All Man Kind,2025,7,28.46,6.82,18.72,7.24,28.21,57.55,44.29,13.89,45.5,14.86,44.49,51.74
224,dca3f1c5-635e-478a-9297-2424d4d1ab06,Dress Pants,"Waist: 38 , Inseam: 32",53.05,70.84,32.19,31.97,19.66,41.52,44.81,54.85,47.67,54.09,33.07,35.84,38.91,scanId-dca3f1c5-635e-478a-9297-2424d4d1ab06-dxl-custom-measures-version-1.5.2_07_05_2025.json,08-05-2025,15:56.9,1.5.2,Polo Ralph Lauren,2025,5,29.51,7.71,18.26,6.5,29.32,56.28,45.45,14.08,49.34,15.24,37.33,56.66
225,dca3f1c5-635e-478a-9297-2424d4d1ab06,Casual Pants,"Waist: 50 , Inseam: 30",51.43,69.87,30.32,30.31,18.58,39.77,42.07,59.73,55.46,49.13,35.54,36.67,50.09,scanId-dca3f1c5-635e-478a-9297-2424d4d1ab06-dxl-custom-measures-version-1.5.2_07_05_2025.json,08-05-2025,15:56.9,1.5.2,Tommy Hilfiger,2025,5,25.89,7.73,20.38,6.65,25.21,55.2,50.24,14.29,46.03,14.46,50.23,57.83
226,dca3f1c5-635e-478a-9297-2424d4d1ab06,Casual Pants,"Waist: 48 , Inseam: 30",55.76,75.23,29.82,30.37,17.6,41.9,41.23,56.27,46.19,54.15,34.33,35.45,47.74,scanId-dca3f1c5-635e-478a-9297-2424d4d1ab06-dxl-custom-measures-version-1.5.2_07_05_2025.json,08-05-2025,15:56.9,1.5.2,7 for All Man Kind,2025,5,24.91,7.35,20.11,7.85,24.27,53.81,42.09,16.91,51.59,14.41,47.72,46.98
227,67f24499-f1db-4ee6-86df-668ce6a0d437,Dress Pants,"Waist: 52 , Inseam: 28",54.3,72.77,28.28,27.73,18.7,45.48,40.33,52.8,46.65,52.94,36.24,35.91,51.09,scanId-67f24499-f1db-4ee6-86df-668ce6a0d437-dxl-custom-measures-version-1.5.2_05_04_2025.json,06-04-2025,46:23.3,1.5.2,7 for All Man Kind,2025,4,25.99,7.69,18.83,6.67,26.67,53.6,47.0,16.22,51.14,13.84,52.73,52.5
228,8e47d233-5e55-4e72-b4fe-4e2663e9eec6,Denim,"Waist: 44 , Inseam: 36",55.41,70.09,35.6,36.4,19.3,42.61,43.65,58.29,51.76,51.64,33.72,35.14,43.06,scanId-8e47d233-5e55-4e72-b4fe-4e2663e9eec6-dxl-custom-measures-version-1.5.2_29_04_2024.json,30-04-2024,37:34.2,1.5.2,Polo Ralph Lauren,2024,4,25.15,7.55,19.39,7.03,26.06,55.82,49.66,16.48,47.89,13.82,44.53,46.68
229,4ede44a0-7f9f-4460-b799-f297cb35160c,Denim,"Waist: 50 , Inseam: 28",56.35,76.69,27.86,28.44,17.53,40.03,43.1,56.11,55.03,49.03,35.05,36.24,50.03,scanId-4ede44a0-7f9f-4460-b799-f297cb35160c-dxl-custom-measures-version-1.5.2_05_04_2024.json,06-04-2024,27:36.9,1.5.2,Brooks Brothers,2024,4,26.58,8.07,21.44,8.37,27.58,55.62,45.97,15.48,48.74,13.4,50.13,52.0
230,4ede44a0-7f9f-4460-b799-f297cb35160c,Shorts,"Waist: 48 , Inseam: 30",58.52,71.07,30.0,30.0,19.76,44.0,42.98,55.9,53.55,49.05,33.5,34.3,47.2,scanId-4ede44a0-7f9f-4460-b799-f297cb35160c-dxl-custom-measures-version-1.5.2_05_04_2024.json,06-04-2024,27:36.9,1.5.2,Tommy Hilfiger,2024,4,28.07,7.03,19.81,6.94,25.44,57.8,49.1,13.27,45.32,16.14,47.93,53.42
231,ec27bbbb-ad4f-4ae7-b393-6198084af897,Denim,"Waist: 56 , Inseam: 30",50.81,68.58,29.9,30.3,19.22,44.67,39.6,57.17,52.59,55.35,36.12,36.23,55.28,scanId-ec27bbbb-ad4f-4ae7-b393-6198084af897-dxl-custom-measures-version-1.5.2_18_01_2024.json,19-01-2024,14:31.1,1.5.2,Calvin Klein,2024,1,26.96,7.67,20.32,8.28,27.96,59.22,50.04,13.18,53.0,15.45,56.11,47.41
232,ec27bbbb-ad4f-4ae7-b393-6198084af897,Shorts,"Waist: 40 , Inseam: 33",52.24,70.67,32.71,32.9,17.68,43.47,38.28,60.74,52.62,56.05,35.78,35.53,40.2,scanId-ec27bbbb-ad4f-4ae7-b393-6198084af897-dxl-custom-measures-version-1.5.2_18_01_2024.json,19-01-2024,14:31.1,1.5.2,7 for All Man Kind,2024,1,26.26,7.35,20.67,8.38,26.29,58.4,50.96,15.71,50.28,14.73,40.57,46.3
233,500fbaa4-2a26-451c-97a5-1be84fa245bd,Denim,"Waist: 42 , Inseam: 33",49.55,69.71,33.1,33.26,19.23,43.92,44.55,54.7,50.85,48.84,33.85,36.21,42.59,scanId-500fbaa4-2a26-451c-97a5-1be84fa245bd-dxl-custom-measures-version-1.5.2_24_10_2025.json,25-10-2025,30:16.7,1.5.2,Brooks Brothers,2025,10,24.37,8.13,20.2,8.31,24.78,56.35,44.6,16.04,46.14,15.09,42.45,47.29
234,500fbaa4-2a26-451c-97a5-1be84fa245bd,Denim,"Waist: 44 , Inseam: 34",55.52,77.91,33.91,33.6,19.64,45.27,43.91,57.62,55.76,55.91,34.86,33.07,43.86,scanId-500fbaa4-2a26-451c-97a5-1be84fa245bd-dxl-custom-measures-version-1.5.2_24_10_2025.json,25-10-2025,30:16.7,1.5.2,Brooks Brothers,2025,10,27.8,6.82,18.41,7.0,29.36,58.39,42.12,14.42,45.67,14.08,44.57,54.3
235,eb927b55-c536-40c0-bf97-7d638cceb633,Denim,"Waist: 44 , Inseam: 28",49.53,75.31,28.07,27.9,19.43,40.72,44.37,60.06,47.6,55.29,34.98,33.21,43.69,scanId-eb927b55-c536-40c0-bf97-7d638cceb633-dxl-custom-measures-version-1.5.2_18_07_2024.json,19-07-2024,35:20.7,1.5.2,Calvin Klein,2024,7,27.46,7.78,18.27,8.44,27.73,50.74,44.53,14.87,49.45,13.53,43.28,57.97
236,eb927b55-c536-40c0-bf97-7d638cceb633,Shorts,"Waist: 46 , Inseam: 32",55.5,79.98,31.73,31.67,18.16,38.22,45.49,53.49,49.26,54.51,36.04,34.27,46.98,scanId-eb927b55-c536-40c0-bf97-7d638cceb633-dxl-custom-measures-version-1.5.2_18_07_2024.json,19-07-2024,35:20.7,1.5.2,Brooks Brothers,2024,7,29.72,8.32,18.25,6.76,24.25,59.34,49.51,13.83,44.79,16.22,45.97,52.71
237,eb927b55-c536-40c0-bf97-7d638cceb633,Denim,"Waist: 48 , Inseam: 28",54.74,78.53,28.11,28.34,19.91,39.93,38.85,59.61,47.61,51.01,34.86,33.48,48.65,scanId-eb927b55-c536-40c0-bf97-7d638cceb633-dxl-custom-measures-version-1.5.2_18_07_2024.json,19-07-2024,35:20.7,1.5.2,Polo Ralph Lauren,2024,7,25.01,7.32,21.95,7.39,28.32,51.27,49.22,15.7,53.24,13.63,47.62,50.14
238,e697e313-afea-4911-ad2a-b612043bc9db,Shorts,"Waist: 56 , Inseam: 28",57.18,77.42,28.09,27.86,17.94,39.99,38.84,53.63,49.72,52.18,33.06,33.17,56.46,scanId-e697e313-afea-4911-ad2a-b612043bc9db-dxl-custom-measures-version-1.5.2_07_11_2025.json,08-11-2025,46:39.7,1.5.2,Tommy Hilfiger,2025,11,26.42,6.78,19.14,8.04,27.68,58.08,50.7,16.79,51.49,16.73,55.93,47.97
239,e697e313-afea-4911-ad2a-b612043bc9db,Denim,"Waist: 40 , Inseam: 28",53.18,74.64,27.81,28.02,18.53,44.58,39.58,58.12,51.13,53.8,34.54,34.01,40.26,scanId-e697e313-afea-4911-ad2a-b612043bc9db-dxl-custom-measures-version-1.5.2_07_11_2025.json,08-11-2025,46:39.7,1.5.2,7 for All Man Kind,2025,11,24.73,7.53,19.88,7.52,24.39,51.71,50.27,13.51,48.42,16.62,39.12,52.38
240,2fcbc867-0329-4d0c-a416-9c952e8057e2,Shorts,"Waist: 48 , Inseam: 33",51.54,74.87,32.73,33.04,19.99,42.65,39.5,56.41,52.99,56.52,36.65,35.47,47.74,scanId-2fcbc867-0329-4d0c-a416-9c952e8057e2-dxl-custom-measures-version-1.5.2_02_01_2025.json,03-01-2025,14:39.6,1.5.2,Calvin Klein,2025,1,29.25,7.28,19.06,8.3,24.83,59.33,45.84,13.53,51.23,16.89,47.51,53.8
241,9dcb5ab4-17e9-4a57-ae38-f0094c7c4342,Shorts,"Waist: 56 , Inseam: 30",55.47,69.45,30.37,29.51,16.21,42.57,43.92,56.13,47.1,50.93,33.83,34.34,56.19,scanId-9dcb5ab4-17e9-4a57-ae38-f0094c7c4342-dxl-custom-measures-version-1.5.2_14_05_2025.json,15-05-2025,55:47.7,1.5.2,Calvin Klein,2025,5,24.03,7.5,19.81,7.9,25.71,52.01,46.02,13.67,48.68,14.4,55.99,47.09
242,4a638c53-d4af-49b7-a03e-6cf2af8950d6,Casual Pants,"Waist: 54 , Inseam: 36",50.4,72.94,36.05,36.0,17.02,42.52,40.73,55.41,53.27,54.86,36.82,33.35,53.66,scanId-4a638c53-d4af-49b7-a03e-6cf2af8950d6-dxl-custom-measures-version-1.5.2_05_04_2025.json,06-04-2025,12:30.7,1.5.2,Calvin Klein,2025,4,25.0,7.47,20.2,7.64,24.65,58.67,42.05,13.21,50.9,16.54,54.73,50.97
243,4a638c53-d4af-49b7-a03e-6cf2af8950d6,Denim,"Waist: 42 , Inseam: 32",58.93,76.62,31.96,31.89,18.32,43.34,44.07,52.81,50.22,49.04,36.1,33.12,41.36,scanId-4a638c53-d4af-49b7-a03e-6cf2af8950d6-dxl-custom-measures-version-1.5.2_05_04_2025.json,06-04-2025,12:30.7,1.5.2,Polo Ralph Lauren,2025,4,27.64,7.5,19.25,7.95,24.32,58.05,47.5,16.04,44.46,15.21,41.13,53.12
244,e72e4ecf-16af-456e-82e7-0e60b7857662,Shorts,"Waist: 48 , Inseam: 28",56.73,77.61,27.72,28.24,18.57,42.53,45.69,61.32,50.04,56.31,36.6,33.51,48.93,scanId-e72e4ecf-16af-456e-82e7-0e60b7857662-dxl-custom-measures-version-1.5.2_11_08_2025.json,12-08-2025,23:18.5,1.5.2,Brooks Brothers,2025,8,27.7,8.42,20.98,6.51,27.63,56.64,49.2,13.51,47.78,15.5,48.81,48.97
245,4f781b24-26c4-4365-93d0-3b7fbcd2c67a,Denim,"Waist: 50 , Inseam: 34",56.8,68.34,33.92,33.88,19.84,42.56,44.61,54.66,47.23,57.06,34.34,36.08,50.02,scanId-4f781b24-26c4-4365-93d0-3b7fbcd2c67a-dxl-custom-measures-version-1.5.2_16_06_2025.json,17-06-2025,34:44.6,1.5.2,Brooks Brothers,2025,6,25.7,8.07,21.69,6.75,25.68,52.43,47.21,16.0,51.55,13.04,49.3,56.15
246,4f781b24-26c4-4365-93d0-3b7fbcd2c67a,Denim,"Waist: 56 , Inseam: 36",55.48,70.75,35.98,35.84,19.86,39.92,42.96,60.14,46.97,57.72,36.16,34.57,55.36,scanId-4f781b24-26c4-4365-93d0-3b7fbcd2c67a-dxl-custom-measures-version-1.5.2_16_06_2025.json,17-06-2025,34:44.6,1.5.2,Brooks Brothers,2025,6,28.57,8.13,21.81,7.36,25.34,55.28,47.05,13.44,49.21,15.93,55.13,52.39
247,2a17e901-cb5f-46d7-ac07-5f637be7660a,Shorts,"Waist: 54 , Inseam: 33",52.22,78.99,33.06,33.05,16.52,39.33,41.27,59.73,48.69,55.26,35.82,34.78,54.92,scanId-2a17e901-cb5f-46d7-ac07-5f637be7660a-dxl-custom-measures-version-1.5.2_02_01_2024.json,03-01-2024,57:33.4,1.5.2,Tommy Hilfiger,2024,1,24.15,6.86,21.52,8.2,27.16,50.52,44.92,16.35,51.87,16.58,53.25,55.85
248,2a17e901-cb5f-46d7-ac07-5f637be7660a,Dress Pants,"Waist: 38 , Inseam: 34",55.65,72.89,34.0,33.64,17.94,42.02,44.5,53.07,54.03,57.61,33.58,36.93,38.04,scanId-2a17e901-cb5f-46d7-ac07-5f637be7660a-dxl-custom-measures-version-1.5.2_02_01_2024.json,03-01-2024,57:33.4,1.5.2,Polo Ralph Lauren,2024,1,25.71,8.02,21.6,8.4,29.92,52.76,49.78,16.49,52.38,13.97,38.99,57.54
249,2a17e901-cb5f-46d7-ac07-5f637be7660a,Denim,"Waist: 44 , Inseam: 36",57.01,70.58,36.07,36.08,16.13,38.88,45.57,61.57,53.26,51.47,33.34,35.5,43.29,scanId-2a17e901-cb5f-46d7-ac07-5f637be7660a-dxl-custom-measures-version-1.5.2_02_01_2024.json,03-01-2024,57:33.4,1.5.2,Tommy Hilfiger,2024,1,26.06,6.64,18.67,8.34,27.26,56.31,44.07,14.59,46.3,14.06,44.03,47.19
250,bb8e9905-ae41-490a-819b-6009bbcc6284,Shorts,"Waist: 48 , Inseam: 34",59.51,72.55,34.14,33.6,19.52,42.64,38.93,58.8,55.86,50.18,35.28,36.22,47.63,scanId-bb8e9905-ae41-490a-819b-6009bbcc6284-dxl-custom-measures-version-1.5.2_16_01_2024.json,17-01-2024,24:51.3,1.5.2,Brooks Brothers,2024,1,25.98,7.52,19.53,6.78,24.8,51.45,48.19,14.98,51.5,14.28,47.22,54.02
251,bb8e9905-ae41-490a-819b-6009bbcc6284,Shorts,"Waist: 44 , Inseam: 28",50.01,79.83,27.82,27.99,19.41,41.45,45.04,61.86,50.44,57.84,34.32,35.09,44.01,scanId-bb8e9905-ae41-490a-819b-6009bbcc6284-dxl-custom-measures-version-1.5.2_16_01_2024.json,17-01-2024,24:51.3,1.5.2,Brooks Brothers,2024,1,29.98,7.82,19.69,6.77,29.96,57.46,51.11,16.44,52.09,16.85,43.96,52.35
252,bb8e9905-ae41-490a-819b-6009bbcc6284,Denim,"Waist: 46 , Inseam: 33",50.29,68.23,32.71,33.4,19.81,41.75,42.07,60.29,50.67,52.87,36.02,33.37,45.94,scanId-bb8e9905-ae41-490a-819b-6009bbcc6284-dxl-custom-measures-version-1.5.2_16_01_2024.json,17-01-2024,24:51.3,1.5.2,Brooks Brothers,2024,1,24.65,6.55,19.39,8.5,29.35,57.46,51.91,14.8,51.66,14.63,46.43,47.48
253,ef997da6-b65a-4f1f-80af-7f433ca445ed,Casual Pants,"Waist: 54 , Inseam: 32",58.7,78.57,32.5,32.32,18.84,41.91,39.38,60.48,55.09,52.71,34.3,36.65,53.11,scanId-ef997da6-b65a-4f1f-80af-7f433ca445ed-dxl-custom-measures-version-1.5.2_20_09_2024.json,21-09-2024,44:15.4,1.5.2,Tommy Hilfiger,2024,9,28.92,7.46,20.91,6.99,24.22,52.32,47.29,13.9,47.64,15.88,54.74,52.91
254,ef997da6-b65a-4f1f-80af-7f433ca445ed,Shorts,"Waist: 44 , Inseam: 34",59.91,78.17,33.96,34.36,16.46,44.43,41.26,56.19,46.01,51.79,35.8,36.9,45.0,scanId-ef997da6-b65a-4f1f-80af-7f433ca445ed-dxl-custom-measures-version-1.5.2_20_09_2024.json,21-09-2024,44:15.4,1.5.2,Polo Ralph Lauren,2024,9,26.2,6.83,19.91,7.49,24.49,50.41,42.72,15.63,45.52,15.37,43.62,56.3
