quantitydetail_pk,quantitydetailid,orderid,orderline_pk,statusid,updatedtimestamp,createdby,createdtimestamp,quantity,itemid,orgid,updatedby,uom,contextid,messageid,load_date,update_date
6777412176622312840,6617940443995336481,122000821,6485931309654442332,3600,2025-12-05T12:08:10.833,Ability_API@dxlg.com,2025-12-05T12:08:10.833,2,1222647,dxlg-us,Ability_API@dxlg.com,EA,9d546a2a-9919-433f-9ffb-3683418b6a0b,3c05ee46-8966-4e5a-879d-0d8c2d33a623,05:08.10,05:08.10
6387962586075401452,6785218250996448846,122000822,6602754874817979719,2000,2025-12-05T12:08:10.833,Ability_API@dxlg.com,2025-12-05T12:08:10.833,2,800123,dxlg-us,Ability_API@dxlg.com,EA,1a02fba6-0552-4243-bd6b-79be0fe982f6,1abb3bec-f5df-4207-821a-3ec0ba5fba53,05:08.10,05:08.10
6728358383610900966,6069008402337107794,122000822,6756828597083088930,3600,2025-12-05T12:08:10.834,Ability_API@dxlg.com,2025-12-05T12:08:10.834,1,1222483,dxlg-us,Ability_API@dxlg.com,EA,c738db6b-1c3e-40b6-b236-15beed53f9e4,5f192b9e-de63-45e5-b1a5-9f8ce48469e8,05:08.10,05:08.10
6148039190131234506,6014940531721794239,122000823,6344726344796772302,1000,2025-12-05T12:08:10.834,Ability_API@dxlg.com,2025-12-05T12:08:10.834,3,902345,dxlg-us,Ability_API@dxlg.com,EA,78dfd09d-b1c9-4e9b-a4b4-da8baef8a8f2,4f931b3c-4d12-42fd-ba1e-59ed84b4baee,05:08.10,05:08.10
6498915052304036740,6994612206189669616,122000823,6772708016411833492,2000,2025-12-05T12:08:10.834,Ability_API@dxlg.com,2025-12-05T12:08:10.834,1,900789,dxlg-us,Ability_API@dxlg.com,EA,bd86d752-300f-4f7a-a238-3bfb0df93ab8,4656a164-46e8-43bf-925e-5beeef1e13ca,05:08.10,05:08.10
6642217555152140852,6366143057768111871,122000824,6221457439652243579,1000,2025-12-05T12:08:10.834,Ability_API@dxlg.com,2025-12-05T12:08:10.834,2,775376,dxlg-us,Ability_API@dxlg.com,EA,fbc31ff3-3f48-4b09-804f-80449a98c283,8944fdf7-3b3d-4867-8f93-3504ea1cc061,05:08.10,05:08.10
6983204629143947684,6267902213763533165,122000824,6336959876625976065,2000,2025-12-05T12:08:10.834,Ability_API@dxlg.com,2025-12-05T12:08:10.834,1,775376,dxlg-us,Ability_API@dxlg.com,EA,526985da-6ed9-4f65-b4f0-1abc40c3dae2,bc1ef302-db24-4c53-9ffc-f413241a40d7,05:08.10,05:08.10
6105036677949320040,6962531247406087906,122000824,6194788829353669200,2000,2025-12-05T12:08:10.834,Ability_API@dxlg.com,2025-12-05T12:08:10.834,1,775376,dxlg-us,Ability_API@dxlg.com,EA,34808b1a-5e0f-4477-a60b-cd8a2b54d573,bdbb03bb-01a4-42a5-9e88-eda59cb3d606,05:08.10,05:08.10
6660623698367386477,6971499533130829255,122000824,6893790212617887623,3000,2025-12-05T12:08:10.834,Ability_API@dxlg.com,2025-12-05T12:08:10.834,3,676596,dxlg-us,Ability_API@dxlg.com,EA,15f75c28-6d4c-4b01-813a-877239a1ba58,86843e3c-6d85-4a89-a128-518c04c0fc1d,05:08.10,05:08.10
6510401540043978993,6437890283626240071,122000825,6217093969187977982,3000,2025-12-05T12:08:10.834,Ability_API@dxlg.com,2025-12-05T12:08:10.834,1,1222483,dxlg-us,Ability_API@dxlg.com,EA,60ca662b-a7e5-416d-ba6c-976063c38d90,847883e8-6310-4278-a590-18a852cae7a6,05:08.10,05:08.10
6235341706412421632,6890999546188618526,122000826,6702567703975195067,2000,2025-12-05T12:08:10.834,Ability_API@dxlg.com,2025-12-05T12:08:10.834,1,901234,dxlg-us,Ability_API@dxlg.com,EA,98a1298f-e409-4afd-a96f-f1e9741cb307,3a1d0380-5a04-41b7-bb82-234f00f8a046,05:08.10,05:08.10
6522902338927842134,6205050729856406907,122000826,6215914887848270900,3000,2025-12-05T12:08:10.835,Ability_API@dxlg.com,2025-12-05T12:08:10.835,3,800123,dxlg-us,Ability_API@dxlg.com,EA,c7240121-b618-4299-b4df-6ec5e40584a5,8cfc81df-1402-4415-974f-3684d3431b6c,05:08.10,05:08.10
6525225374834994647,6369943241688776501,122000826,6887054142085402632,1000,2025-12-05T12:08:10.835,Ability_API@dxlg.com,2025-12-05T12:08:10.835,2,775376,dxlg-us,Ability_API@dxlg.com,EA,34624e79-704d-4b11-89c9-e20d71f9fcce,ce886d47-2bfa-4bbd-9679-9ae8c7fd6072,05:08.10,05:08.10
6548170432729746259,6371159007007810950,122000826,6343073421938830542,3000,2025-12-05T12:08:10.835,Ability_API@dxlg.com,2025-12-05T12:08:10.835,2,800456,dxlg-us,Ability_API@dxlg.com,EA,f8a58aa7-34ab-4bb6-b962-533b987da3a3,e6af3a41-06d8-4b90-9d33-6ea8cc5467ac,05:08.10,05:08.10
6639173377149260849,6385730873492538322,122000827,6423008183466945682,3600,2025-12-05T12:08:10.835,Ability_API@dxlg.com,2025-12-05T12:08:10.835,2,901234,dxlg-us,Ability_API@dxlg.com,EA,53cc979f-ff5d-4abb-a025-b94d6f7aeb23,f1c4303d-6310-460e-bb3e-893e24d49dad,05:08.10,05:08.10
6045643318952492519,6149018173623609003,122000827,6216963095212411205,2000,2025-12-05T12:08:10.835,Ability_API@dxlg.com,2025-12-05T12:08:10.835,1,900789,dxlg-us,Ability_API@dxlg.com,EA,af9e3b73-1494-4e93-98b3-7f84979f17ba,4002c1ff-3348-4b21-b661-f7d8bc93226d,05:08.10,05:08.10
6788456401682596025,6625679064946413522,122000827,6651808449006298706,3000,2025-12-05T12:08:10.835,Ability_API@dxlg.com,2025-12-05T12:08:10.835,3,902345,dxlg-us,Ability_API@dxlg.com,EA,32114f27-641e-4c13-9e7b-037bec091d2b,309e7f07-31a6-4d4f-a393-1001913963f1,05:08.10,05:08.10
6048365774970968230,6456014576240209516,122000827,6660283918126586982,1000,2025-12-05T12:08:10.835,Ability_API@dxlg.com,2025-12-05T12:08:10.835,3,902345,dxlg-us,Ability_API@dxlg.com,EA,31cc1a1f-2a37-4b1d-b86a-8ae99b38a780,f20cb81d-9a40-44e0-9dba-735ecaaab6eb,05:08.10,05:08.10
6044052918327531124,6825824258651333055,122000828,6703933194858697738,3000,2025-12-05T12:08:10.835,Ability_API@dxlg.com,2025-12-05T12:08:10.835,1,1222647,dxlg-us,Ability_API@dxlg.com,EA,07113703-235d-4c0e-a241-a703d11cf814,c1722620-c923-43f5-81ee-1fc3c25d33f1,05:08.10,05:08.10
6351732323251061656,6232440747929566392,122000828,6477379331605526865,3000,2025-12-05T12:08:10.835,Ability_API@dxlg.com,2025-12-05T12:08:10.835,3,901234,dxlg-us,Ability_API@dxlg.com,EA,4cabf922-bc15-4b05-9e8d-c3f1c81bc757,f5543775-7743-467e-b708-96e167c948dd,05:08.10,05:08.10
6046589445880536345,6040323584668656979,122000828,6810448042752309183,3600,2025-12-05T12:08:10.835,Ability_API@dxlg.com,2025-12-05T12:08:10.835,1,900789,dxlg-us,Ability_API@dxlg.com,EA,27d9c926-eab0-4aac-a32b-228fb486c0a2,8cba9e82-3585-4ddc-a922-57a8f1fbec01,05:08.10,05:08.10
6270038990948791987,6958875615444379409,122000828,6346714499365341057,3000,2025-12-05T12:08:10.836,Ability_API@dxlg.com,2025-12-05T12:08:10.836,2,775376,dxlg-us,Ability_API@dxlg.com,EA,33adee23-e134-4185-90d8-b1d1ffad5027,6c92b1bd-8112-4afd-9245-ea3ead5383f3,05:08.10,05:08.10
6963067377480732471,6941358593508312733,122000829,6489087230799509527,3000,2025-12-05T12:08:10.836,Ability_API@dxlg.com,2025-12-05T12:08:10.836,3,676596,dxlg-us,Ability_API@dxlg.com,EA,c29ac580-d35c-43ee-9186-7c5c48975803,31b6efe9-ba15-43fc-a6ca-6b0ec6223640,05:08.10,05:08.10
6186139114329954935,6939588845463916351,122000829,6589646737332852434,2000,2025-12-05T12:08:10.836,Ability_API@dxlg.com,2025-12-05T12:08:10.836,1,1222483,dxlg-us,Ability_API@dxlg.com,EA,e60f9b0c-956d-4147-832f-0c078e88b136,3bad688a-b0e7-4a0f-baea-c4dbc8442ef1,05:08.10,05:08.10
6748849613582401973,6858420700934388298,122000829,6934982592033692552,3000,2025-12-05T12:08:10.836,Ability_API@dxlg.com,2025-12-05T12:08:10.836,2,1222647,dxlg-us,Ability_API@dxlg.com,EA,3b53e9fd-80c2-4460-86a4-e171edd961c2,29d1f5ed-0894-4a1f-8a58-6efe8df4535b,05:08.10,05:08.10
6872490822074490142,6435705124184607386,122000829,6339574391261671190,3600,2025-12-05T12:08:10.836,Ability_API@dxlg.com,2025-12-05T12:08:10.836,2,1009608,dxlg-us,Ability_API@dxlg.com,EA,2a486dcc-f8c0-434c-8d16-566afe052b97,3aac4182-8551-4530-a6b5-898d096cad6e,05:08.10,05:08.10
6850685523119802084,6176426849979488970,122000830,6647433553481499321,2000,2025-12-05T12:08:10.836,Ability_API@dxlg.com,2025-12-05T12:08:10.836,1,800456,dxlg-us,Ability_API@dxlg.com,EA,f73b3c50-792f-460e-b7b3-a1083707de24,b4a6be21-6d2a-43c0-b4c6-d865c4b662f8,05:08.10,05:08.10
6119169281163434732,6937236378704505785,122000830,6980254761437222548,1000,2025-12-05T12:08:10.836,Ability_API@dxlg.com,2025-12-05T12:08:10.836,3,900789,dxlg-us,Ability_API@dxlg.com,EA,0d1e39d7-d0cc-490c-9720-dbb7ef79dc8b,58db673a-3ca3-4ce1-a292-be9bf9b41c45,05:08.10,05:08.10
6409494537313951481,6187119571360788421,122000831,6423618352385858533,3600,2025-12-05T12:08:10.836,Ability_API@dxlg.com,2025-12-05T12:08:10.836,3,902345,dxlg-us,Ability_API@dxlg.com,EA,fe824588-2047-4a39-ba11-c92511ee7df6,2b62e626-f68f-48ab-b104-e639b49bc18e,05:08.10,05:08.10
6993586378252814014,6037925367955211472,122000831,6300902815743865367,1000,2025-12-05T12:08:10.836,Ability_API@dxlg.com,2025-12-05T12:08:10.836,1,775376,dxlg-us,Ability_API@dxlg.com,EA,9b135f73-cbd6-4761-b8e0-959d266ec750,e60936b6-3019-4d35-a0fb-bd0f3d8dc991,05:08.10,05:08.10
6580617027774612995,6198592054243318092,122000831,6053399060084787754,3600,2025-12-05T12:08:10.836,Ability_API@dxlg.com,2025-12-05T12:08:10.836,2,902345,dxlg-us,Ability_API@dxlg.com,EA,b5bf9cb0-8fa2-44fe-a9ce-51ea80ebe2c1,ac225b5d-1a39-4cfb-b552-07b50bb25a74,05:08.10,05:08.10
6714801927159321913,6811781905232264938,122000832,6078629406998674551,3600,2025-12-05T12:08:10.836,Ability_API@dxlg.com,2025-12-05T12:08:10.836,2,1009608,dxlg-us,Ability_API@dxlg.com,EA,9380bf6e-a7d7-4293-b077-dc6ba4bc0e32,3b18504a-7a05-4057-ab7c-a2730c352f36,05:08.10,05:08.10
6550795204588496127,6783574069517212320,122000832,6443341982567103558,1000,2025-12-05T12:08:10.836,Ability_API@dxlg.com,2025-12-05T12:08:10.836,1,901234,dxlg-us,Ability_API@dxlg.com,EA,79c72b20-14da-4567-9ea7-ece8b4fbaa0f,8ad66d6d-6e82-47d6-ac60-6df75b93aee5,05:08.10,05:08.10
6192140338970865690,6932130991923015298,122000832,6873969221861993013,1000,2025-12-05T12:08:10.836,Ability_API@dxlg.com,2025-12-05T12:08:10.836,1,800123,dxlg-us,Ability_API@dxlg.com,EA,8875f6e9-26ba-4bcc-bd01-7f1883483f42,8268a5ab-90dd-407d-8702-3e28e6a9e3ae,05:08.10,05:08.10
6185827460197185711,6607740004320534401,122000833,6701870873369975559,1000,2025-12-05T12:08:10.836,Ability_API@dxlg.com,2025-12-05T12:08:10.836,2,800456,dxlg-us,Ability_API@dxlg.com,EA,f863c82b-d4ce-4513-a6ee-f0dcbdcd91db,3b926dc0-cd6c-4eee-b526-da839bccac50,05:08.10,05:08.10
6881101955882577093,6359132559452850173,122000833,6669083696275602140,2000,2025-12-05T12:08:10.837,Ability_API@dxlg.com,2025-12-05T12:08:10.837,3,901234,dxlg-us,Ability_API@dxlg.com,EA,f48b2d2f-c6cf-4a02-bcd2-28c819f6e548,9ec6fb51-3da5-4a55-b2e7-87ed3b6634fa,05:08.10,05:08.10
6796890702528926357,6203952941836771311,122000833,6872965224390121158,2000,2025-12-05T12:08:10.837,Ability_API@dxlg.com,2025-12-05T12:08:10.837,2,1222647,dxlg-us,Ability_API@dxlg.com,EA,660d5212-760f-4a8b-9de2-ef6e90d944a1,1b6f0cd8-9cfd-48db-9065-69b764926eec,05:08.10,05:08.10
6042014444605809669,6220182019371835962,122000834,6804941966734611826,2000,2025-12-05T12:08:10.837,Ability_API@dxlg.com,2025-12-05T12:08:10.837,2,800123,dxlg-us,Ability_API@dxlg.com,EA,50cfc9a1-58b6-4b29-9c94-80199b53c1a8,a9f5bf61-a5d8-4724-8864-28b08cbb39ab,05:08.10,05:08.10
6308716108415650122,6096294509286025983,122000834,6323154751964393452,2000,2025-12-05T12:08:10.837,Ability_API@dxlg.com,2025-12-05T12:08:10.837,3,775376,dxlg-us,Ability_API@dxlg.com,EA,5cc2d527-58e6-48ca-8736-686fd976e8c5,ca5fd69c-278d-4895-8577-f98abe4f1d6d,05:08.10,05:08.10
6085822914766839103,6310385948886223020,122000834,6477965197071976685,1000,2025-12-05T12:08:10.837,Ability_API@dxlg.com,2025-12-05T12:08:10.837,3,901234,dxlg-us,Ability_API@dxlg.com,EA,b77eb2ee-9143-475d-a74a-d461a748ba21,f5c0680d-eb1f-4cc6-8608-1e098fe209f3,05:08.10,05:08.10
6438460814448943717,6012279448262018726,122000834,6223964904640344892,1000,2025-12-05T12:08:10.837,Ability_API@dxlg.com,2025-12-05T12:08:10.837,1,902345,dxlg-us,Ability_API@dxlg.com,EA,44149226-9540-4735-8813-5f8a256d7485,d248ea97-a9a8-45a0-8f8f-7ae05bf7a42d,05:08.10,05:08.10
6289694630914578786,6510497446041353282,122000835,6434970348431088678,1000,2025-12-05T12:08:10.837,Ability_API@dxlg.com,2025-12-05T12:08:10.837,2,800456,dxlg-us,Ability_API@dxlg.com,EA,9b3a4bb0-b130-45d4-a9dd-8a00ae838115,4bc8476e-39bb-4163-a47a-d639bcffc5cc,05:08.10,05:08.10
6398839482422296757,6140550182512497597,122000835,6750432836728573647,3000,2025-12-05T12:08:10.837,Ability_API@dxlg.com,2025-12-05T12:08:10.837,1,902345,dxlg-us,Ability_API@dxlg.com,EA,8bc3a5fa-b3eb-4b16-a9d0-05a4fc0c72bd,7537113f-5501-4bc4-ab31-682267aca5d5,05:08.10,05:08.10
6939834228449635850,6203346585638001942,122000836,6985143111964264146,3600,2025-12-05T12:08:10.837,Ability_API@dxlg.com,2025-12-05T12:08:10.837,1,800123,dxlg-us,Ability_API@dxlg.com,EA,651bb215-db88-414b-8917-4e8c754bc800,9496c01f-c123-4378-87a4-b424aeadb1a8,05:08.10,05:08.10
6001537016967311728,6622299866066686661,122000837,6960629459468447724,3000,2025-12-05T12:08:10.837,Ability_API@dxlg.com,2025-12-05T12:08:10.837,3,775376,dxlg-us,Ability_API@dxlg.com,EA,beb16aed-ca66-4713-8040-cd0d77f2a8fe,21862824-8473-440a-88ee-75e08ab379ff,05:08.10,05:08.10
6235154453263558972,6723012361571729129,122000837,6124949506522206481,3600,2025-12-05T12:08:10.837,Ability_API@dxlg.com,2025-12-05T12:08:10.837,3,901234,dxlg-us,Ability_API@dxlg.com,EA,c7795504-d600-40cb-b68a-8a73c8252784,d3aa5754-a8cc-4954-9852-9e5de43a2eb1,05:08.10,05:08.10
6458565167653972493,6912535222010261096,122000837,6220647186736209013,1000,2025-12-05T12:08:10.837,Ability_API@dxlg.com,2025-12-05T12:08:10.837,2,901234,dxlg-us,Ability_API@dxlg.com,EA,0955fd80-b063-45be-9563-33f947b1304b,2ae02a1e-5191-4458-a784-053390e400b9,05:08.10,05:08.10
6770999197606760210,6896958712005641525,122000837,6763222260075378800,3600,2025-12-05T12:08:10.837,Ability_API@dxlg.com,2025-12-05T12:08:10.837,1,775376,dxlg-us,Ability_API@dxlg.com,EA,9007d6fb-0e95-4c92-962d-f6da815d334b,4506d1b7-de6b-41c3-b348-6e07f0833958,05:08.10,05:08.10
6685838488626312463,6439015115951202623,122000838,6475756475956959167,1000,2025-12-05T12:08:10.838,Ability_API@dxlg.com,2025-12-05T12:08:10.838,3,1222647,dxlg-us,Ability_API@dxlg.com,EA,84fb9b6a-08f9-44e0-bdb9-cb88cd339cfe,e8112c82-2f4d-4b56-9cbf-97dc6b1d69ab,05:08.10,05:08.10
6088758182981062030,6792009963934775643,122000838,6251054485913927534,1000,2025-12-05T12:08:10.838,Ability_API@dxlg.com,2025-12-05T12:08:10.838,1,900789,dxlg-us,Ability_API@dxlg.com,EA,7ec8ee5e-86c3-426c-b706-6a4e41535511,8110c584-b2f1-4637-818e-14bfd8ee9aeb,05:08.10,05:08.10
6664703642269134104,6165443511429682858,122000838,6211174749031856927,2000,2025-12-05T12:08:10.838,Ability_API@dxlg.com,2025-12-05T12:08:10.838,3,1009608,dxlg-us,Ability_API@dxlg.com,EA,dd6878ed-d8df-4647-98f8-58aa0ddbe4f5,d28b5c34-0c1c-46fb-a300-93880af92216,05:08.10,05:08.10
6809868667634865087,6619870284519942568,122000839,6118855210818540590,3600,2025-12-05T12:08:10.838,Ability_API@dxlg.com,2025-12-05T12:08:10.838,1,775376,dxlg-us,Ability_API@dxlg.com,EA,d6bb5219-9531-4b6c-a53c-510a06d03039,3a0814bc-062b-4588-afae-8b81cdde9ac0,05:08.10,05:08.10
6034152941567695254,6450496937032779904,122000839,6788649717564796700,1000,2025-12-05T12:08:10.838,Ability_API@dxlg.com,2025-12-05T12:08:10.838,1,676596,dxlg-us,Ability_API@dxlg.com,EA,774de4da-cd75-4532-b962-357ee754cc96,f0d614f4-3f21-44fc-9110-7c5b30e0eec2,05:08.10,05:08.10
6567027799153203315,6721828861757850570,122000839,6854963129729620767,2000,2025-12-05T12:08:10.838,Ability_API@dxlg.com,2025-12-05T12:08:10.838,2,800123,dxlg-us,Ability_API@dxlg.com,EA,d44012cf-7286-4c1a-b9af-395ef77b9caa,673abdab-bed5-49d2-a785-5dda08f2df0a,05:08.10,05:08.10
6443598629082609552,6898634861662481164,122000839,6362472522401683461,3000,2025-12-05T12:08:10.838,Ability_API@dxlg.com,2025-12-05T12:08:10.838,3,800456,dxlg-us,Ability_API@dxlg.com,EA,5c7b323d-5833-4775-8334-61828379bf4d,8d9ed953-a47d-4d99-a6f8-7fc0f4edecb9,05:08.10,05:08.10
6522691547324483070,6210789859018792338,122000840,6866743996911041842,3000,2025-12-05T12:08:10.838,Ability_API@dxlg.com,2025-12-05T12:08:10.838,3,775376,dxlg-us,Ability_API@dxlg.com,EA,2e7a34b4-0935-4af3-b08b-ffb1d0cf2049,b9ab1214-78ce-4cae-a278-944bad62c29a,05:08.10,05:08.10
6915926416660895588,6904252217733397485,122000840,6348275245844404325,3000,2025-12-05T12:08:10.838,Ability_API@dxlg.com,2025-12-05T12:08:10.838,1,800456,dxlg-us,Ability_API@dxlg.com,EA,427d9b36-669f-45fe-b899-eded7fc9d62c,d5ec70db-350e-4bdc-9d6a-64c2395b13f6,05:08.10,05:08.10
6795423735338936494,6901369963266744960,122000840,6326364141936356915,2000,2025-12-05T12:08:10.838,Ability_API@dxlg.com,2025-12-05T12:08:10.838,1,1222483,dxlg-us,Ability_API@dxlg.com,EA,5c91fc8a-5642-44f8-8c4e-009da0566490,683de7d0-86af-44a6-9828-f277a2435c10,05:08.10,05:08.10
6815639438390223276,6539221966932278921,122000841,6551226667900220366,3600,2025-12-05T12:08:10.838,Ability_API@dxlg.com,2025-12-05T12:08:10.838,2,1009608,dxlg-us,Ability_API@dxlg.com,EA,438d4183-0cb0-4f51-b2c0-8b9ec1b96d7d,7df08e8a-e4c4-4946-9fc7-216dbfa1a77d,05:08.10,05:08.10
6581350868422319723,6285151975166813385,122000841,6198191611745707271,2000,2025-12-05T12:08:10.838,Ability_API@dxlg.com,2025-12-05T12:08:10.838,2,800456,dxlg-us,Ability_API@dxlg.com,EA,af8d97f9-b44c-48b5-a7c2-5a044e11a010,1ad78cdb-cc37-459c-9842-b813c85433e4,05:08.10,05:08.10
6890567487156427302,6790624513176376012,122000841,6102775671561923625,1000,2025-12-05T12:08:10.838,Ability_API@dxlg.com,2025-12-05T12:08:10.838,1,1222647,dxlg-us,Ability_API@dxlg.com,EA,6d86b88c-8aef-4999-912e-7ad2a0fac199,9d680338-5465-4f8c-b429-0b7cc6f9d1d6,05:08.10,05:08.10
6408794677154325321,6137673417710781853,122000841,6475219086337031736,3600,2025-12-05T12:08:10.838,Ability_API@dxlg.com,2025-12-05T12:08:10.838,3,900789,dxlg-us,Ability_API@dxlg.com,EA,37cee113-0878-44d0-9209-43f1c7e28031,0670dad1-9381-4c62-bd63-3549406ae33b,05:08.10,05:08.10
6192602827552731226,6518603388391491990,122000842,6553637405815571440,3600,2025-12-05T12:08:10.839,Ability_API@dxlg.com,2025-12-05T12:08:10.839,2,1009608,dxlg-us,Ability_API@dxlg.com,EA,a0dbcf43-651a-42dc-a7c4-d60e4f43d248,72249df3-e6ae-4991-9016-970271dc91f3,05:08.10,05:08.10
6117671378095693505,6209986830908859260,122000842,6482933392228214495,2000,2025-12-05T12:08:10.839,Ability_API@dxlg.com,2025-12-05T12:08:10.839,2,1222483,dxlg-us,Ability_API@dxlg.com,EA,d747d79d-b279-4e67-8f1f-d807e0d036d5,2ee3114b-4dd5-4726-9fd3-d5d1ad02551f,05:08.10,05:08.10
6052290617921248459,6506896218054405615,122000842,6668684202575845425,3600,2025-12-05T12:08:10.839,Ability_API@dxlg.com,2025-12-05T12:08:10.839,1,1222647,dxlg-us,Ability_API@dxlg.com,EA,934253c4-0087-43c7-a645-bc5bb3b169d9,adc3577b-b1ad-4083-9e7d-777354f58cc7,05:08.10,05:08.10
6403185983131500874,6823346669075872381,122000843,6410687058892695310,3000,2025-12-05T12:08:10.839,Ability_API@dxlg.com,2025-12-05T12:08:10.839,3,800456,dxlg-us,Ability_API@dxlg.com,EA,76dcf757-1f78-44ce-8bfa-07d6d6bfaef2,9db16dd4-892f-4dbf-9fd6-4603cdfbb121,05:08.10,05:08.10
6050578411786801558,6090011972380133122,122000843,6952429634146424128,1000,2025-12-05T12:08:10.839,Ability_API@dxlg.com,2025-12-05T12:08:10.839,2,676596,dxlg-us,Ability_API@dxlg.com,EA,0fcd7647-5db7-4b31-940a-b836a7bec150,4bc39433-e43c-4339-896e-0b1366b409be,05:08.10,05:08.10
6081802013529409684,6062802456564419180,122000844,6222680266070911168,2000,2025-12-05T12:08:10.839,Ability_API@dxlg.com,2025-12-05T12:08:10.839,1,1222647,dxlg-us,Ability_API@dxlg.com,EA,8248b1d0-b9d8-4a14-870f-aed3c2da07ea,f5cb27ef-bd12-44d2-9b1e-a4fbf71e2f61,05:08.10,05:08.10
6800791359468325272,6148116148010056010,122000844,6061170399595280747,1000,2025-12-05T12:08:10.839,Ability_API@dxlg.com,2025-12-05T12:08:10.839,3,902345,dxlg-us,Ability_API@dxlg.com,EA,c002681c-6dd9-4887-9f53-5fb1d0a932d5,0135c488-f23e-45ff-948b-f873625a328b,05:08.10,05:08.10
6921597353194495220,6116529200861104470,122000844,6184411405583654717,3000,2025-12-05T12:08:10.839,Ability_API@dxlg.com,2025-12-05T12:08:10.839,3,902345,dxlg-us,Ability_API@dxlg.com,EA,8ffb2ce6-e93d-4dbd-89ba-11f4367854be,e10e71df-6775-47cf-ba80-f752eed64baa,05:08.10,05:08.10
6745933853444671746,6880353798856628040,122000844,6666248946608298218,3000,2025-12-05T12:08:10.839,Ability_API@dxlg.com,2025-12-05T12:08:10.839,2,900789,dxlg-us,Ability_API@dxlg.com,EA,a5d5ceb2-f60e-4896-8bc7-3f6dd0b9f428,5ae34ae8-7227-416b-850b-e302cab1369b,05:08.10,05:08.10
6298003359797364181,6406633288595899707,122000845,6125872732462605082,3600,2025-12-05T12:08:10.839,Ability_API@dxlg.com,2025-12-05T12:08:10.839,2,901234,dxlg-us,Ability_API@dxlg.com,EA,92980c35-20f5-4886-85c4-f7e15a7981fd,5bc2ede6-f6f1-4015-81e2-40bea9f3ab5c,05:08.10,05:08.10
6217060617987385044,6728353220892600419,122000845,6124205064559842944,1000,2025-12-05T12:08:10.839,Ability_API@dxlg.com,2025-12-05T12:08:10.839,1,901234,dxlg-us,Ability_API@dxlg.com,EA,33f8fc03-e878-48d7-b18d-5e227503e408,b7ce9116-72d4-43e4-a011-b520f350a9fa,05:08.10,05:08.10
6170813355338211293,6132438340053584217,122000846,6026925830198655292,2000,2025-12-05T12:08:10.839,Ability_API@dxlg.com,2025-12-05T12:08:10.839,2,800123,dxlg-us,Ability_API@dxlg.com,EA,8502f941-31ac-4906-9270-bc05c04b645d,aa9a6863-5594-4bf5-a958-00300315c9fe,05:08.10,05:08.10
6802403447423967813,6561632414859151995,122000846,6371969682671719750,1000,2025-12-05T12:08:10.839,Ability_API@dxlg.com,2025-12-05T12:08:10.839,3,1222647,dxlg-us,Ability_API@dxlg.com,EA,eddd70fa-c1e4-4daa-acf1-7e10e404a6a8,e7ab9844-69f5-4530-8179-ed4003e918c1,05:08.10,05:08.10
6504150263072778871,6320369702448409994,122000847,6069981030185770048,2000,2025-12-05T12:08:10.839,Ability_API@dxlg.com,2025-12-05T12:08:10.839,1,901234,dxlg-us,Ability_API@dxlg.com,EA,8a9170f1-89f4-4c65-a812-671b23a76214,29044814-3a64-4bb6-9000-e10126186e1a,05:08.10,05:08.10
6850615401302780836,6950542373180020784,122000847,6730461040463493451,2000,2025-12-05T12:08:10.840,Ability_API@dxlg.com,2025-12-05T12:08:10.840,3,1009608,dxlg-us,Ability_API@dxlg.com,EA,939fdd15-cd5e-42e4-8633-246678a323b7,f8a252fc-0d44-4d1e-9153-a5ae34a847a2,05:08.10,05:08.10
6876413926139020042,6052549080678660153,122000848,6327845196676232336,3600,2025-12-05T12:08:10.840,Ability_API@dxlg.com,2025-12-05T12:08:10.840,2,901234,dxlg-us,Ability_API@dxlg.com,EA,dbd3e188-fdd8-4edb-9320-d6e5b542c596,e76a1a61-85b3-4ea5-b9ec-771069149abf,05:08.10,05:08.10
6043316371412322594,6352867140827624499,122000849,6548521768854321857,2000,2025-12-05T12:08:10.840,Ability_API@dxlg.com,2025-12-05T12:08:10.840,3,775376,dxlg-us,Ability_API@dxlg.com,EA,638d48ab-48e9-42fa-8f75-378f9a391b77,efbf86e5-c1fe-4173-a811-829660bfe333,05:08.10,05:08.10
6632004198447976979,6383801598895746251,122000849,6184644983000457086,3600,2025-12-05T12:08:10.840,Ability_API@dxlg.com,2025-12-05T12:08:10.840,1,800123,dxlg-us,Ability_API@dxlg.com,EA,428f7910-55d8-46e0-b6d3-65248c1c70f0,ebf68611-5dd3-4f72-8fb2-a3276ec8790d,05:08.10,05:08.10
6443712439574110255,6662469490229464789,122000850,6841839940955957180,3000,2025-12-05T12:08:10.840,Ability_API@dxlg.com,2025-12-05T12:08:10.840,3,1222483,dxlg-us,Ability_API@dxlg.com,EA,cbb5b5de-a931-41ba-8022-6bfe2760549a,4f3208e8-716e-424d-ad11-005c501c46fa,05:08.10,05:08.10
6917992446147317440,6486203704971157303,122000850,6904382599554695237,1000,2025-12-05T12:08:10.840,Ability_API@dxlg.com,2025-12-05T12:08:10.840,1,800123,dxlg-us,Ability_API@dxlg.com,EA,0fe8d09d-2402-4677-a2ec-a1c2f70b4b14,0c101f84-6834-4bf2-9fd4-ac64fc7f3ccb,05:08.10,05:08.10
