invoiceid,invoice_pk,orderid,orderpk,createdtimestamp,cleanuptaskid,errordescription,iserror,publishcount,process,failedamount,fulfillmentdate,sellinglocationid,updatedby,amountprocessed,totalcharges,invoicesubtotal,parentorderid,taxexemptid,totaltaxes,totaldiscounts,publishstatusid,statusid,updatedtimestamp,createdby,invoicetypeid,customerid,orgid,contextid,packageid,invoicetotal,unique_identifier,invoiceadditional,messageid,load_date,update_date
123000635,6300694861791703514,122000635,6369244249539376015,2025-07-29T00:00:00.000,TASK6485,NONE,False,1,PROCESSED,0,2025-07-31T00:00:00.000,LOC7301,user5273@dxlg.com,401.44,10.26,369.32,NONE,TAX002,32.12,20.07,3000,100,2025-07-29T19:00:00.000,system@dxlg.com,CREDIT,CUST20163,dxlg-us,567780ef-e043-4664-9a12-66f6a66c6dd6,PKG22830,401.44,f25411ab-3960-432a-a487-814918c263bc,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",444a613f-8b2e-44d1-8b28-abf5c4adc777,2025-12-05,2025-12-05
123000636,6926307143833822195,122000636,6959173899375419447,2020-03-11T00:00:00.000,TASK6821,NONE,False,2,FINALIZED,0,2020-03-16T00:00:00.000,LOC2804,user5297@dxlg.com,475.85,9.36,437.78,NONE,NONE,38.07,23.79,3000,300,2020-03-11T12:00:00.000,system@dxlg.com,CREDIT,CUST88101,dxlg-us,912f8595-7fa5-4810-9e1e-b2804c2cdadd,PKG75206,475.85,0c5891e8-ba98-42ce-9064-b468c653184c,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",d795e4be-c00c-4cad-81f6-29c66928ef4a,2025-12-05,2025-12-05
123000637,6065895491565283620,122000637,6863680190232035649,2020-08-16T00:00:00.000,TASK2997,NONE,False,2,PROCESSED,0,2020-08-19T00:00:00.000,LOC7184,user2303@dxlg.com,123.38,13.85,113.51,NONE,NONE,9.87,6.17,3000,300,2020-08-16T08:00:00.000,system@dxlg.com,STANDARD,CUST74196,dxlg-us,dd2b235a-e415-4702-80c0-643ec3b18814,PKG15876,123.38,ce759406-3f1b-41a9-96de-cfae53809cf8,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",34f29497-a256-4b65-b1eb-a53742959a29,2025-12-05,2025-12-05
123000638,6144311671843911082,122000638,6900615195836766914,2021-08-24T00:00:00.000,TASK4238,COMPLETED,False,3,FINALIZED,0,2021-08-25T00:00:00.000,LOC2262,user6500@dxlg.com,336.99,13.44,310.03,NONE,NONE,26.96,16.85,3000,200,2021-08-24T08:00:00.000,system@dxlg.com,CREDIT,CUST81034,dxlg-us,0a1a10e2-7449-42cb-85c1-407ee5e09503,PKG56099,336.99,1f687ca5-749b-4569-bcf7-c7e7f12cb182,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",40e01339-e22c-42f2-9b1f-efdfdf312d1b,2025-12-05,2025-12-05
123000639,6262616126981613561,122000639,6611439534996942436,2023-10-13T00:00:00.000,TASK7449,SUCCESS,False,1,COMPLETED,0,2023-10-17T00:00:00.000,LOC5698,user1548@dxlg.com,496.14,12.49,456.45,NONE,TAX002,39.69,24.81,3000,300,2023-10-13T21:00:00.000,system@dxlg.com,STANDARD,CUST38477,dxlg-us,765266ae-f55d-4101-a2ef-141258fc2c66,PKG63126,496.14,296b2df3-3bdb-4b3c-aa5c-d5c20cc31a08,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",ebeb9fb2-7fe3-410d-bb22-158c53fbb054,2025-12-05,2025-12-05
123000641,6942261199539757748,122000641,6971409988482062922,2022-01-22T00:00:00.000,TASK4259,NONE,False,2,PROCESSED,0,2022-01-23T00:00:00.000,LOC8674,user2997@dxlg.com,333.49,10.15,306.81,NONE,NONE,26.68,16.67,3000,100,2022-01-22T05:00:00.000,system@dxlg.com,DEBIT,CUST69695,dxlg-us,4bb27550-ebe0-48bf-a093-c20ae21f2cb2,PKG87927,333.49,8d5d4e53-a116-4a60-8483-fd8594b6c3b8,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",392019bc-9c40-4aca-a3db-f84f792923bd,2025-12-05,2025-12-05
123000642,6692640453215920716,122000642,6317956492548515398,2021-03-20T00:00:00.000,TASK7188,SUCCESS,False,3,COMPLETED,0,2021-03-21T00:00:00.000,LOC1459,user1700@dxlg.com,496.61,11.87,456.88,NONE,NONE,39.73,24.83,2000,100,2021-03-20T17:00:00.000,system@dxlg.com,DEBIT,CUST54712,dxlg-us,bdd35e33-2542-4a5e-938b-11ce6c79e1f3,PKG37094,496.61,0436ffb8-405a-408b-bc39-4780643af646,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",479e32d9-e4ba-46ff-9bcd-7567e71f3efe,2025-12-05,2025-12-05
123000643,6043549875739632528,122000643,6418301960737991699,2022-04-06T00:00:00.000,TASK9096,COMPLETED,False,1,COMPLETED,0,2022-04-08T00:00:00.000,LOC5410,user5016@dxlg.com,379.08,9.03,348.75,NONE,NONE,30.33,18.95,1000,300,2022-04-06T17:00:00.000,system@dxlg.com,DEBIT,CUST77530,dxlg-us,27866fe0-3db1-443a-a535-7ab429d88e0f,PKG12749,379.08,f8241cea-e9ea-44dd-8267-e2d7e59e4380,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",4d92d5e5-f3de-40b0-b81f-050a7ccfc402,2025-12-05,2025-12-05
123000644,6420997571030624643,122000644,6010677307164168532,2020-02-04T00:00:00.000,TASK5255,SUCCESS,False,1,PROCESSED,0,2020-02-07T00:00:00.000,LOC6152,user8952@dxlg.com,283.81,6.02,261.11,NONE,TAX001,22.7,14.19,2000,100,2020-02-04T07:00:00.000,system@dxlg.com,DEBIT,CUST62431,dxlg-us,145c9f5c-e386-41e6-8159-dbe69bac623f,PKG73915,283.81,0819e08f-fbcf-480f-add3-8b48d78d4870,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",c0209d79-0e9e-4ad4-b7fd-ea87d8718e3c,2025-12-05,2025-12-05
123000645,6182081539711009830,122000645,6904134381783695361,2024-04-14T00:00:00.000,TASK7810,NONE,False,2,FINALIZED,0,2024-04-19T00:00:00.000,LOC3641,user1483@dxlg.com,382.79,8.0,352.17,NONE,TAX002,30.62,19.14,2000,300,2024-04-15T00:00:00.000,system@dxlg.com,STANDARD,CUST56149,dxlg-us,c94cbfb0-e783-4c34-838b-3a0c9f1cfcd2,PKG97717,382.79,f23e0720-8987-4207-978a-dc268b173307,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",972f9bcb-b295-48fe-a521-59b926bed90d,2025-12-05,2025-12-05
123000646,6383266520458411641,122000646,6877252924438204119,2021-06-21T00:00:00.000,TASK9150,SUCCESS,False,1,PROCESSED,0,2021-06-22T00:00:00.000,LOC1655,user6003@dxlg.com,486.74,11.08,447.8,NONE,TAX002,38.94,24.34,2000,300,2021-06-21T03:00:00.000,system@dxlg.com,STANDARD,CUST20050,dxlg-us,5c68fe65-9944-40a2-ae85-0dd497d2c34c,PKG35373,486.74,23f3474b-5851-4b86-b8ab-cd7f54ec25a9,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",63202b15-4444-4ea5-a929-2df1437070ad,2025-12-05,2025-12-05
123000648,6884177276844203729,122000648,6603279296789764669,2020-10-18T00:00:00.000,TASK4768,COMPLETED,False,2,COMPLETED,0,2020-10-21T00:00:00.000,LOC8753,user2702@dxlg.com,381.36,14.74,350.85,NONE,TAX001,30.51,19.07,1000,100,2020-10-18T03:00:00.000,system@dxlg.com,STANDARD,CUST20630,dxlg-us,81c9b1e9-96e4-4619-addc-6ccf00e82ef2,PKG73583,381.36,0753a82c-74bd-4b8a-b795-8b6438eb7b2a,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",36b0d50b-bb8e-4ed8-97fb-53318e6aa98e,2025-12-05,2025-12-05
123000649,6039732308647774482,122000649,6224822433419964612,2021-06-12T00:00:00.000,TASK8059,COMPLETED,False,2,PROCESSED,0,2021-06-17T00:00:00.000,LOC7122,user1531@dxlg.com,282.89,7.67,260.26,NONE,TAX001,22.63,14.14,2000,100,2021-06-12T22:00:00.000,system@dxlg.com,CREDIT,CUST64737,dxlg-us,cdfd4812-ddc6-437f-bdc5-997fc68037a7,PKG59834,282.89,e38894a3-825a-4a5c-92bc-cbcbd39de030,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",cdd8502f-179c-4ea2-868b-0e3af9ebf44b,2025-12-05,2025-12-05
123000650,6737564938010927748,122000650,6930879808469083480,2021-03-07T00:00:00.000,TASK5365,NONE,False,1,COMPLETED,0,2021-03-09T00:00:00.000,LOC2195,user3399@dxlg.com,150.42,10.32,138.39,NONE,TAX001,12.03,7.52,1000,300,2021-03-08T00:00:00.000,system@dxlg.com,CREDIT,CUST99446,dxlg-us,ec49761b-4647-47a7-a16d-3197021c6dd0,PKG11556,150.42,3f714d08-fd13-43bf-80f7-e179d846c011,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",cb3ac8f8-b4a1-4d64-92da-2eb622ea52b1,2025-12-05,2025-12-05
123000651,6043557409405809938,122000651,6152790262118125297,2022-01-08T00:00:00.000,TASK6523,COMPLETED,False,1,FINALIZED,0,2022-01-09T00:00:00.000,LOC4268,user3253@dxlg.com,446.87,7.13,411.12,NONE,NONE,35.75,22.34,2000,200,2022-01-08T22:00:00.000,system@dxlg.com,CREDIT,CUST20062,dxlg-us,5f123823-0359-4921-9860-c8de7452b32a,PKG58775,446.87,e29faa43-7504-4908-9e2f-eb5c6742f3ed,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",918810bd-9bdf-4fbe-a0f4-b863f14cb418,2025-12-05,2025-12-05
123000652,6727899682600421872,122000652,6568533183239699734,2020-06-05T00:00:00.000,TASK5417,COMPLETED,False,1,PROCESSED,0,2020-06-07T00:00:00.000,LOC4497,user7188@dxlg.com,206.76,14.88,190.22,NONE,NONE,16.54,10.34,2000,200,2020-06-05T19:00:00.000,system@dxlg.com,CREDIT,CUST59401,dxlg-us,6ee7c184-56af-4984-9678-8410237bd3e1,PKG50931,206.76,f6cce257-a760-48e3-8319-8b979e6a2b56,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",4133c134-0bf9-4fc8-a9e6-85d3042a811b,2025-12-05,2025-12-05
123000653,6927620258433232160,122000653,6513730957778023917,2020-04-03T00:00:00.000,TASK9009,SUCCESS,False,1,PROCESSED,0,2020-04-07T00:00:00.000,LOC3885,user5638@dxlg.com,332.47,11.69,305.87,NONE,TAX002,26.6,16.62,3000,200,2020-04-04T00:00:00.000,system@dxlg.com,STANDARD,CUST59033,dxlg-us,41423d2d-20cb-4aec-92f3-cf00777829e4,PKG72447,332.47,c672f4bc-d853-4af4-810c-a054d221006e,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",8a63567b-6597-49ad-8442-0d8c0e6e529b,2025-12-05,2025-12-05
123000654,6677358974964901689,122000654,6716091567574836517,2020-08-08T00:00:00.000,TASK2570,SUCCESS,False,2,PROCESSED,0,2020-08-13T00:00:00.000,LOC5864,user7108@dxlg.com,233.42,9.49,214.75,NONE,TAX001,18.67,11.67,1000,200,2020-08-08T14:00:00.000,system@dxlg.com,DEBIT,CUST72492,dxlg-us,b920a448-4ab7-401a-a202-2c4cf38ddc22,PKG90050,233.42,ee0de405-b351-44fc-a48b-c8badc59c627,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",f9dacb6c-7e24-45fd-8796-f0b64ba37c74,2025-12-05,2025-12-05
123000655,6088568611770847696,122000655,6606011421408784746,2022-03-24T00:00:00.000,TASK1424,COMPLETED,False,3,PROCESSED,0,2022-03-25T00:00:00.000,LOC6304,user9480@dxlg.com,131.09,10.62,120.6,NONE,TAX001,10.49,6.55,1000,100,2022-03-24T02:00:00.000,system@dxlg.com,DEBIT,CUST34857,dxlg-us,bf5bcf05-98c2-4c5e-9300-e84a65918366,PKG59755,131.09,4ee2ce93-7dfe-4319-bcbc-954ab825849f,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",5fe9fbca-3a67-4b22-ba1c-1c61f8ffe6c8,2025-12-05,2025-12-05
123000657,6676685707445616673,122000657,6718128535329276512,2023-11-26T00:00:00.000,TASK8067,COMPLETED,False,2,COMPLETED,0,2023-11-29T00:00:00.000,LOC7066,user2352@dxlg.com,129.31,5.93,118.97,NONE,NONE,10.34,6.47,3000,300,2023-11-26T22:00:00.000,system@dxlg.com,DEBIT,CUST72585,dxlg-us,ac61cbad-dc7d-4910-aeec-6b74928c69c6,PKG94453,129.31,c6ebc04c-b1ee-4053-a63b-dddb017b748f,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",9e818a19-26b5-4ce9-af7e-b99217c68aef,2025-12-05,2025-12-05
123000658,6967206017571263301,122000658,6362406822273528039,2023-12-13T00:00:00.000,TASK2794,COMPLETED,False,3,COMPLETED,0,2023-12-14T00:00:00.000,LOC2857,user4048@dxlg.com,61.8,5.57,56.86,NONE,TAX002,4.94,3.09,3000,300,2023-12-13T04:00:00.000,system@dxlg.com,STANDARD,CUST91664,dxlg-us,59124043-06aa-4ca1-a5eb-d9b52a373c80,PKG58163,61.8,5404e7e7-dea1-4dba-8f91-2b80370d0761,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",cb47ff25-97cf-4371-8d59-091e7349eb4c,2025-12-05,2025-12-05
123000659,6784144996454596117,122000659,6705257739424738654,2023-03-06T00:00:00.000,TASK8124,COMPLETED,False,2,FINALIZED,0,2023-03-08T00:00:00.000,LOC2700,user4035@dxlg.com,247.51,7.06,227.71,NONE,NONE,19.8,12.38,1000,200,2023-03-06T09:00:00.000,system@dxlg.com,DEBIT,CUST68158,dxlg-us,ce6f6521-c444-4435-96f3-8dab4831edd3,PKG75475,247.51,0d77d1ae-784d-4525-a8c4-064a23ecd3e1,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",5c2e45ab-02ac-4c35-a3b3-d39731b30f0d,2025-12-05,2025-12-05
123000660,6145273627978216450,122000660,6285821758850111765,2022-05-17T00:00:00.000,TASK1431,COMPLETED,False,2,FINALIZED,0,2022-05-18T00:00:00.000,LOC2875,user3979@dxlg.com,252.34,11.59,232.15,NONE,TAX001,20.19,12.62,1000,300,2022-05-17T15:00:00.000,system@dxlg.com,CREDIT,CUST84003,dxlg-us,718a3631-fad0-4c4d-8d4d-95c10377a667,PKG93631,252.34,e6cf770b-7998-4c06-a472-f88225c73a0f,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",3f8f8b4e-7f4a-494c-a2b0-5210e32ed056,2025-12-05,2025-12-05
123000661,6448393830278967093,122000661,6245426453452110567,2023-03-07T00:00:00.000,TASK4488,SUCCESS,False,2,COMPLETED,0,2023-03-12T00:00:00.000,LOC6036,user3714@dxlg.com,499.02,8.27,459.1,NONE,NONE,39.92,24.95,2000,200,2023-03-07T07:00:00.000,system@dxlg.com,STANDARD,CUST25492,dxlg-us,32deffff-17d9-4876-8a31-4487258a7091,PKG16823,499.02,d0c0ee56-4d5c-41c9-8ff4-56c975cde7d0,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",642ec99f-0397-4926-8731-d0a6368b980f,2025-12-05,2025-12-05
123000662,6279091919117242923,122000662,6274911241965274133,2023-07-24T00:00:00.000,TASK7117,COMPLETED,False,2,FINALIZED,0,2023-07-27T00:00:00.000,LOC4962,user8311@dxlg.com,103.48,9.83,95.2,175876461,NONE,8.28,5.17,3000,300,2023-07-24T01:00:00.000,system@dxlg.com,STANDARD,CUST17255,dxlg-us,78dc7bbc-24f3-44b6-970b-f34415c00553,PKG20227,103.48,8544edb9-70ab-4430-89c2-9b12f560a74d,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",743c8589-1a4e-4afb-899d-2c077d342482,2025-12-05,2025-12-05
123000663,6794212955028025943,122000663,6791388977432831848,2025-10-19T00:00:00.000,TASK1650,COMPLETED,False,3,FINALIZED,0,2025-10-21T00:00:00.000,LOC3069,user4527@dxlg.com,453.63,11.98,417.34,NONE,NONE,36.29,22.68,1000,100,2025-10-19T11:00:00.000,system@dxlg.com,STANDARD,CUST50148,dxlg-us,641b29a5-ec74-4bfd-8ef9-6550d69f27fa,PKG22335,453.63,90765e0a-ea41-4d01-b45e-c432760a64e1,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",f99dc6f5-162a-4ae3-b0fb-e8dbd8efae98,2025-12-05,2025-12-05
123000664,6996695995010987001,122000664,6672375986747336646,2021-01-17T00:00:00.000,TASK9964,NONE,False,2,FINALIZED,0,2021-01-19T00:00:00.000,LOC1455,user2492@dxlg.com,311.65,6.64,286.72,NONE,TAX001,24.93,15.58,3000,300,2021-01-18T00:00:00.000,system@dxlg.com,STANDARD,CUST12112,dxlg-us,cec9bcbd-bbf5-4ed5-974b-0bcc531b3f25,PKG43655,311.65,462ac1c3-ec3a-4bbb-9e9f-488ed03be0bd,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",04fc303a-287e-4920-a685-f805522c249e,2025-12-05,2025-12-05
123000665,6976056050727795215,122000665,6042341514393758411,2022-06-27T00:00:00.000,TASK4679,COMPLETED,False,3,PROCESSED,0,2022-06-30T00:00:00.000,LOC7194,user6057@dxlg.com,117.72,7.38,108.3,NONE,NONE,9.42,5.89,1000,200,2022-06-27T05:00:00.000,system@dxlg.com,CREDIT,CUST32130,dxlg-us,b53c13cd-9d7a-4d8b-a2d5-a83598cd5ca8,PKG81391,117.72,33ba2ed3-3c6c-4934-a133-7df791bcc86d,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",0ea15b39-3544-49c6-8ba2-7650ca52122a,2025-12-05,2025-12-05
123000666,6343138641601414478,122000666,6813029357088747126,2021-05-17T00:00:00.000,TASK9451,NONE,False,3,PROCESSED,0,2021-05-21T00:00:00.000,LOC3959,user3013@dxlg.com,401.25,7.33,369.15,NONE,TAX002,32.1,20.06,2000,200,2021-05-17T08:00:00.000,system@dxlg.com,DEBIT,CUST34936,dxlg-us,562d08dd-c4b8-48a9-b6b6-056f1effc3c5,PKG56944,401.25,3aa49e92-b469-45e4-ba48-d7c642da60f0,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",1879b1fb-a687-42b3-bcdc-c783777ad422,2025-12-05,2025-12-05
123000667,6395329864424221275,122000667,6852085984384640028,2025-06-15T00:00:00.000,TASK5889,SUCCESS,False,3,FINALIZED,0,2025-06-16T00:00:00.000,LOC7148,user4234@dxlg.com,360.66,14.16,331.81,NONE,TAX001,28.85,18.03,1000,200,2025-06-15T04:00:00.000,system@dxlg.com,CREDIT,CUST59433,dxlg-us,4dd427e3-0060-419e-bf01-94abc3bbad51,PKG94048,360.66,9d131b34-299d-4331-8f9e-baca8f2ddc05,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",24c51097-6aea-4780-896b-79d05c12f9f1,2025-12-05,2025-12-05
123000668,6913389990732894822,122000668,6211109557204756118,2023-11-21T00:00:00.000,TASK9876,SUCCESS,False,3,PROCESSED,0,2023-11-23T00:00:00.000,LOC3595,user6907@dxlg.com,121.98,11.7,112.22,NONE,TAX001,9.76,6.1,3000,200,2023-11-21T03:00:00.000,system@dxlg.com,STANDARD,CUST88862,dxlg-us,959f83de-fa65-43da-a20c-ce255c4a5209,PKG39843,121.98,6fbdb0c4-7896-401d-a262-7776492a5e37,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",0bb53519-01c7-48f6-a0ce-c347df8dfd23,2025-12-05,2025-12-05
123000669,6674215427796314929,122000669,6904629242165419490,2021-04-15T00:00:00.000,TASK1229,SUCCESS,False,1,FINALIZED,0,2021-04-18T00:00:00.000,LOC3270,user9228@dxlg.com,146.42,11.59,134.71,NONE,NONE,11.71,7.32,1000,200,2021-04-16T00:00:00.000,system@dxlg.com,DEBIT,CUST51570,dxlg-us,a432c312-d7b8-4c91-bbe2-7b2043389a97,PKG51040,146.42,712c9373-6b9a-40c6-95da-d5eaa4a335c6,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",760ddef0-cd1f-4b80-ba2e-573d7955f0d2,2025-12-05,2025-12-05
123000671,6991661570392188155,122000671,6758004770220375023,2024-10-01T00:00:00.000,TASK7808,NONE,False,1,FINALIZED,0,2024-10-02T00:00:00.000,LOC2762,user3651@dxlg.com,295.4,11.75,271.77,NONE,NONE,23.63,14.77,2000,300,2024-10-01T02:00:00.000,system@dxlg.com,DEBIT,CUST46954,dxlg-us,558e05fe-2dcd-4eb9-8cc4-2800540d44b8,PKG49217,295.4,29b3645f-b9fe-4a48-bc7a-bb5ef2b3f035,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",0e0c5bc8-a5e9-4da3-9561-660e8635ea51,2025-12-05,2025-12-05
123000672,6887900713201670679,122000672,6550807547253059444,2022-11-02T00:00:00.000,TASK4406,SUCCESS,False,1,PROCESSED,0,2022-11-03T00:00:00.000,LOC7525,user6759@dxlg.com,240.57,5.67,221.32,NONE,TAX001,19.25,12.03,3000,100,2022-11-02T10:00:00.000,system@dxlg.com,CREDIT,CUST91461,dxlg-us,8ac0a68b-5871-43f7-a913-70a460f03707,PKG75003,240.57,d18d533e-91be-457d-bd9b-8b72b9667561,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",e60f8ce5-b003-44d9-afcd-6fd8b9d8669c,2025-12-05,2025-12-05
123000673,6092506804590623842,122000673,6304324427155249154,2024-03-03T00:00:00.000,TASK5371,COMPLETED,False,3,PROCESSED,0,2024-03-05T00:00:00.000,LOC1157,user7207@dxlg.com,426.6,6.9,392.47,NONE,TAX002,34.13,21.33,2000,100,2024-03-03T20:00:00.000,system@dxlg.com,DEBIT,CUST43488,dxlg-us,71434a44-ba54-48ed-ac20-1e58a140f1d0,PKG84239,426.6,e33a6d85-7310-4597-b047-f3e63ed9f987,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",3dc723c7-50ad-4d3a-93ff-e95478cebcfe,2025-12-05,2025-12-05
123000674,6506562752311490293,122000674,6792471564717025179,2022-05-19T00:00:00.000,TASK6598,COMPLETED,False,2,COMPLETED,0,2022-05-22T00:00:00.000,LOC2225,user2516@dxlg.com,489.71,13.62,450.53,NONE,NONE,39.18,24.49,3000,300,2022-05-19T12:00:00.000,system@dxlg.com,DEBIT,CUST87736,dxlg-us,ed15466b-3d5e-44ee-a16e-b8de435a764e,PKG76321,489.71,0fd64032-59ef-453d-b4a8-d7f14ae031b4,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",c637f0ed-d0e9-4799-90c8-00bd7ea9f7fd,2025-12-05,2025-12-05
123000675,6800208550062181163,122000675,6978410643663517970,2020-07-10T00:00:00.000,TASK8594,NONE,False,1,FINALIZED,0,2020-07-13T00:00:00.000,LOC8418,user2642@dxlg.com,155.4,10.46,142.97,NONE,TAX002,12.43,7.77,3000,200,2020-07-10T09:00:00.000,system@dxlg.com,CREDIT,CUST89762,dxlg-us,92063ed1-d658-42a2-bdbc-8a78cc339a24,PKG10220,155.4,b5625dea-bddf-4fea-844d-608a82cbe273,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",9443c6a7-d53c-425a-92db-1876562cc8cb,2025-12-05,2025-12-05
123000676,6255083172614808898,122000676,6712041501473021046,2021-06-20T00:00:00.000,TASK1834,COMPLETED,False,3,PROCESSED,0,2021-06-24T00:00:00.000,LOC9740,user8583@dxlg.com,103.44,10.7,95.16,NONE,TAX002,8.28,5.17,1000,300,2021-06-20T04:00:00.000,system@dxlg.com,CREDIT,CUST96068,dxlg-us,974a7884-7518-4545-afb6-02a81119567c,PKG29283,103.44,522c100f-06d0-4394-8847-31dab4177ce6,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",c27f4344-4a00-4e7f-9250-772c7c6e2b67,2025-12-05,2025-12-05
123000677,6124489361709577280,122000677,6314289889225942920,2024-06-27T00:00:00.000,TASK1179,NONE,False,2,FINALIZED,0,2024-06-30T00:00:00.000,LOC1771,user1883@dxlg.com,115.46,5.02,106.22,NONE,TAX002,9.24,5.77,1000,100,2024-06-27T23:00:00.000,system@dxlg.com,DEBIT,CUST92550,dxlg-us,df41044f-b095-4bf0-a3f9-3227f80c7503,PKG11096,115.46,fdbcd3bb-c95b-40e4-bcd0-c5856975126e,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",ae0419ba-c7cd-4e4f-be4e-262d6b178d5b,2025-12-05,2025-12-05
123000678,6940289937414893676,122000678,6215421030975251792,2020-07-14T00:00:00.000,TASK2578,COMPLETED,False,1,COMPLETED,0,2020-07-16T00:00:00.000,LOC6289,user3641@dxlg.com,405.39,9.47,372.96,NONE,NONE,32.43,20.27,2000,300,2020-07-14T20:00:00.000,system@dxlg.com,STANDARD,CUST74872,dxlg-us,28bedcbd-638f-464b-8817-4ca8eba5b949,PKG95281,405.39,2e28cf8a-ada1-4be3-9e82-c13b0e29e9ca,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",576c854b-94ea-48b9-adfc-154bf79263f4,2025-12-05,2025-12-05
123000679,6957870125985984825,122000679,6469095414613570408,2020-06-25T00:00:00.000,TASK3278,NONE,False,2,COMPLETED,0,2020-06-30T00:00:00.000,LOC5320,user4460@dxlg.com,182.85,8.31,168.22,NONE,NONE,14.63,9.14,1000,300,2020-06-26T00:00:00.000,system@dxlg.com,STANDARD,CUST10776,dxlg-us,767e3f56-203e-4025-93a4-314f4de0128e,PKG95846,182.85,54ee3930-40bb-407c-9fd5-eba4ee2f705d,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",1ac4d375-7f11-4187-83f4-35df902ca26a,2025-12-05,2025-12-05
123000681,6530587079361401405,122000681,6729148637524455454,2021-01-11T00:00:00.000,TASK8676,SUCCESS,False,2,PROCESSED,0,2021-01-15T00:00:00.000,LOC6783,user2083@dxlg.com,136.9,7.62,125.95,NONE,TAX002,10.95,6.85,1000,300,2021-01-11T09:00:00.000,system@dxlg.com,DEBIT,CUST24538,dxlg-us,9ca8b91a-bae6-4f0e-b8bb-37d40c6a9473,PKG78864,136.9,cb523185-e5a0-4c00-9e32-b1ff71e6515f,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",0ad9ca38-a228-499a-8180-588648f8be60,2025-12-05,2025-12-05
123000683,6175230840034498851,122000683,6851141624698185659,2024-01-29T00:00:00.000,TASK1413,NONE,False,3,COMPLETED,0,2024-01-31T00:00:00.000,LOC7556,user8423@dxlg.com,112.07,9.64,103.1,NONE,NONE,8.97,5.6,2000,200,2024-01-29T11:00:00.000,system@dxlg.com,STANDARD,CUST29100,dxlg-us,6d72cc61-cc45-4281-b20e-06e83415dd9b,PKG61692,112.07,6109f4d5-eef2-4e1d-9ea0-81c730f289ac,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",6c3ee08f-260a-467c-be3e-e6bcbb518645,2025-12-05,2025-12-05
123000684,6407604475652651649,122000684,6643132817764422798,2021-03-27T00:00:00.000,TASK4023,COMPLETED,False,2,PROCESSED,0,2021-03-28T00:00:00.000,LOC5370,user8024@dxlg.com,249.4,10.74,229.45,NONE,TAX001,19.95,12.47,2000,300,2021-03-27T11:00:00.000,system@dxlg.com,STANDARD,CUST65995,dxlg-us,9c5ec215-643a-4601-9d2c-b5476a92ffd1,PKG34272,249.4,d3d02e9a-51ba-43e9-b6ea-f12aca98fce6,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",7b4eeb89-00b3-41b8-9cf4-5bdb841dc0b7,2025-12-05,2025-12-05
