orderlineid,orderid,itemid,cancelledtotaldiscounts,maxappeasementamount,orderlinesubtotal,orderlinetotal,quantity,refundprice,returnlinetotalwithoutfees,returnablelinetotal,returnablequantity,taxoverridevalue,taxableamount,totalcharges,totaldiscountonitem,totaldiscounts,totaltaxes,unitprice,messageid,maxfulfillmentstatusid,minfulfillmentstatusid,fulfillmentstatus,isonhold,isreturn,isevenexchange,iscancelled,parentorderlineid,parentorderid,createdtimestamp,orderline_pk
2,122000258,800456,0.0,10.51,747.0,634.95,3,0.0,0.0,634.95,0,3.6,634.95,8.99,112.05,112.05,50.8,249.0,dfb13991-dc2a-4b3d-b21c-5c94c148c65e,5000,5000,Processing,True,False,False,False,NONE,NONE,2025-09-29T00:00:00.000,6500002688189893862
3,122000258,901234,0.0,17.43,39.99,35.99,1,0.0,0.0,35.99,0,3.71,35.99,7.49,4.0,4.0,2.88,39.99,f3f810e5-1b18-46f4-83a6-ba722271134c,5000,5000,Processing,True,False,False,False,NONE,NONE,2025-09-29T00:00:00.000,6728425837979344979
4,122000258,902345,0.0,27.17,74.99,67.49,1,0.0,0.0,67.49,0,2.45,67.49,12.33,7.5,7.5,5.4,74.99,b13a6116-1265-4b1d-8ef0-5c6b263aa14e,5000,5000,Processing,False,False,False,False,NONE,NONE,2025-09-29T00:00:00.000,6294746174470206141
1,122000259,1009608,0.0,46.48,148.5,148.5,3,0.0,0.0,148.5,0,4.65,148.5,6.77,0.0,0.0,11.88,49.5,ab598be7-2925-4164-8829-56a271d8a581,5000,5000,Shipped,False,False,False,False,NONE,NONE,2025-05-21T00:00:00.000,6177850703282732438
2,122000259,800456,0.0,21.7,747.0,597.6,3,0.0,0.0,597.6,0,2.67,597.6,13.98,149.4,149.4,47.81,249.0,e1d30393-3c9c-4897-877a-629396db1d03,5000,5000,Shipped,False,False,False,False,NONE,172248964,2025-05-21T00:00:00.000,6476514745276874461
3,122000259,900789,0.0,11.45,163.5,130.8,3,0.0,0.0,130.8,0,3.01,130.8,5.75,32.7,32.7,10.46,54.5,f271434a-f6f6-41f0-b01b-232090251943,5000,5000,Shipped,True,False,True,False,NONE,NONE,2025-05-21T00:00:00.000,6578048831193734313
4,122000259,902345,0.0,10.86,224.97,224.97,3,0.0,0.0,224.97,0,1.81,224.97,11.92,0.0,0.0,18.0,74.99,c211e574-e1a6-45c0-8bf5-2daffddccd4d,5000,5000,Shipped,False,False,False,False,NONE,118828852,2025-05-21T00:00:00.000,6135293807952285893
1,122000260,1222483,0.0,13.98,79.0,79.0,1,0.0,0.0,79.0,0,2.78,79.0,9.72,0.0,0.0,6.32,79.0,ae183d95-9a18-4e54-8cab-c810db0f7af5,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2022-12-29T00:00:00.000,6698269189263679623
1,122000261,902345,0.0,20.44,224.97,168.72,3,0.0,0.0,168.72,0,1.97,168.72,7.11,56.25,56.25,13.5,74.99,821a3f30-1ef0-4fa5-8348-31b7b777f25b,5000,5000,Shipped,False,False,False,False,NONE,NONE,2024-05-11T00:00:00.000,6210393682308316416
1,122000262,900789,0.0,10.19,109.0,81.76,2,0.0,0.0,81.76,0,2.75,81.76,9.76,27.24,27.24,6.54,54.5,562536e1-a30e-4016-a608-28b227c2d80f,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2022-03-15T00:00:00.000,6012964895802152188
2,122000262,900789,0.0,46.44,54.5,46.33,1,0.0,0.0,46.33,0,3.53,46.33,13.43,8.17,8.17,3.71,54.5,92a5ed91-8a3f-4341-874b-d3c686f3582f,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2022-03-15T00:00:00.000,6717020036362244556
3,122000262,902345,0.0,21.68,224.97,202.47,3,0.0,0.0,202.47,0,3.43,202.47,12.0,22.5,22.5,16.2,74.99,04e49001-df9b-4b37-9147-9766af2983f8,3000,3000,Fulfilled,True,False,False,False,661,NONE,2022-03-15T00:00:00.000,6360881032111202012
1,122000263,800123,0.0,13.36,89.0,66.75,1,0.0,0.0,66.75,0,0.14,66.75,10.03,22.25,22.25,5.34,89.0,40362c7c-8fb3-4186-953f-660d19b0d143,4000,4000,Fulfilled,False,False,False,False,NONE,NONE,2022-12-18T00:00:00.000,6314997842310386193
1,122000264,1222647,0.0,49.57,119.0,119.0,2,0.0,0.0,119.0,0,4.2,119.0,11.19,0.0,0.0,9.52,59.5,494a8cc1-26be-4456-977d-234be687aa9c,5000,5000,Cancelled,False,False,False,False,NONE,NONE,2024-01-06T00:00:00.000,6661629506754531798
2,122000264,902345,0.0,22.83,224.97,202.47,3,0.0,0.0,202.47,0,0.75,202.47,6.41,22.5,22.5,16.2,74.99,e017f9fd-270c-429d-977e-61985b78041f,5000,5000,Cancelled,False,False,False,False,NONE,NONE,2024-01-06T00:00:00.000,6871842326675627247
1,122000265,1222483,0.0,0.52,79.0,79.0,1,0.0,0.0,79.0,0,2.48,79.0,6.36,0.0,0.0,6.32,79.0,613d593c-e533-46ca-9387-cf6c652c445f,5000,5000,Pending,False,False,False,False,NONE,NONE,2022-06-25T00:00:00.000,6928024073758485351
2,122000265,902345,0.0,44.64,149.98,112.48,2,0.0,0.0,112.48,0,2.18,112.48,10.63,37.5,37.5,9.0,74.99,81b12b2c-0af6-4f60-85bf-c0cf951ee571,5000,5000,Pending,True,False,False,False,NONE,NONE,2022-06-25T00:00:00.000,6638821297474721032
3,122000265,800456,0.0,33.87,747.0,634.95,3,0.0,0.0,634.95,0,0.59,634.95,9.35,112.05,112.05,50.8,249.0,54b9cf34-403a-4c04-9ac2-23f8df7b5c4a,5000,5000,Pending,True,False,False,False,39,NONE,2022-06-25T00:00:00.000,6007374226370764662
1,122000266,1009608,0.0,42.93,99.0,84.16,2,0.0,0.0,84.16,0,4.52,84.16,11.84,14.84,14.84,6.73,49.5,060ec0fd-e857-493d-b434-306ce20bed97,2000,2000,Fulfilled,False,False,False,False,NONE,NONE,2022-09-25T00:00:00.000,6252540205385470736
1,122000267,676596,0.0,15.94,139.0,139.0,2,0.0,0.0,139.0,0,4.72,139.0,8.39,0.0,0.0,11.12,69.5,618e1b9a-c699-4706-b80d-fa03d63a581e,3000,3000,Shipped,True,False,False,False,NONE,NONE,2023-04-29T00:00:00.000,6356415170755616463
2,122000267,1222647,0.0,31.1,59.5,59.5,1,0.0,0.0,59.5,0,3.87,59.5,10.75,0.0,0.0,4.76,59.5,6110e321-c394-4c45-8fe2-6c555b1e3d7c,3000,3000,Shipped,True,False,False,False,NONE,NONE,2023-04-29T00:00:00.000,6059715811972041037
1,122000268,901234,0.0,21.7,39.99,39.99,1,0.0,0.0,39.99,0,1.64,39.99,14.12,0.0,0.0,3.2,39.99,f18404c6-fdde-4caf-b48b-b32dece72ade,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2024-11-17T00:00:00.000,6689144151806273954
2,122000268,800123,0.0,0.65,267.0,267.0,3,0.0,0.0,267.0,0,2.16,267.0,13.17,0.0,0.0,21.36,89.0,f18902bd-0b85-49a5-a87e-85bda7d40066,3000,3000,Fulfilled,False,False,True,False,NONE,NONE,2024-11-17T00:00:00.000,6335810558514438473
1,122000269,901234,0.0,3.19,119.97,119.97,3,0.0,0.0,119.97,0,4.14,119.97,14.82,0.0,0.0,9.6,39.99,5373c547-fab6-4267-9442-57fb8ab741ff,5000,5000,Shipped,False,False,False,False,NONE,NONE,2024-07-27T00:00:00.000,6079839263653371340
1,122000270,800123,0.0,22.04,89.0,75.65,1,0.0,0.0,75.65,0,5.0,75.65,10.19,13.35,13.35,6.05,89.0,5852b5cc-068a-40bc-ad52-089a67a4d58a,5000,5000,Cancelled,False,False,False,False,NONE,NONE,2021-03-10T00:00:00.000,6900216546749049938
2,122000270,676596,0.0,2.82,208.5,208.5,3,0.0,0.0,208.5,0,0.72,208.5,10.02,0.0,0.0,16.68,69.5,9e008903-147a-4d55-adf3-2c350663eb32,5000,5000,Cancelled,True,False,False,False,NONE,NONE,2021-03-10T00:00:00.000,6857827981984636737
3,122000270,775376,0.0,7.49,294.0,294.0,3,0.0,0.0,294.0,0,2.04,294.0,7.63,0.0,0.0,23.52,98.0,0934f28e-e9b5-4157-ba35-1d58437b97d2,5000,5000,Cancelled,False,False,False,False,NONE,NONE,2021-03-10T00:00:00.000,6707040652725131550
1,122000271,901234,0.0,48.07,79.98,79.98,2,79.98,79.98,79.98,2,2.97,79.98,7.42,0.0,0.0,6.4,39.99,57125289-14ed-4852-ac97-b238f603e78c,3000,3000,Fulfilled,False,True,False,True,NONE,NONE,2023-04-23T00:00:00.000,6215304484770882632
1,122000272,1009608,0.0,12.67,148.5,148.5,3,0.0,0.0,148.5,0,2.29,148.5,10.29,0.0,0.0,11.88,49.5,c3534da8-6040-474e-8cdd-2a0c78bda586,5000,5000,Fulfilled,True,False,False,False,NONE,NONE,2023-11-09T00:00:00.000,6906045074425471608
2,122000272,1009608,0.0,49.83,99.0,89.1,2,0.0,0.0,89.1,0,2.92,89.1,14.99,9.9,9.9,7.13,49.5,d0722d88-fc38-4dd8-99a1-bb998a15d6cf,5000,5000,Fulfilled,False,False,False,False,NONE,NONE,2023-11-09T00:00:00.000,6112281869125122886
3,122000272,676596,0.0,36.29,208.5,156.36,3,0.0,0.0,156.36,0,4.58,156.36,5.53,52.14,52.14,12.51,69.5,e41682dd-5583-4a37-8a64-3e28b8dbabe1,5000,5000,Fulfilled,False,False,False,False,NONE,NONE,2023-11-09T00:00:00.000,6975879087432649479
4,122000272,800123,0.0,30.88,89.0,89.0,1,0.0,0.0,89.0,0,4.17,89.0,13.53,0.0,0.0,7.12,89.0,87ae0918-52ce-4657-9840-05f5fb279f09,5000,5000,Fulfilled,False,False,False,False,NONE,NONE,2023-11-09T00:00:00.000,6662339297229994777
1,122000273,900789,0.0,48.37,163.5,130.8,3,0.0,0.0,130.8,0,2.92,130.8,14.27,32.7,32.7,10.46,54.5,e69e0ef7-5def-4995-a0ef-34ace1643fc3,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2020-10-02T00:00:00.000,6972295446227823530
2,122000273,902345,0.0,9.53,74.99,59.99,1,0.0,0.0,59.99,0,4.35,59.99,5.83,15.0,15.0,4.8,74.99,f648b530-260c-4301-80d2-6105eeff69bf,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2020-10-02T00:00:00.000,6525235335087100600
1,122000274,1222647,0.0,45.46,119.0,119.0,2,0.0,0.0,119.0,0,3.85,119.0,8.08,0.0,0.0,9.52,59.5,1d7c40c2-35e2-4228-b7ce-289d854afdb2,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2023-06-06T00:00:00.000,6937794770686924670
2,122000274,902345,0.0,21.84,74.99,74.99,1,0.0,0.0,74.99,0,2.08,74.99,11.74,0.0,0.0,6.0,74.99,2f3eae23-b399-4cb6-bba1-4dd2145d770d,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2023-06-06T00:00:00.000,6125745679747120430
3,122000274,1222483,0.0,30.6,79.0,79.0,1,0.0,0.0,79.0,0,4.91,79.0,7.43,0.0,0.0,6.32,79.0,dd1fb2c1-da10-4c43-b6d4-64fd661db862,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2023-06-06T00:00:00.000,6885740316158519388
4,122000274,1009608,0.0,19.29,49.5,49.5,1,0.0,0.0,49.5,0,4.0,49.5,12.38,0.0,0.0,3.96,49.5,0ae015ff-f0c0-4161-84b5-d5feaf61943b,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2023-06-06T00:00:00.000,6480590791694710699
1,122000275,800456,0.0,20.7,747.0,672.3,3,0.0,0.0,672.3,0,2.66,672.3,12.48,74.7,74.7,53.78,249.0,b81122f4-c9da-430d-96c7-935341ff5f09,3000,3000,Cancelled,False,False,True,False,NONE,NONE,2025-05-19T00:00:00.000,6641214504948768943
2,122000275,902345,0.0,46.04,224.97,224.97,3,0.0,0.0,224.97,0,3.5,224.97,7.15,0.0,0.0,18.0,74.99,0acfd73c-c211-4a23-a84c-59190eba15a3,3000,3000,Cancelled,True,False,False,False,NONE,NONE,2025-05-19T00:00:00.000,6983719073650050780
3,122000275,800123,0.0,34.23,178.0,178.0,2,0.0,0.0,178.0,0,4.94,178.0,12.46,0.0,0.0,14.24,89.0,b18ea59f-e244-457a-ba9d-0e087b71a9cc,3000,3000,Cancelled,False,False,False,False,NONE,NONE,2025-05-19T00:00:00.000,6554423343661246954
1,122000276,902345,0.0,13.69,224.97,168.72,3,0.0,0.0,168.72,0,4.63,168.72,14.2,56.25,56.25,13.5,74.99,78eb1bc0-0041-4d3d-89b2-f30d1ede173c,5000,5000,Shipped,False,False,False,False,893,NONE,2020-03-17T00:00:00.000,6772118323972881533
2,122000276,775376,0.0,21.38,196.0,196.0,2,0.0,0.0,196.0,0,0.46,196.0,10.97,0.0,0.0,15.68,98.0,d6046d43-1d5e-4de6-b02d-b9c07bcd2958,5000,5000,Shipped,False,False,False,False,NONE,NONE,2020-03-17T00:00:00.000,6963338267453823399
3,122000276,800456,0.0,42.17,498.0,448.2,2,0.0,0.0,448.2,0,4.55,448.2,8.91,49.8,49.8,35.86,249.0,81381db5-ab22-4066-85a4-2be2c95b37e9,5000,5000,Shipped,False,False,False,False,NONE,NONE,2020-03-17T00:00:00.000,6896139550020421926
4,122000276,800456,0.0,46.56,249.0,224.1,1,0.0,0.0,224.1,0,2.48,224.1,9.34,24.9,24.9,17.93,249.0,fc50af6d-6d07-40a9-933b-c13e84eb03d7,5000,5000,Shipped,False,False,False,False,NONE,NONE,2020-03-17T00:00:00.000,6324631346155176891
1,122000277,1222483,0.0,41.74,237.0,237.0,3,0.0,0.0,237.0,0,0.91,237.0,8.81,0.0,0.0,18.96,79.0,f9c6311a-535f-4a7c-9a11-1c4d5bbd34a6,4000,4000,Cancelled,False,False,False,False,NONE,NONE,2023-04-06T00:00:00.000,6747242355199325829
2,122000277,800456,0.0,19.25,249.0,249.0,1,0.0,0.0,249.0,0,0.8,249.0,10.17,0.0,0.0,19.92,249.0,148198c0-2ac4-48ac-8024-70923279f5ab,4000,4000,Cancelled,False,False,False,False,NONE,NONE,2023-04-06T00:00:00.000,6431249710448232084
1,122000278,1222483,0.0,18.04,79.0,63.2,1,0.0,0.0,63.2,0,3.15,63.2,5.77,15.8,15.8,5.06,79.0,579d65f8-083c-4776-ba84-6533372ef3a9,2000,2000,Fulfilled,True,False,False,False,NONE,NONE,2021-08-21T00:00:00.000,6188911696993835636
2,122000278,900789,0.0,23.74,163.5,163.5,3,0.0,0.0,163.5,0,1.49,163.5,9.56,0.0,0.0,13.08,54.5,e8e117d4-dd26-4af4-94f5-59f9b63c184d,2000,2000,Fulfilled,True,False,False,False,NONE,NONE,2021-08-21T00:00:00.000,6861464022341093726
1,122000279,900789,0.0,30.51,109.0,109.0,2,0.0,0.0,109.0,0,4.86,109.0,9.07,0.0,0.0,8.72,54.5,3e545ecd-1eee-4c0a-b892-acc52c701cf3,3000,3000,Cancelled,True,False,False,False,NONE,NONE,2025-02-05T00:00:00.000,6315167027253587548
1,122000280,775376,0.0,35.26,98.0,78.4,1,0.0,0.0,78.4,0,1.57,78.4,11.81,19.6,19.6,6.27,98.0,cc71aa8e-89da-423d-96b9-7e2cf9ff8773,3000,3000,Cancelled,False,False,False,False,NONE,NONE,2024-02-05T00:00:00.000,6031832413283568827
2,122000280,900789,0.0,23.83,54.5,46.33,1,0.0,0.0,46.33,0,2.87,46.33,9.2,8.17,8.17,3.71,54.5,d11a26d2-f945-4972-a2d7-f6d366526da3,3000,3000,Cancelled,False,False,False,False,NONE,NONE,2024-02-05T00:00:00.000,6933880803486425464
1,122000281,800456,0.0,44.91,249.0,211.65,1,0.0,0.0,211.65,0,3.7,211.65,7.63,37.35,37.35,16.93,249.0,450fc99b-a5c5-40a8-80fd-8918ef4e2a2d,4000,4000,Shipped,False,False,False,False,NONE,NONE,2021-11-09T00:00:00.000,6384779206270995610
1,122000282,775376,0.0,6.3,294.0,235.2,3,0.0,0.0,235.2,0,0.52,235.2,14.22,58.8,58.8,18.82,98.0,6bc109fa-54ff-4d43-a509-61264167eacd,4000,4000,Shipped,False,False,False,False,NONE,NONE,2025-05-15T00:00:00.000,6491056491398830905
2,122000282,775376,0.0,2.4,294.0,264.6,3,0.0,0.0,264.6,0,4.16,264.6,11.67,29.4,29.4,21.17,98.0,7115e70a-15a6-4d71-a436-ae16de0943a6,4000,4000,Shipped,False,False,False,False,NONE,NONE,2025-05-15T00:00:00.000,6567530507031905236
3,122000282,800123,0.0,4.82,89.0,89.0,1,0.0,0.0,89.0,0,1.8,89.0,11.13,0.0,0.0,7.12,89.0,0a6c5eef-2985-4bef-a1e0-f8b73416df89,4000,4000,Shipped,False,False,False,False,NONE,NONE,2025-05-15T00:00:00.000,6344481064375427825
1,122000283,800123,0.0,9.39,178.0,178.0,2,0.0,0.0,178.0,0,2.13,178.0,14.72,0.0,0.0,14.24,89.0,6ab4d821-be4f-4c4a-9b0e-3a4f3b1b94c7,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2021-11-12T00:00:00.000,6725522076564919827
1,122000284,901234,0.0,30.93,39.99,39.99,1,0.0,0.0,39.99,0,2.43,39.99,10.74,0.0,0.0,3.2,39.99,f7482ed4-e5d9-4525-b2aa-f3350725acf7,4000,4000,Pending,False,False,False,False,NONE,NONE,2024-08-09T00:00:00.000,6117209169362547584
2,122000284,1222647,0.0,4.93,178.5,178.5,3,0.0,0.0,178.5,0,2.91,178.5,11.91,0.0,0.0,14.28,59.5,5ea7f2ec-04a0-4dfe-a247-539ada33d7c6,4000,4000,Pending,False,False,False,False,NONE,NONE,2024-08-09T00:00:00.000,6245202194872374685
3,122000284,800456,0.0,47.78,747.0,747.0,3,0.0,0.0,747.0,0,2.33,747.0,10.95,0.0,0.0,59.76,249.0,37523c2c-2774-4dd0-87df-a019a1ad7232,4000,4000,Pending,False,False,False,False,NONE,NONE,2024-08-09T00:00:00.000,6296579081908794355
4,122000284,1222483,0.0,44.25,237.0,201.45,3,0.0,0.0,201.45,0,1.91,201.45,10.41,35.55,35.55,16.12,79.0,ca90f150-3669-40c1-9f7b-d14253795397,4000,4000,Pending,True,False,False,False,NONE,187528733,2024-08-09T00:00:00.000,6026744348543020717
1,122000285,900789,0.0,15.59,54.5,40.88,1,0.0,0.0,40.88,0,4.69,40.88,7.75,13.62,13.62,3.27,54.5,059e3afe-1fc7-404a-bba4-24c0465b6448,4000,4000,Shipped,False,False,False,False,NONE,NONE,2020-03-08T00:00:00.000,6002975049420885404
1,122000286,800123,0.0,6.22,267.0,213.6,3,0.0,0.0,213.6,0,3.05,213.6,5.48,53.4,53.4,17.09,89.0,a9bb6ab5-e9a8-4ba7-926b-c15169677e72,4000,4000,Processing,True,False,False,False,NONE,NONE,2021-06-17T00:00:00.000,6204470907615149863
2,122000286,900789,0.0,18.88,163.5,122.64,3,0.0,0.0,122.64,0,3.57,122.64,6.39,40.86,40.86,9.81,54.5,daafb138-95f5-411b-9ca8-980b7059fd53,4000,4000,Processing,False,False,False,False,NONE,NONE,2021-06-17T00:00:00.000,6491974467085240396
3,122000286,902345,0.0,13.09,149.98,149.98,2,0.0,0.0,149.98,0,1.04,149.98,14.17,0.0,0.0,12.0,74.99,405f9274-c61e-4218-b52a-4b602e1ee911,4000,4000,Processing,False,False,False,False,NONE,NONE,2021-06-17T00:00:00.000,6269580633714336106
1,122000287,1222483,0.0,7.04,158.0,118.5,2,0.0,0.0,118.5,0,2.09,118.5,13.24,39.5,39.5,9.48,79.0,74852ce0-509e-4156-bbbe-92ec8b4fc2fa,3000,3000,Pending,False,False,False,False,NONE,146167883,2021-02-04T00:00:00.000,6241211727888815290
2,122000287,902345,0.0,38.44,149.98,149.98,2,0.0,0.0,149.98,0,4.22,149.98,5.97,0.0,0.0,12.0,74.99,1658e18b-bf53-4668-ac0e-21c964ebb9cf,3000,3000,Pending,False,False,False,False,NONE,NONE,2021-02-04T00:00:00.000,6068294963975826750
3,122000287,800456,0.0,1.28,249.0,199.2,1,0.0,0.0,199.2,0,2.81,199.2,12.07,49.8,49.8,15.94,249.0,0a421600-cc4b-4978-bbe2-0ee31b12f80f,3000,3000,Pending,True,False,False,False,NONE,NONE,2021-02-04T00:00:00.000,6297874695535429150
1,122000288,775376,0.0,4.56,196.0,196.0,2,0.0,0.0,196.0,0,0.34,196.0,11.15,0.0,0.0,15.68,98.0,1b64cd79-18be-4656-8984-4ce736bd7182,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2022-04-21T00:00:00.000,6056933561275086343
2,122000288,676596,0.0,46.21,208.5,208.5,3,0.0,0.0,208.5,0,4.43,208.5,6.73,0.0,0.0,16.68,69.5,c5387fdb-bc03-43c8-8aea-d3f50c27f8d3,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2022-04-21T00:00:00.000,6759645456455085663
1,122000289,676596,0.0,12.99,69.5,59.08,1,0.0,0.0,59.08,0,1.8,59.08,9.62,10.42,10.42,4.73,69.5,78843752-04cf-4788-8071-b5a5dc0e7117,4000,4000,Fulfilled,True,False,False,False,NONE,NONE,2024-08-19T00:00:00.000,6423448119858227509
2,122000289,901234,0.0,7.78,119.97,119.97,3,0.0,0.0,119.97,0,0.32,119.97,9.83,0.0,0.0,9.6,39.99,e797f1a9-be40-4ed7-a061-d7a334fe1f43,4000,4000,Fulfilled,False,False,False,False,NONE,NONE,2024-08-19T00:00:00.000,6409711397784193220
1,122000290,800123,0.0,8.12,178.0,178.0,2,0.0,0.0,178.0,0,4.23,178.0,13.1,0.0,0.0,14.24,89.0,faf474ec-a7f7-4efa-b170-0b44705efecd,4000,4000,Fulfilled,False,False,True,False,NONE,NONE,2021-10-24T00:00:00.000,6488172663289169855
2,122000290,800123,0.0,10.51,178.0,178.0,2,0.0,0.0,178.0,0,3.68,178.0,5.78,0.0,0.0,14.24,89.0,c4473f90-1fe9-475e-81f1-e826cbc72e5a,4000,4000,Fulfilled,True,False,False,False,NONE,NONE,2021-10-24T00:00:00.000,6806847462106685161
3,122000290,901234,0.0,39.3,79.98,79.98,2,0.0,0.0,79.98,0,3.21,79.98,11.8,0.0,0.0,6.4,39.99,d8e85bb9-d814-45ec-8158-b52086c431f5,4000,4000,Fulfilled,False,False,False,False,NONE,NONE,2021-10-24T00:00:00.000,6950614003127176075
4,122000290,800123,0.0,38.78,178.0,142.4,2,0.0,0.0,142.4,0,1.66,142.4,12.84,35.6,35.6,11.39,89.0,cccc0f45-10a5-4e32-b002-f09371ac2f44,4000,4000,Fulfilled,False,False,False,False,NONE,NONE,2021-10-24T00:00:00.000,6489932982309718621
1,122000291,901234,0.0,18.1,119.97,119.97,3,0.0,0.0,119.97,0,1.86,119.97,7.86,0.0,0.0,9.6,39.99,c0a8bcc0-05da-4a14-923e-469300b5b6d6,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2020-09-19T00:00:00.000,6391558694013961983
2,122000291,676596,0.0,3.16,69.5,69.5,1,0.0,0.0,69.5,0,0.98,69.5,14.85,0.0,0.0,5.56,69.5,ac41c308-06a0-413d-8567-4e4968f3a390,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2020-09-19T00:00:00.000,6834435392539633102
1,122000292,1222647,0.0,48.12,119.0,119.0,2,0.0,0.0,119.0,0,2.38,119.0,8.21,0.0,0.0,9.52,59.5,406cd856-e3cd-4c2c-8b76-1d5185d13aa2,3000,3000,Processing,True,False,False,False,NONE,NONE,2025-10-23T00:00:00.000,6923284502698334064
2,122000292,1222483,0.0,8.98,79.0,79.0,1,0.0,0.0,79.0,0,0.51,79.0,6.4,0.0,0.0,6.32,79.0,6b528086-077a-4c81-83f9-fcfa94ad0801,3000,3000,Processing,False,False,True,False,NONE,NONE,2025-10-23T00:00:00.000,6687500776983145256
1,122000293,676596,0.0,27.77,69.5,69.5,1,0.0,0.0,69.5,0,4.56,69.5,5.99,0.0,0.0,5.56,69.5,d663ea44-96a5-4cf2-8356-551be8feec0b,4000,4000,Fulfilled,True,False,False,False,NONE,NONE,2024-07-18T00:00:00.000,6857566316353486313
2,122000293,676596,0.0,13.2,69.5,69.5,1,0.0,0.0,69.5,0,1.01,69.5,9.75,0.0,0.0,5.56,69.5,973936de-208b-43d4-8576-a8ce892f25ae,4000,4000,Fulfilled,False,False,False,False,NONE,NONE,2024-07-18T00:00:00.000,6452827561541281237
1,122000294,901234,0.0,27.52,79.98,71.98,2,0.0,0.0,71.98,0,4.05,71.98,12.66,8.0,8.0,5.76,39.99,8806a874-9ce0-4bbd-a347-1dbba9e9376a,2000,2000,Cancelled,True,False,False,False,NONE,NONE,2020-01-20T00:00:00.000,6239870135751740607
2,122000294,676596,0.0,14.93,139.0,118.16,2,0.0,0.0,118.16,0,0.98,118.16,6.75,20.84,20.84,9.45,69.5,c574b01a-adc7-4ae0-b9e6-481e824a38a2,2000,2000,Cancelled,False,False,False,False,NONE,NONE,2020-01-20T00:00:00.000,6784536183657943215
3,122000294,1009608,0.0,35.86,49.5,49.5,1,0.0,0.0,49.5,0,4.11,49.5,10.63,0.0,0.0,3.96,49.5,6bbe346f-39c3-41ba-a61b-c04def40ee98,2000,2000,Cancelled,True,False,False,False,NONE,NONE,2020-01-20T00:00:00.000,6095536202174055971
4,122000294,902345,0.0,8.8,149.98,149.98,2,0.0,0.0,149.98,0,3.52,149.98,6.0,0.0,0.0,12.0,74.99,93cfe7aa-2fb9-47c7-9167-7c1c53d6f735,2000,2000,Cancelled,False,False,False,False,NONE,175052781,2020-01-20T00:00:00.000,6541062532631478639
1,122000295,676596,0.0,0.33,208.5,187.65,3,0.0,0.0,187.65,0,0.91,187.65,7.15,20.85,20.85,15.01,69.5,deac5593-c9fc-47ab-8e49-19f4c8adbe37,3000,3000,Fulfilled,False,False,False,False,598,NONE,2025-06-03T00:00:00.000,6705539442938372721
2,122000295,902345,0.0,25.44,224.97,202.47,3,0.0,0.0,202.47,0,4.89,202.47,11.0,22.5,22.5,16.2,74.99,3f390eba-c814-4062-910e-9d085b6cbef9,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2025-06-03T00:00:00.000,6655991468910982699
3,122000295,800456,0.0,30.34,747.0,634.95,3,0.0,0.0,634.95,0,1.09,634.95,10.25,112.05,112.05,50.8,249.0,fb779b48-d0f8-4ee3-a3cb-2639b15e1b24,3000,3000,Fulfilled,True,False,True,False,NONE,NONE,2025-06-03T00:00:00.000,6647895311042683398
4,122000295,900789,0.0,5.89,109.0,98.1,2,0.0,0.0,98.1,0,1.17,98.1,11.59,10.9,10.9,7.85,54.5,4b0d3d51-0064-4b42-817b-26302d1d1d5c,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2025-06-03T00:00:00.000,6570050449675302747
1,122000296,901234,0.0,44.93,79.98,79.98,2,0.0,0.0,79.98,0,4.61,79.98,7.11,0.0,0.0,6.4,39.99,91a17509-c889-4816-a034-4a85a72c61b2,5000,5000,Fulfilled,True,False,False,False,NONE,NONE,2025-10-16T00:00:00.000,6893720784511673263
2,122000296,902345,0.0,20.42,224.97,202.47,3,0.0,0.0,202.47,0,2.17,202.47,9.33,22.5,22.5,16.2,74.99,2b91d0be-4680-4857-a53c-9f3cd8c145ea,5000,5000,Fulfilled,False,False,False,False,NONE,NONE,2025-10-16T00:00:00.000,6102487665262273580
3,122000296,800456,0.0,2.97,249.0,249.0,1,0.0,0.0,249.0,0,3.36,249.0,9.05,0.0,0.0,19.92,249.0,6940c861-3b2e-49f0-8b7c-a43afb9fce89,5000,5000,Fulfilled,True,False,False,False,NONE,NONE,2025-10-16T00:00:00.000,6907419860595458095
