reward_transaction_id,line_no,class_code,style_id,quantity,net_retail,markdown_percent,coupon_code,regular_points,bonus_points,net_retail_central,header_bonus_points,tender_bonus_points,return_flag,original_reward_tran_id,original_reward_line_no,returned_quantity,exchange_for_line_no
58478168,3,293015654,632921,2,178.67,15,WELCOME,178,0,178.67,0,0,0,NONE,NONE,0,NONE
58478114,1,389010613,817908,2,126.99,25,SAVE20,126,50,126.99,0,0,0,NONE,NONE,0,NONE
58478114,2,931319612,475867,1,166.67,25,SPRING25,166,20,166.67,0,0,0,NONE,NONE,1,NONE
58485667,1,894885051,661428,1,129.4,0,WELCOME,129,50,129.4,0,0,0,86933178,NONE,1,NONE
58485667,2,512197959,267122,1,136.68,15,NONE,136,0,136.68,0,0,0,NONE,NONE,0,NONE
58481276,1,874708018,201813,2,108.23,25,LOYALTY,108,50,108.23,0,0,0,NONE,2,0,NONE
58490890,1,485566917,204983,2,63.49,15,SPRING25,63,20,63.49,0,0,0,NONE,NONE,0,NONE
58490890,2,582327191,610018,2,98.34,20,SPRING25,98,10,98.34,0,0,0,NONE,NONE,1,NONE
58490890,3,986252106,758916,1,95.69,15,NONE,95,50,95.69,0,0,0,NONE,NONE,0,NONE
58487957,1,798275369,575039,1,112.8,20,SAVE20,112,0,112.8,0,0,0,NONE,NONE,0,NONE
58487957,2,624078700,199534,2,181.91,20,SPRING25,181,10,181.91,0,0,0,NONE,NONE,0,NONE
58478083,1,568325330,148835,2,52.82,20,SPRING25,52,20,52.82,0,0,0,NONE,NONE,1,NONE
58478083,2,256260905,338960,2,66.15,25,SPRING25,66,20,66.15,0,0,0,80262327,NONE,0,NONE
58478083,3,245493302,224860,1,70.55,20,LOYALTY,70,0,70.55,0,0,0,88492916,NONE,0,NONE
58491762,1,305816294,243058,1,104.6,15,SAVE20,104,0,104.6,0,0,0,82053940,4,0,NONE
58491762,2,494177783,919790,1,182.5,0,SAVE20,182,50,182.5,0,0,0,NONE,NONE,0,NONE
58491762,3,759673866,462121,1,106.21,25,SAVE10,106,50,106.21,0,0,0,NONE,NONE,1,NONE
58487734,1,448382041,491560,1,83.39,15,LOYALTY,83,10,83.39,0,0,0,85537399,1,1,NONE
58487734,2,451043017,121880,2,62.88,25,WELCOME,62,0,62.88,0,0,0,NONE,NONE,1,NONE
58483730,1,184771160,860875,2,66.63,15,LOYALTY,66,10,66.63,0,0,0,NONE,NONE,0,NONE
58483730,2,736433550,263673,2,179.85,10,SAVE10,179,0,179.85,0,0,0,NONE,5,1,1
58483730,3,262880854,717422,1,174.94,0,NONE,174,10,174.94,0,0,0,NONE,NONE,0,NONE
58482086,1,470627512,383769,2,148.01,15,SAVE10,148,0,148.01,0,0,0,NONE,NONE,1,NONE
58482086,2,630010338,184918,1,88.85,10,SAVE20,88,50,88.85,0,0,0,83260821,NONE,0,NONE
58482086,3,643634570,442693,2,171.08,15,SPRING25,171,0,171.08,0,0,0,NONE,NONE,0,NONE
58485664,1,263913847,557760,1,196.21,15,SAVE10,196,20,196.21,0,0,0,NONE,NONE,0,2
58485664,2,849077147,419893,2,178.72,15,LOYALTY,178,0,178.72,0,0,0,NONE,NONE,0,NONE
58485664,3,209122636,468121,1,194.54,10,NONE,194,10,194.54,0,0,0,NONE,NONE,0,NONE
58483138,1,852276058,249405,2,182.36,0,WELCOME,182,10,182.36,0,0,0,NONE,NONE,0,NONE
58483138,2,739048124,716256,1,116.85,15,SPRING25,116,50,116.85,0,0,0,NONE,NONE,0,7
58483138,3,404013109,670550,2,113.05,0,SAVE20,113,0,113.05,0,0,0,NONE,NONE,0,NONE
58479573,1,752680298,866476,2,177.07,10,SAVE20,177,0,177.07,0,0,0,NONE,NONE,0,NONE
58481305,1,266863973,959443,1,155.42,25,SAVE10,155,20,155.42,0,0,0,83479226,NONE,1,NONE
58483482,1,159327345,645026,2,159.01,20,SAVE20,159,0,159.01,0,0,0,NONE,3,1,NONE
58483482,2,574934004,374845,1,54.38,15,NONE,54,0,54.38,0,0,0,85484795,NONE,0,NONE
58479262,1,649050173,392552,2,138.71,0,SAVE10,138,0,138.71,0,0,0,NONE,NONE,0,NONE
58479262,2,786022888,640747,1,116.96,25,SAVE20,116,50,116.96,0,0,0,NONE,NONE,0,NONE
58484882,1,273416435,615134,1,103.09,10,NONE,103,10,103.09,0,0,0,NONE,NONE,0,NONE
58484882,2,604161377,334143,1,165.3,25,SAVE10,165,0,165.3,0,0,0,NONE,NONE,0,NONE
58491067,1,247688388,341544,1,64.86,0,SAVE10,64,20,64.86,0,0,0,NONE,NONE,0,NONE
58491067,2,697138051,707363,1,72.97,15,SAVE10,72,0,72.97,0,0,0,NONE,NONE,0,NONE
58485039,1,376618910,603696,1,191.59,0,WELCOME,191,20,191.59,0,0,0,NONE,NONE,0,NONE
58481574,1,720562199,988126,1,84.4,0,SAVE10,84,50,84.4,0,0,0,81854767,NONE,0,NONE
58481733,1,216307461,982552,2,152.21,0,SAVE10,152,10,152.21,0,0,0,NONE,NONE,0,NONE
58481733,2,494470709,768681,1,132.0,20,LOYALTY,132,0,132.0,0,0,0,NONE,5,1,NONE
58489588,1,170431863,986305,2,156.98,25,LOYALTY,156,0,156.98,0,0,0,85864843,NONE,0,NONE
58489588,2,604635856,370907,1,158.59,0,LOYALTY,158,10,158.59,0,0,0,NONE,NONE,0,NONE
58486811,1,633726934,407246,2,186.21,15,LOYALTY,186,0,186.21,0,0,0,NONE,NONE,0,NONE
58486811,2,168292303,971268,2,65.6,10,SAVE20,65,0,65.6,0,0,0,NONE,NONE,0,NONE
58486811,3,695692039,944033,1,104.08,25,SAVE10,104,20,104.08,0,0,0,NONE,NONE,0,NONE
58477529,1,171854409,662444,2,176.12,10,SPRING25,176,0,176.12,0,0,0,NONE,2,0,NONE
58477529,2,361875752,445526,2,109.51,15,SAVE10,109,20,109.51,0,0,0,88340242,NONE,1,NONE
58480430,1,188878417,393988,1,90.92,15,SAVE10,90,0,90.92,0,0,0,NONE,NONE,0,NONE
58490213,1,272671286,340233,2,128.02,0,SAVE10,128,0,128.02,0,0,0,NONE,1,0,NONE
58490213,2,629840248,179123,2,63.62,25,SPRING25,63,0,63.62,0,0,0,NONE,NONE,0,NONE
58490213,3,625908427,520077,1,90.68,20,SPRING25,90,20,90.68,0,0,0,NONE,NONE,0,NONE
58488164,1,393359145,868983,1,90.26,0,LOYALTY,90,0,90.26,0,0,0,86675463,NONE,0,NONE
58490839,1,721442604,855674,2,157.15,10,SAVE20,157,10,157.15,0,0,0,83356805,NONE,1,NONE
58490839,2,338560242,199161,1,187.83,25,SPRING25,187,50,187.83,0,0,0,NONE,NONE,1,NONE
58490839,3,663302352,123015,1,63.18,20,LOYALTY,63,10,63.18,0,0,0,80362912,NONE,0,NONE
58490469,1,146578860,470972,2,180.73,15,SAVE10,180,0,180.73,0,0,0,NONE,NONE,0,NONE
58482039,1,983707125,816086,2,83.62,15,LOYALTY,83,50,83.62,0,0,0,NONE,NONE,1,NONE
58482039,2,810608311,182870,1,60.84,20,SAVE20,60,0,60.84,0,0,0,89287344,NONE,0,1
58482039,3,861378088,533311,1,189.49,10,SAVE20,189,0,189.49,0,0,0,89042191,NONE,0,NONE
58490198,1,272544892,377043,2,67.46,25,SPRING25,67,50,67.46,0,0,0,NONE,NONE,0,NONE
58490198,2,340461111,100403,2,124.94,15,SAVE10,124,0,124.94,0,0,0,NONE,1,1,NONE
58490198,3,741268127,133736,1,115.32,15,SAVE10,115,0,115.32,0,0,0,NONE,NONE,1,NONE
58483343,1,857580217,820757,1,112.97,15,SPRING25,112,0,112.97,0,0,0,NONE,NONE,1,NONE
58483343,2,105995209,438082,1,50.17,25,WELCOME,50,50,50.17,0,0,0,NONE,NONE,0,NONE
58483343,3,350797365,505269,1,195.27,25,SPRING25,195,0,195.27,0,0,0,NONE,1,0,NONE
58483658,1,836947432,977872,2,168.68,20,NONE,168,0,168.68,0,0,0,NONE,5,1,NONE
58480540,1,194899996,642953,1,92.98,0,WELCOME,92,0,92.98,0,0,0,NONE,NONE,0,NONE
58480540,2,335241635,976098,2,154.71,25,SPRING25,154,10,154.71,0,0,0,NONE,NONE,0,NONE
58480540,3,680503715,176409,1,170.49,20,SPRING25,170,20,170.49,0,0,0,NONE,NONE,1,NONE
58489940,1,307535837,265805,1,101.39,20,SAVE10,101,20,101.39,0,0,0,86055382,NONE,1,NONE
58489940,2,159485492,276766,1,117.85,25,LOYALTY,117,0,117.85,0,0,0,NONE,3,0,NONE
58489940,3,279363676,615168,2,122.46,10,LOYALTY,122,10,122.46,0,0,0,NONE,4,0,NONE
58482853,1,542100478,815476,1,121.82,20,LOYALTY,121,20,121.82,0,0,0,83214670,NONE,0,NONE
58482853,2,522586329,851130,1,130.11,0,LOYALTY,130,0,130.11,0,0,0,80787760,3,0,NONE
58491135,1,186351759,359595,1,63.46,15,WELCOME,63,0,63.46,0,0,0,NONE,NONE,0,3
58491135,2,157047697,863022,2,117.6,0,SPRING25,117,50,117.6,0,0,0,NONE,NONE,0,NONE
58491135,3,314356157,226622,1,76.84,25,WELCOME,76,10,76.84,0,0,0,NONE,NONE,0,NONE
58490276,1,216140769,354990,1,131.05,15,WELCOME,131,50,131.05,0,0,0,NONE,NONE,0,NONE
58490276,2,743544573,473755,2,195.96,15,SPRING25,195,0,195.96,0,0,0,NONE,3,0,NONE
58490276,3,311504557,759784,1,188.18,15,SAVE20,188,0,188.18,0,0,0,NONE,NONE,0,NONE
58483786,1,469036798,981976,2,66.88,20,NONE,66,20,66.88,0,0,0,82278312,NONE,1,NONE
58483786,2,867771637,579498,1,174.99,0,WELCOME,174,10,174.99,0,0,0,NONE,NONE,0,NONE
58483786,3,340510855,916599,1,101.06,15,NONE,101,50,101.06,0,0,0,NONE,NONE,0,NONE
58482256,1,514665910,820698,1,55.31,15,SAVE20,55,10,55.31,0,0,0,82853067,NONE,0,NONE
58482256,2,612366771,633822,1,135.08,0,SAVE20,135,0,135.08,0,0,0,88210981,NONE,0,2
58477579,1,535979979,739799,2,178.11,0,WELCOME,178,0,178.11,0,0,0,NONE,NONE,0,NONE
58477579,2,949524390,799841,1,142.43,20,WELCOME,142,50,142.43,0,0,0,NONE,NONE,0,NONE
58477579,3,194568467,209389,1,109.0,10,NONE,109,0,109.0,0,0,0,NONE,NONE,0,NONE
58477500,1,864973040,944047,2,138.06,20,SAVE20,138,20,138.06,0,0,0,NONE,NONE,1,NONE
58477500,2,623383292,358186,1,190.02,25,LOYALTY,190,0,190.02,0,0,0,NONE,4,0,NONE
58479922,1,311723398,963317,2,172.78,15,SAVE20,172,20,172.78,0,0,0,NONE,NONE,1,NONE
58488205,1,563425294,350109,2,77.36,10,SAVE10,77,0,77.36,0,0,0,NONE,NONE,1,NONE
58488205,2,336462854,373659,2,150.99,0,NONE,150,10,150.99,0,0,0,NONE,NONE,0,NONE
58488205,3,688034954,179889,2,182.92,20,SAVE10,182,0,182.92,0,0,0,NONE,NONE,0,NONE
58488346,1,146983356,629272,1,65.46,15,SAVE20,65,50,65.46,0,0,0,NONE,NONE,0,NONE
58489633,1,880462219,293599,1,109.13,25,SPRING25,109,20,109.13,0,0,0,NONE,NONE,0,NONE
58489633,2,696500243,202816,1,109.29,20,WELCOME,109,20,109.29,0,0,0,NONE,NONE,0,NONE
58489633,3,730234668,833388,1,132.02,15,LOYALTY,132,50,132.02,0,0,0,NONE,NONE,0,NONE
58491442,1,661298747,703629,1,115.62,15,LOYALTY,115,0,115.62,0,0,0,NONE,2,0,NONE
58486999,1,633229450,863914,2,162.39,0,WELCOME,162,0,162.39,0,0,0,NONE,NONE,0,NONE
58486999,2,792628751,284176,2,148.89,0,SAVE20,148,0,148.89,0,0,0,NONE,NONE,0,9
58486999,3,213662959,997926,2,71.46,0,SAVE20,71,10,71.46,0,0,0,85212169,NONE,0,8
58491542,1,460708454,956059,1,95.17,15,NONE,95,10,95.17,0,0,0,83637088,NONE,0,NONE
58491542,2,388564136,967976,1,73.51,25,WELCOME,73,0,73.51,0,0,0,NONE,NONE,0,NONE
58491542,3,958867060,173007,2,57.15,20,SAVE10,57,10,57.15,0,0,0,NONE,NONE,1,1
58485443,1,204734676,569010,2,58.67,15,LOYALTY,58,20,58.67,0,0,0,NONE,NONE,0,1
58485443,2,749018760,442380,1,194.96,15,WELCOME,194,0,194.96,0,0,0,NONE,NONE,1,3
58487170,1,353993117,464080,2,129.55,20,SAVE20,129,0,129.55,0,0,0,NONE,NONE,1,5
58487170,2,798986373,327336,1,142.55,10,NONE,142,20,142.55,0,0,0,NONE,NONE,0,NONE
58479441,1,225252278,209237,1,196.25,10,SAVE20,196,0,196.25,0,0,0,NONE,NONE,1,NONE
58479441,2,492235504,161012,2,140.88,15,SAVE20,140,0,140.88,0,0,0,84022107,NONE,0,NONE
58479441,3,369946749,380732,1,130.47,10,SPRING25,130,50,130.47,0,0,0,NONE,NONE,0,NONE
58477088,1,430825309,822076,2,187.97,10,LOYALTY,187,0,187.97,0,0,0,NONE,NONE,0,1
58488687,1,889400573,576866,1,142.78,10,SAVE10,142,0,142.78,0,0,0,NONE,1,1,NONE
58484016,1,607044402,199130,2,100.79,0,SAVE10,100,50,100.79,0,0,0,NONE,NONE,1,NONE
58484016,2,844100655,512293,1,81.71,25,LOYALTY,81,0,81.71,0,0,0,89613756,NONE,1,NONE
58477963,1,883374795,173073,1,80.55,20,WELCOME,80,20,80.55,0,0,0,NONE,NONE,0,NONE
58477963,2,363175220,208539,1,83.33,0,WELCOME,83,20,83.33,0,0,0,82736173,NONE,0,NONE
58482096,1,376417252,499633,2,72.48,25,SPRING25,72,20,72.48,0,0,0,86036220,NONE,1,NONE
58482096,2,402893276,902186,1,171.51,20,SPRING25,171,0,171.51,0,0,0,NONE,NONE,0,NONE
58481912,1,402358825,919673,2,76.96,15,WELCOME,76,0,76.96,0,0,0,NONE,4,1,NONE
58481912,2,900462584,587605,2,118.71,25,SPRING25,118,20,118.71,0,0,0,NONE,NONE,1,NONE
58481912,3,882350288,994929,1,116.83,0,LOYALTY,116,50,116.83,0,0,0,NONE,NONE,0,NONE
58490850,1,393119324,231805,2,157.62,25,WELCOME,157,0,157.62,0,0,0,NONE,1,1,NONE
58479669,1,501831177,205152,2,67.69,20,SAVE20,67,0,67.69,0,0,0,NONE,NONE,0,NONE
58479669,2,292195508,580419,1,97.36,25,NONE,97,0,97.36,0,0,0,NONE,NONE,0,2
58489026,1,809472099,783942,2,172.31,20,SAVE20,172,0,172.31,0,0,0,NONE,NONE,0,NONE
58489026,2,634941904,666985,1,117.78,10,SAVE20,117,10,117.78,0,0,0,NONE,NONE,0,NONE
58489026,3,905745281,430534,1,141.95,15,SPRING25,141,0,141.95,0,0,0,85409588,NONE,1,NONE
58486293,1,705108854,177317,2,94.25,15,SPRING25,94,10,94.25,0,0,0,NONE,2,0,NONE
58486293,2,453243211,479071,2,133.16,20,SPRING25,133,20,133.16,0,0,0,NONE,NONE,0,NONE
58486293,3,267066146,725099,2,161.88,0,SAVE10,161,0,161.88,0,0,0,87785115,NONE,0,NONE
58489254,1,709541157,282058,1,126.12,25,NONE,126,20,126.12,0,0,0,83916252,5,1,NONE
58479592,1,665578158,224488,1,88.9,10,SPRING25,88,10,88.9,0,0,0,NONE,NONE,1,NONE
58479592,2,820523703,384207,2,124.96,25,SAVE20,124,0,124.96,0,0,0,NONE,NONE,1,NONE
58480763,1,292424085,289674,2,119.55,10,SAVE10,119,0,119.55,0,0,0,NONE,1,1,NONE
58489909,1,781898441,840172,1,74.81,25,SPRING25,74,0,74.81,0,0,0,NONE,NONE,1,5
58489909,2,174780567,287066,2,153.81,15,SAVE20,153,0,153.81,0,0,0,NONE,NONE,1,1
58489909,3,328971284,993354,1,58.94,15,WELCOME,58,0,58.94,0,0,0,NONE,NONE,1,NONE
58479170,1,398258152,628160,1,142.19,10,SAVE10,142,0,142.19,0,0,0,NONE,3,1,NONE
58479170,2,476541993,259271,2,115.97,15,NONE,115,20,115.97,0,0,0,NONE,NONE,0,NONE
58479170,3,244542599,763988,1,83.59,0,WELCOME,83,0,83.59,0,0,0,NONE,NONE,1,NONE
58488474,1,707465931,745350,2,157.07,20,WELCOME,157,50,157.07,0,0,0,83918974,NONE,0,NONE
58483281,1,614799276,175914,1,142.17,10,SAVE20,142,0,142.17,0,0,0,NONE,NONE,1,NONE
58479405,1,276934126,754014,2,136.03,15,SPRING25,136,0,136.03,0,0,0,NONE,NONE,0,NONE
58491726,1,897296762,778666,1,175.11,20,SAVE20,175,0,175.11,0,0,0,85156894,NONE,0,NONE
58491726,2,738241961,908570,1,72.04,15,WELCOME,72,20,72.04,0,0,0,NONE,4,0,NONE
58484944,1,606590087,193872,1,163.43,15,WELCOME,163,50,163.43,0,0,0,NONE,2,1,NONE
58484944,2,195612038,516264,1,119.29,25,SAVE20,119,10,119.29,0,0,0,84512083,4,0,NONE
58488379,1,317264423,314040,1,58.73,15,LOYALTY,58,50,58.73,0,0,0,NONE,NONE,0,NONE
58488379,2,333381857,663099,2,72.62,10,SAVE10,72,0,72.62,0,0,0,NONE,NONE,0,NONE
58485146,1,487166123,187935,2,65.21,10,SAVE10,65,0,65.21,0,0,0,NONE,NONE,1,NONE
58485146,2,733407639,807889,1,168.89,10,NONE,168,0,168.89,0,0,0,82286533,NONE,0,NONE
58485146,3,172920705,404775,2,191.75,25,SPRING25,191,0,191.75,0,0,0,NONE,NONE,0,NONE
58479473,1,283657171,433927,2,62.37,10,WELCOME,62,10,62.37,0,0,0,NONE,NONE,0,NONE
58489987,1,790362605,439076,2,126.21,15,SPRING25,126,0,126.21,0,0,0,NONE,NONE,0,NONE
58489987,2,536251350,351010,1,115.09,20,SAVE10,115,0,115.09,0,0,0,80518661,3,1,NONE
58478122,1,980452563,332470,1,149.81,15,SPRING25,149,20,149.81,0,0,0,NONE,NONE,1,NONE
58483647,1,755066374,918969,2,180.33,25,SAVE10,180,0,180.33,0,0,0,NONE,NONE,1,NONE
58479776,1,116719230,428454,1,97.58,10,WELCOME,97,20,97.58,0,0,0,NONE,NONE,0,NONE
58479776,2,690336527,320808,1,192.41,0,LOYALTY,192,0,192.41,0,0,0,NONE,NONE,0,NONE
58491935,1,817695182,743065,2,161.44,15,SPRING25,161,10,161.44,0,0,0,NONE,NONE,0,3
58491935,2,202579754,233591,1,160.34,25,LOYALTY,160,0,160.34,0,0,0,NONE,NONE,1,NONE
58484156,1,352222138,690820,2,66.28,25,SAVE20,66,0,66.28,0,0,0,89572657,NONE,1,NONE
58484156,2,223911926,159812,1,89.66,15,WELCOME,89,10,89.66,0,0,0,NONE,NONE,0,10
58484156,3,442843378,530983,2,186.14,0,SPRING25,186,10,186.14,0,0,0,NONE,NONE,0,NONE
58482445,1,612947369,586265,1,130.43,15,SAVE10,130,50,130.43,0,0,0,83410552,5,0,NONE
58489193,1,707199530,551983,1,106.19,20,WELCOME,106,20,106.19,0,0,0,NONE,4,1,NONE
58489193,2,533815062,135645,2,145.99,20,SAVE20,145,0,145.99,0,0,0,NONE,5,1,5
58480569,1,718905965,229103,1,195.16,10,SAVE20,195,10,195.16,0,0,0,NONE,NONE,0,NONE
58480569,2,247027485,478508,1,120.93,20,LOYALTY,120,0,120.93,0,0,0,NONE,NONE,0,NONE
58489049,1,817916622,582324,1,166.1,25,LOYALTY,166,50,166.1,0,0,0,NONE,NONE,0,NONE
58482398,1,519935333,889840,2,56.21,0,NONE,56,10,56.21,0,0,0,88290108,NONE,0,NONE
58486356,1,807583060,527320,2,199.14,0,SAVE10,199,0,199.14,0,0,0,NONE,NONE,0,NONE
58486356,2,323567842,936390,1,161.13,10,NONE,161,50,161.13,0,0,0,NONE,5,0,NONE
58486356,3,588802488,760324,2,150.84,15,LOYALTY,150,0,150.84,0,0,0,NONE,NONE,0,NONE
58482282,1,535112058,410126,1,56.74,10,WELCOME,56,0,56.74,0,0,0,NONE,NONE,0,NONE
58482282,2,905725090,696357,1,93.03,0,SPRING25,93,20,93.03,0,0,0,NONE,4,0,NONE
58485051,1,272010034,893808,2,197.38,10,SPRING25,197,10,197.38,0,0,0,80676134,NONE,1,NONE
58485051,2,337350189,377781,1,120.16,0,SAVE20,120,0,120.16,0,0,0,NONE,NONE,0,NONE
58485051,3,738964599,943844,1,155.88,10,NONE,155,20,155.88,0,0,0,88341430,NONE,0,NONE
58483851,1,960018459,335532,2,115.99,15,WELCOME,115,0,115.99,0,0,0,83708971,NONE,0,NONE
58483851,2,669670887,888246,2,160.01,20,NONE,160,0,160.01,0,0,0,NONE,NONE,0,NONE
58480204,1,405268257,831379,2,178.39,0,SAVE20,178,0,178.39,0,0,0,NONE,NONE,0,NONE
58491780,1,799730349,807472,2,127.28,20,LOYALTY,127,0,127.28,0,0,0,NONE,NONE,0,NONE
58491780,2,519100032,210413,2,102.19,0,SPRING25,102,0,102.19,0,0,0,85329066,NONE,0,NONE
58491780,3,651643709,915396,1,51.23,10,WELCOME,51,20,51.23,0,0,0,NONE,NONE,0,NONE
58482526,1,397814189,682401,2,114.8,10,SPRING25,114,20,114.8,0,0,0,NONE,NONE,0,NONE
58482526,2,283887429,504763,1,174.75,15,SAVE10,174,0,174.75,0,0,0,NONE,NONE,0,NONE
58482526,3,870350650,264214,1,164.29,0,SAVE20,164,0,164.29,0,0,0,NONE,NONE,0,NONE
58480921,1,571271592,311268,1,117.49,15,NONE,117,10,117.49,0,0,0,81466149,NONE,1,NONE
58480921,2,533471665,237884,2,116.2,10,LOYALTY,116,0,116.2,0,0,0,NONE,NONE,0,6
58480921,3,596532957,389453,2,119.06,10,SPRING25,119,0,119.06,0,0,0,NONE,NONE,0,NONE
58482514,1,930259932,592318,1,118.02,0,SAVE10,118,50,118.02,0,0,0,NONE,NONE,0,NONE
58482514,2,473364254,985677,1,71.07,10,SPRING25,71,0,71.07,0,0,0,NONE,NONE,0,NONE
58482514,3,460458807,865696,1,154.48,20,SPRING25,154,10,154.48,0,0,0,NONE,NONE,0,NONE
58486018,1,317071792,319019,2,53.77,10,NONE,53,20,53.77,0,0,0,NONE,NONE,0,NONE
58491218,1,689067525,894942,1,99.67,20,LOYALTY,99,0,99.67,0,0,0,NONE,1,0,NONE
58491218,2,133274492,101867,2,136.1,25,SPRING25,136,0,136.1,0,0,0,86397648,3,1,7
58479073,1,281789787,806326,2,173.44,25,LOYALTY,173,10,173.44,0,0,0,NONE,4,1,NONE
58479073,2,190366197,972892,1,169.99,0,WELCOME,169,0,169.99,0,0,0,NONE,NONE,0,NONE
58482924,1,882563304,267330,1,154.28,25,SAVE20,154,50,154.28,0,0,0,NONE,NONE,0,NONE
58482924,2,258364544,684261,2,172.58,0,SAVE10,172,10,172.58,0,0,0,NONE,NONE,1,NONE
58483903,1,580191330,921579,2,106.58,15,NONE,106,10,106.58,0,0,0,NONE,NONE,0,NONE
58483903,2,315879083,963943,2,50.77,20,SPRING25,50,10,50.77,0,0,0,NONE,3,1,NONE
58483903,3,354173145,475433,2,82.04,25,WELCOME,82,0,82.04,0,0,0,85717971,NONE,1,NONE
58477184,1,595261391,715800,1,100.81,25,NONE,100,0,100.81,0,0,0,NONE,NONE,1,NONE
58477184,2,519478606,490405,1,173.37,15,NONE,173,50,173.37,0,0,0,NONE,NONE,0,NONE
58488623,1,795481838,470436,1,100.58,10,WELCOME,100,0,100.58,0,0,0,NONE,NONE,0,NONE
58488623,2,787723117,629855,2,87.93,25,NONE,87,0,87.93,0,0,0,87887710,4,1,10
58488623,3,691008474,823304,2,75.68,15,LOYALTY,75,50,75.68,0,0,0,NONE,NONE,0,10
58487718,1,965329885,340635,1,91.12,10,LOYALTY,91,50,91.12,0,0,0,NONE,NONE,1,NONE
58479993,1,447571336,814747,2,169.74,15,SAVE20,169,0,169.74,0,0,0,NONE,NONE,1,NONE
58479993,2,322761296,227801,1,162.17,10,WELCOME,162,20,162.17,0,0,0,NONE,NONE,0,NONE
58479993,3,778466309,241891,1,186.61,25,WELCOME,186,20,186.61,0,0,0,NONE,NONE,0,NONE
58489467,1,611060368,350790,1,165.48,0,WELCOME,165,50,165.48,0,0,0,83275526,3,1,NONE
58488323,1,286363378,498840,1,52.92,10,NONE,52,20,52.92,0,0,0,NONE,NONE,0,NONE
58488323,2,953142369,911778,2,167.54,15,LOYALTY,167,0,167.54,0,0,0,82165377,NONE,0,NONE
58488323,3,105403049,874089,1,124.79,15,SAVE20,124,50,124.79,0,0,0,NONE,NONE,1,NONE
58485185,1,872357830,598667,2,148.49,20,SPRING25,148,0,148.49,0,0,0,NONE,NONE,1,NONE
58477334,1,211500356,378439,2,173.11,15,NONE,173,0,173.11,0,0,0,NONE,NONE,1,NONE
58477334,2,280859735,373977,1,194.15,15,WELCOME,194,0,194.15,0,0,0,NONE,NONE,1,NONE
58480623,1,547501794,951844,1,172.84,0,WELCOME,172,50,172.84,0,0,0,NONE,NONE,0,NONE
58480099,1,547597533,417587,1,116.5,10,NONE,116,20,116.5,0,0,0,NONE,NONE,1,8
58480708,1,512024995,828921,1,79.26,0,SAVE20,79,0,79.26,0,0,0,NONE,NONE,0,NONE
58480708,2,174134066,145828,1,113.67,20,SAVE20,113,0,113.67,0,0,0,NONE,1,1,NONE
58480708,3,197378261,343187,2,62.76,0,SPRING25,62,20,62.76,0,0,0,NONE,NONE,1,NONE
58479690,1,568300317,334131,2,50.24,10,LOYALTY,50,10,50.24,0,0,0,NONE,NONE,0,NONE
58479690,2,984199322,265090,1,132.78,25,SAVE20,132,10,132.78,0,0,0,NONE,NONE,0,NONE
58486353,1,455450209,116330,1,182.56,0,NONE,182,0,182.56,0,0,0,NONE,NONE,0,NONE
58483041,1,708542277,512687,1,121.82,15,NONE,121,0,121.82,0,0,0,88322320,NONE,0,NONE
58481878,1,594469266,797139,1,150.77,10,SAVE10,150,0,150.77,0,0,0,82738448,NONE,0,NONE
58481878,2,565720962,485854,1,141.55,0,LOYALTY,141,20,141.55,0,0,0,NONE,NONE,1,NONE
58481878,3,871900825,650367,1,101.78,15,SPRING25,101,20,101.78,0,0,0,NONE,NONE,0,NONE
58479670,1,565566223,952838,1,98.31,0,NONE,98,20,98.31,0,0,0,NONE,NONE,0,2
58479670,2,419043262,451467,2,178.15,0,SPRING25,178,0,178.15,0,0,0,86849164,NONE,0,NONE
58489018,1,866145602,360909,1,65.78,0,LOYALTY,65,20,65.78,0,0,0,81632065,NONE,0,NONE
58489018,2,920116555,818635,2,171.98,10,SAVE20,171,0,171.98,0,0,0,NONE,NONE,1,NONE
58489018,3,677547759,648713,1,58.41,25,WELCOME,58,20,58.41,0,0,0,NONE,NONE,0,NONE
58481911,1,348556698,517575,2,176.51,10,SPRING25,176,20,176.51,0,0,0,NONE,NONE,0,8
58480707,1,736729545,447632,1,176.3,15,SAVE10,176,50,176.3,0,0,0,NONE,NONE,0,NONE
58480707,2,624248944,553676,1,79.15,10,SAVE20,79,0,79.15,0,0,0,NONE,NONE,0,NONE
58480707,3,455256690,597917,2,145.51,0,SPRING25,145,10,145.51,0,0,0,NONE,1,0,NONE
58491759,1,213747050,816989,2,85.03,25,SAVE20,85,50,85.03,0,0,0,NONE,NONE,0,1
58491759,2,401049932,719477,2,134.44,10,SPRING25,134,0,134.44,0,0,0,NONE,NONE,0,NONE
58491759,3,660600866,877777,1,185.14,10,SAVE10,185,50,185.14,0,0,0,89442547,NONE,0,9
58481691,1,813098114,623248,1,129.9,15,SPRING25,129,0,129.9,0,0,0,NONE,NONE,0,NONE
58481691,2,579477331,649425,1,82.24,0,LOYALTY,82,0,82.24,0,0,0,84226563,NONE,0,NONE
58485286,1,800196733,683556,1,112.3,25,LOYALTY,112,0,112.3,0,0,0,NONE,1,0,NONE
58485286,2,195428407,826211,1,141.33,10,SAVE20,141,50,141.33,0,0,0,NONE,NONE,0,NONE
